IoTDeviceID,timestamp,Location,Type,Value,Unit
GrainTemp4,2024-06-11 15:00:00,Silo2,graintemperature,7.4,celsius
GrainTemp5,2024-06-11 15:00:00,Silo2,graintemperature,4.8,celsius
GrainTemp6,2024-06-11 15:00:00,Silo2,graintemperature,14.4,celsius
GrainTemp4,2024-06-11 16:00:00,Silo2,graintemperature,6.3,celsius
GrainTemp5,2024-06-11 16:00:00,Silo2,graintemperature,2.9,celsius
GrainTemp6,2024-06-11 16:00:00,Silo2,graintemperature,6.3,celsius
GrainTemp4,2024-06-11 17:00:00,Silo2,graintemperature,9.2,celsius
GrainTemp5,2024-06-11 17:00:00,Silo2,graintemperature,1.3,celsius
GrainTemp6,2024-06-11 17:00:00,Silo2,graintemperature,2.9,celsius
Temp2,2024-06-12 08:00:00,Silo2,temperature,12.6,celsius
Humd2,2024-06-12 08:00:00,Silo2,humidity,30.9,percentage
InTemp2,2024-06-12 08:00:00,Silo2,intemperature,16.1,celsius
Temp2,2024-06-12 14:00:00,Silo2,temperature,22.0,celsius
Humd2,2024-06-12 14:00:00,Silo2,humidity,11.6,percentage
InTemp2,2024-06-12 14:00:00,Silo2,intemperature,13.4,celsius
GrainTemp4,2024-06-12 08:00:00,Silo2,graintemperature,7.5,celsius
GrainTemp5,2024-06-12 08:00:00,Silo2,graintemperature,4.4,celsius
GrainTemp6,2024-06-12 08:00:00,Silo2,graintemperature,7.7,celsius
GrainTemp4,2024-06-12 09:00:00,Silo2,graintemperature,4.0,celsius
GrainTemp5,2024-06-12 09:00:00,Silo2,graintemperature,4.1,celsius
GrainTemp6,2024-06-12 09:00:00,Silo2,graintemperature,8.9,celsius
GrainTemp4,2024-06-12 10:00:00,Silo2,graintemperature,4.4,celsius
GrainTemp5,2024-06-12 10:00:00,Silo2,graintemperature,4.4,celsius
GrainTemp6,2024-06-12 10:00:00,Silo2,graintemperature,6.8,celsius
GrainTemp4,2024-06-12 11:00:00,Silo2,graintemperature,10.5,celsius
GrainTemp5,2024-06-12 11:00:00,Silo2,graintemperature,14.6,celsius
GrainTemp6,2024-06-12 11:00:00,Silo2,graintemperature,10.8,celsius
GrainTemp4,2024-06-12 12:00:00,Silo2,graintemperature,4.4,celsius
GrainTemp5,2024-06-12 12:00:00,Silo2,graintemperature,4.5,celsius
GrainTemp6,2024-06-12 12:00:00,Silo2,graintemperature,3.0,celsius
GrainTemp4,2024-06-12 13:00:00,Silo2,graintemperature,7.6,celsius
GrainTemp5,2024-06-12 13:00:00,Silo2,graintemperature,6.1,celsius
GrainTemp6,2024-06-12 13:00:00,Silo2,graintemperature,10.5,celsius
GrainTemp4,2024-06-12 14:00:00,Silo2,graintemperature,14.1,celsius
GrainTemp5,2024-06-12 14:00:00,Silo2,graintemperature,7.3,celsius
GrainTemp6,2024-06-12 14:00:00,Silo2,graintemperature,12.8,celsius
GrainTemp4,2024-06-12 15:00:00,Silo2,graintemperature,9.4,celsius
GrainTemp5,2024-06-12 15:00:00,Silo2,graintemperature,1.2,celsius
GrainTemp6,2024-06-12 15:00:00,Silo2,graintemperature,10.3,celsius
GrainTemp4,2024-06-12 16:00:00,Silo2,graintemperature,9.1,celsius
GrainTemp5,2024-06-12 16:00:00,Silo2,graintemperature,5.0,celsius
GrainTemp6,2024-06-12 16:00:00,Silo2,graintemperature,7.3,celsius
GrainTemp4,2024-06-12 17:00:00,Silo2,graintemperature,9.7,celsius
GrainTemp5,2024-06-12 17:00:00,Silo2,graintemperature,2.3,celsius
GrainTemp6,2024-06-12 17:00:00,Silo2,graintemperature,13.1,celsius
Temp2,2024-06-13 08:00:00,Silo2,temperature,14.0,celsius
Humd2,2024-06-13 08:00:00,Silo2,humidity,7.5,percentage
InTemp2,2024-06-13 08:00:00,Silo2,intemperature,8.1,celsius
Temp2,2024-06-13 14:00:00,Silo2,temperature,9.3,celsius
Humd2,2024-06-13 14:00:00,Silo2,humidity,34.9,percentage
InTemp2,2024-06-13 14:00:00,Silo2,intemperature,19.9,celsius
GrainTemp4,2024-06-13 08:00:00,Silo2,graintemperature,6.4,celsius
GrainTemp5,2024-06-13 08:00:00,Silo2,graintemperature,13.7,celsius
GrainTemp6,2024-06-13 08:00:00,Silo2,graintemperature,1.3,celsius
GrainTemp4,2024-06-13 09:00:00,Silo2,graintemperature,3.4,celsius
GrainTemp5,2024-06-13 09:00:00,Silo2,graintemperature,3.0,celsius
GrainTemp6,2024-06-13 09:00:00,Silo2,graintemperature,5.4,celsius
GrainTemp4,2024-06-13 10:00:00,Silo2,graintemperature,10.6,celsius
GrainTemp5,2024-06-13 10:00:00,Silo2,graintemperature,7.9,celsius
GrainTemp6,2024-06-13 10:00:00,Silo2,graintemperature,7.4,celsius
GrainTemp4,2024-06-13 11:00:00,Silo2,graintemperature,3.6,celsius
GrainTemp5,2024-06-13 11:00:00,Silo2,graintemperature,8.7,celsius
GrainTemp6,2024-06-13 11:00:00,Silo2,graintemperature,2.4,celsius
GrainTemp4,2024-06-13 12:00:00,Silo2,graintemperature,8.9,celsius
GrainTemp5,2024-06-13 12:00:00,Silo2,graintemperature,8.0,celsius
GrainTemp6,2024-06-13 12:00:00,Silo2,graintemperature,1.3,celsius
GrainTemp4,2024-06-13 13:00:00,Silo2,graintemperature,6.2,celsius
GrainTemp5,2024-06-13 13:00:00,Silo2,graintemperature,13.2,celsius
GrainTemp6,2024-06-13 13:00:00,Silo2,graintemperature,1.9,celsius
GrainTemp4,2024-06-13 14:00:00,Silo2,graintemperature,3.7,celsius
GrainTemp5,2024-06-13 14:00:00,Silo2,graintemperature,12.5,celsius
GrainTemp6,2024-06-13 14:00:00,Silo2,graintemperature,1.1,celsius
GrainTemp4,2024-06-13 15:00:00,Silo2,graintemperature,10.9,celsius
GrainTemp5,2024-06-13 15:00:00,Silo2,graintemperature,6.2,celsius
GrainTemp6,2024-06-13 15:00:00,Silo2,graintemperature,12.1,celsius
GrainTemp4,2024-06-13 16:00:00,Silo2,graintemperature,4.2,celsius
GrainTemp5,2024-06-13 16:00:00,Silo2,graintemperature,5.3,celsius
GrainTemp6,2024-06-13 16:00:00,Silo2,graintemperature,10.7,celsius
GrainTemp4,2024-06-13 17:00:00,Silo2,graintemperature,1.1,celsius
GrainTemp5,2024-06-13 17:00:00,Silo2,graintemperature,1.4,celsius
GrainTemp6,2024-06-13 17:00:00,Silo2,graintemperature,7.9,celsius
Temp2,2024-06-14 08:00:00,Silo2,temperature,15.3,celsius
Humd2,2024-06-14 08:00:00,Silo2,humidity,17.7,percentage
InTemp2,2024-06-14 08:00:00,Silo2,intemperature,13.9,celsius
Temp2,2024-06-14 14:00:00,Silo2,temperature,20.1,celsius
Humd2,2024-06-14 14:00:00,Silo2,humidity,31.0,percentage
InTemp2,2024-06-14 14:00:00,Silo2,intemperature,21.2,celsius
GrainTemp4,2024-06-14 08:00:00,Silo2,graintemperature,6.7,celsius
GrainTemp5,2024-06-14 08:00:00,Silo2,graintemperature,14.3,celsius
GrainTemp6,2024-06-14 08:00:00,Silo2,graintemperature,11.8,celsius
GrainTemp4,2024-06-14 09:00:00,Silo2,graintemperature,11.9,celsius
GrainTemp5,2024-06-14 09:00:00,Silo2,graintemperature,12.5,celsius
GrainTemp6,2024-06-14 09:00:00,Silo2,graintemperature,3.7,celsius
GrainTemp4,2024-06-14 10:00:00,Silo2,graintemperature,13.1,celsius
GrainTemp5,2024-06-14 10:00:00,Silo2,graintemperature,5.2,celsius
GrainTemp6,2024-06-14 10:00:00,Silo2,graintemperature,5.6,celsius
GrainTemp4,2024-06-14 11:00:00,Silo2,graintemperature,4.4,celsius
GrainTemp5,2024-06-14 11:00:00,Silo2,graintemperature,10.9,celsius
GrainTemp6,2024-06-14 11:00:00,Silo2,graintemperature,3.6,celsius
GrainTemp4,2024-06-14 12:00:00,Silo2,graintemperature,3.1,celsius
GrainTemp5,2024-06-14 12:00:00,Silo2,graintemperature,6.2,celsius
GrainTemp6,2024-06-14 12:00:00,Silo2,graintemperature,11.0,celsius
GrainTemp4,2024-06-14 13:00:00,Silo2,graintemperature,14.9,celsius
GrainTemp5,2024-06-14 13:00:00,Silo2,graintemperature,12.0,celsius
GrainTemp6,2024-06-14 13:00:00,Silo2,graintemperature,2.2,celsius
GrainTemp4,2024-06-14 14:00:00,Silo2,graintemperature,6.4,celsius
GrainTemp5,2024-06-14 14:00:00,Silo2,graintemperature,8.9,celsius
GrainTemp6,2024-06-14 14:00:00,Silo2,graintemperature,13.6,celsius
GrainTemp4,2024-06-14 15:00:00,Silo2,graintemperature,11.9,celsius
GrainTemp5,2024-06-14 15:00:00,Silo2,graintemperature,5.2,celsius
GrainTemp6,2024-06-14 15:00:00,Silo2,graintemperature,3.5,celsius
GrainTemp4,2024-06-14 16:00:00,Silo2,graintemperature,14.5,celsius
GrainTemp5,2024-06-14 16:00:00,Silo2,graintemperature,7.6,celsius
GrainTemp6,2024-06-14 16:00:00,Silo2,graintemperature,2.7,celsius
GrainTemp4,2024-06-14 17:00:00,Silo2,graintemperature,7.6,celsius
GrainTemp5,2024-06-14 17:00:00,Silo2,graintemperature,7.3,celsius
GrainTemp6,2024-06-14 17:00:00,Silo2,graintemperature,1.2,celsius
Temp2,2024-06-15 08:00:00,Silo2,temperature,23.3,celsius
Humd2,2024-06-15 08:00:00,Silo2,humidity,11.2,percentage
InTemp2,2024-06-15 08:00:00,Silo2,intemperature,24.6,celsius
Temp2,2024-06-15 14:00:00,Silo2,temperature,8.3,celsius
Humd2,2024-06-15 14:00:00,Silo2,humidity,31.1,percentage
InTemp2,2024-06-15 14:00:00,Silo2,intemperature,20.7,celsius
GrainTemp4,2024-06-15 08:00:00,Silo2,graintemperature,7.1,celsius
GrainTemp5,2024-06-15 08:00:00,Silo2,graintemperature,7.4,celsius
GrainTemp6,2024-06-15 08:00:00,Silo2,graintemperature,10.1,celsius
GrainTemp4,2024-06-15 09:00:00,Silo2,graintemperature,10.3,celsius
GrainTemp5,2024-06-15 09:00:00,Silo2,graintemperature,6.0,celsius
GrainTemp6,2024-06-15 09:00:00,Silo2,graintemperature,2.5,celsius
GrainTemp4,2024-06-15 10:00:00,Silo2,graintemperature,5.8,celsius
GrainTemp5,2024-06-15 10:00:00,Silo2,graintemperature,6.9,celsius
GrainTemp6,2024-06-15 10:00:00,Silo2,graintemperature,2.6,celsius
GrainTemp4,2024-06-15 11:00:00,Silo2,graintemperature,5.0,celsius
GrainTemp5,2024-06-15 11:00:00,Silo2,graintemperature,3.2,celsius
GrainTemp6,2024-06-15 11:00:00,Silo2,graintemperature,3.6,celsius
GrainTemp4,2024-06-15 12:00:00,Silo2,graintemperature,14.0,celsius
GrainTemp5,2024-06-15 12:00:00,Silo2,graintemperature,9.6,celsius
GrainTemp6,2024-06-15 12:00:00,Silo2,graintemperature,8.6,celsius
GrainTemp4,2024-06-15 13:00:00,Silo2,graintemperature,3.3,celsius
GrainTemp5,2024-06-15 13:00:00,Silo2,graintemperature,11.4,celsius
GrainTemp6,2024-06-15 13:00:00,Silo2,graintemperature,5.3,celsius
GrainTemp4,2024-06-15 14:00:00,Silo2,graintemperature,3.8,celsius
GrainTemp5,2024-06-15 14:00:00,Silo2,graintemperature,5.8,celsius
GrainTemp6,2024-06-15 14:00:00,Silo2,graintemperature,12.9,celsius
GrainTemp4,2024-06-15 15:00:00,Silo2,graintemperature,9.7,celsius
GrainTemp5,2024-06-15 15:00:00,Silo2,graintemperature,13.5,celsius
GrainTemp6,2024-06-15 15:00:00,Silo2,graintemperature,11.0,celsius
GrainTemp4,2024-06-15 16:00:00,Silo2,graintemperature,13.1,celsius
GrainTemp5,2024-06-15 16:00:00,Silo2,graintemperature,11.2,celsius
GrainTemp6,2024-06-15 16:00:00,Silo2,graintemperature,6.7,celsius
GrainTemp4,2024-06-15 17:00:00,Silo2,graintemperature,3.0,celsius
GrainTemp5,2024-06-15 17:00:00,Silo2,graintemperature,13.1,celsius
GrainTemp6,2024-06-15 17:00:00,Silo2,graintemperature,14.6,celsius
Temp2,2024-06-16 08:00:00,Silo2,temperature,10.1,celsius
Humd2,2024-06-16 08:00:00,Silo2,humidity,23.4,percentage
InTemp2,2024-06-16 08:00:00,Silo2,intemperature,14.6,celsius
Temp2,2024-06-16 14:00:00,Silo2,temperature,22.7,celsius
Humd2,2024-06-16 14:00:00,Silo2,humidity,14.2,percentage
InTemp2,2024-06-16 14:00:00,Silo2,intemperature,22.9,celsius
GrainTemp4,2024-06-16 08:00:00,Silo2,graintemperature,4.3,celsius
GrainTemp5,2024-06-16 08:00:00,Silo2,graintemperature,1.3,celsius
GrainTemp6,2024-06-16 08:00:00,Silo2,graintemperature,1.3,celsius
GrainTemp4,2024-06-16 09:00:00,Silo2,graintemperature,14.9,celsius
GrainTemp5,2024-06-16 09:00:00,Silo2,graintemperature,8.3,celsius
GrainTemp6,2024-06-16 09:00:00,Silo2,graintemperature,2.2,celsius
GrainTemp4,2024-06-16 10:00:00,Silo2,graintemperature,8.9,celsius
GrainTemp5,2024-06-16 10:00:00,Silo2,graintemperature,12.7,celsius
GrainTemp6,2024-06-16 10:00:00,Silo2,graintemperature,14.0,celsius
GrainTemp4,2024-06-16 11:00:00,Silo2,graintemperature,6.9,celsius
GrainTemp5,2024-06-16 11:00:00,Silo2,graintemperature,14.2,celsius
GrainTemp6,2024-06-16 11:00:00,Silo2,graintemperature,4.7,celsius
GrainTemp4,2024-06-16 12:00:00,Silo2,graintemperature,2.4,celsius
GrainTemp5,2024-06-16 12:00:00,Silo2,graintemperature,5.5,celsius
GrainTemp6,2024-06-16 12:00:00,Silo2,graintemperature,1.1,celsius
GrainTemp4,2024-06-16 13:00:00,Silo2,graintemperature,1.6,celsius
GrainTemp5,2024-06-16 13:00:00,Silo2,graintemperature,3.6,celsius
GrainTemp6,2024-06-16 13:00:00,Silo2,graintemperature,12.6,celsius
GrainTemp4,2024-06-16 14:00:00,Silo2,graintemperature,14.4,celsius
GrainTemp5,2024-06-16 14:00:00,Silo2,graintemperature,5.8,celsius
GrainTemp6,2024-06-16 14:00:00,Silo2,graintemperature,1.0,celsius
GrainTemp4,2024-06-16 15:00:00,Silo2,graintemperature,8.7,celsius
GrainTemp5,2024-06-16 15:00:00,Silo2,graintemperature,13.4,celsius
GrainTemp6,2024-06-16 15:00:00,Silo2,graintemperature,14.5,celsius
GrainTemp4,2024-06-16 16:00:00,Silo2,graintemperature,5.7,celsius
GrainTemp5,2024-06-16 16:00:00,Silo2,graintemperature,4.9,celsius
GrainTemp6,2024-06-16 16:00:00,Silo2,graintemperature,12.9,celsius
GrainTemp4,2024-06-16 17:00:00,Silo2,graintemperature,13.8,celsius
GrainTemp5,2024-06-16 17:00:00,Silo2,graintemperature,3.3,celsius
GrainTemp6,2024-06-16 17:00:00,Silo2,graintemperature,2.8,celsius
Temp2,2024-06-17 08:00:00,Silo2,temperature,22.4,celsius
Humd2,2024-06-17 08:00:00,Silo2,humidity,8.3,percentage
InTemp2,2024-06-17 08:00:00,Silo2,intemperature,6.5,celsius
Temp2,2024-06-17 14:00:00,Silo2,temperature,9.2,celsius
Humd2,2024-06-17 14:00:00,Silo2,humidity,17.9,percentage
InTemp2,2024-06-17 14:00:00,Silo2,intemperature,13.6,celsius
GrainTemp4,2024-06-17 08:00:00,Silo2,graintemperature,14.0,celsius
GrainTemp5,2024-06-17 08:00:00,Silo2,graintemperature,2.0,celsius
GrainTemp6,2024-06-17 08:00:00,Silo2,graintemperature,6.1,celsius
GrainTemp4,2024-06-17 09:00:00,Silo2,graintemperature,10.2,celsius
GrainTemp5,2024-06-17 09:00:00,Silo2,graintemperature,5.9,celsius
GrainTemp6,2024-06-17 09:00:00,Silo2,graintemperature,14.7,celsius
GrainTemp4,2024-06-17 10:00:00,Silo2,graintemperature,6.9,celsius
GrainTemp5,2024-06-17 10:00:00,Silo2,graintemperature,14.1,celsius
GrainTemp6,2024-06-17 10:00:00,Silo2,graintemperature,13.5,celsius
GrainTemp4,2024-06-17 11:00:00,Silo2,graintemperature,8.4,celsius
GrainTemp5,2024-06-17 11:00:00,Silo2,graintemperature,2.4,celsius
GrainTemp6,2024-06-17 11:00:00,Silo2,graintemperature,2.8,celsius
GrainTemp4,2024-06-17 12:00:00,Silo2,graintemperature,4.6,celsius
GrainTemp5,2024-06-17 12:00:00,Silo2,graintemperature,10.0,celsius
GrainTemp6,2024-06-17 12:00:00,Silo2,graintemperature,12.5,celsius
GrainTemp4,2024-06-17 13:00:00,Silo2,graintemperature,8.3,celsius
GrainTemp5,2024-06-17 13:00:00,Silo2,graintemperature,3.1,celsius
GrainTemp6,2024-06-17 13:00:00,Silo2,graintemperature,4.6,celsius
GrainTemp4,2024-06-17 14:00:00,Silo2,graintemperature,2.1,celsius
GrainTemp5,2024-06-17 14:00:00,Silo2,graintemperature,3.1,celsius
GrainTemp6,2024-06-17 14:00:00,Silo2,graintemperature,4.9,celsius
GrainTemp4,2024-06-17 15:00:00,Silo2,graintemperature,4.6,celsius
GrainTemp5,2024-06-17 15:00:00,Silo2,graintemperature,7.7,celsius
GrainTemp6,2024-06-17 15:00:00,Silo2,graintemperature,5.0,celsius
GrainTemp4,2024-06-17 16:00:00,Silo2,graintemperature,2.2,celsius
GrainTemp5,2024-06-17 16:00:00,Silo2,graintemperature,7.9,celsius
GrainTemp6,2024-06-17 16:00:00,Silo2,graintemperature,14.4,celsius
GrainTemp4,2024-06-17 17:00:00,Silo2,graintemperature,9.3,celsius
GrainTemp5,2024-06-17 17:00:00,Silo2,graintemperature,2.5,celsius
GrainTemp6,2024-06-17 17:00:00,Silo2,graintemperature,11.0,celsius
Temp2,2024-06-18 08:00:00,Silo2,temperature,9.2,celsius
Humd2,2024-06-18 08:00:00,Silo2,humidity,6.2,percentage
InTemp2,2024-06-18 08:00:00,Silo2,intemperature,9.8,celsius
Temp2,2024-06-18 14:00:00,Silo2,temperature,17.1,celsius
Humd2,2024-06-18 14:00:00,Silo2,humidity,10.1,percentage
InTemp2,2024-06-18 14:00:00,Silo2,intemperature,6.9,celsius
GrainTemp4,2024-06-18 08:00:00,Silo2,graintemperature,7.3,celsius
GrainTemp5,2024-06-18 08:00:00,Silo2,graintemperature,2.5,celsius
GrainTemp6,2024-06-18 08:00:00,Silo2,graintemperature,1.9,celsius
GrainTemp4,2024-06-18 09:00:00,Silo2,graintemperature,10.0,celsius
GrainTemp5,2024-06-18 09:00:00,Silo2,graintemperature,14.0,celsius
GrainTemp6,2024-06-18 09:00:00,Silo2,graintemperature,11.0,celsius
GrainTemp4,2024-06-18 10:00:00,Silo2,graintemperature,3.9,celsius
GrainTemp5,2024-06-18 10:00:00,Silo2,graintemperature,3.1,celsius
GrainTemp6,2024-06-18 10:00:00,Silo2,graintemperature,13.1,celsius
GrainTemp4,2024-06-18 11:00:00,Silo2,graintemperature,2.9,celsius
GrainTemp5,2024-06-18 11:00:00,Silo2,graintemperature,14.6,celsius
GrainTemp6,2024-06-18 11:00:00,Silo2,graintemperature,13.6,celsius
GrainTemp4,2024-06-18 12:00:00,Silo2,graintemperature,6.2,celsius
GrainTemp5,2024-06-18 12:00:00,Silo2,graintemperature,1.4,celsius
GrainTemp6,2024-06-18 12:00:00,Silo2,graintemperature,13.3,celsius
GrainTemp4,2024-06-18 13:00:00,Silo2,graintemperature,1.4,celsius
GrainTemp5,2024-06-18 13:00:00,Silo2,graintemperature,7.3,celsius
GrainTemp6,2024-06-18 13:00:00,Silo2,graintemperature,14.3,celsius
GrainTemp4,2024-06-18 14:00:00,Silo2,graintemperature,11.7,celsius
GrainTemp5,2024-06-18 14:00:00,Silo2,graintemperature,13.1,celsius
GrainTemp6,2024-06-18 14:00:00,Silo2,graintemperature,11.6,celsius
GrainTemp4,2024-06-18 15:00:00,Silo2,graintemperature,12.8,celsius
GrainTemp5,2024-06-18 15:00:00,Silo2,graintemperature,7.6,celsius
GrainTemp6,2024-06-18 15:00:00,Silo2,graintemperature,3.7,celsius
GrainTemp4,2024-06-18 16:00:00,Silo2,graintemperature,3.7,celsius
GrainTemp5,2024-06-18 16:00:00,Silo2,graintemperature,12.9,celsius
GrainTemp6,2024-06-18 16:00:00,Silo2,graintemperature,14.4,celsius
GrainTemp4,2024-06-18 17:00:00,Silo2,graintemperature,12.4,celsius
GrainTemp5,2024-06-18 17:00:00,Silo2,graintemperature,3.4,celsius
GrainTemp6,2024-06-18 17:00:00,Silo2,graintemperature,1.4,celsius
Temp2,2024-06-19 08:00:00,Silo2,temperature,13.7,celsius
Humd2,2024-06-19 08:00:00,Silo2,humidity,29.6,percentage
InTemp2,2024-06-19 08:00:00,Silo2,intemperature,23.7,celsius
Temp2,2024-06-19 14:00:00,Silo2,temperature,19.4,celsius
Humd2,2024-06-19 14:00:00,Silo2,humidity,30.9,percentage
InTemp2,2024-06-19 14:00:00,Silo2,intemperature,9.7,celsius
GrainTemp4,2024-06-19 08:00:00,Silo2,graintemperature,6.1,celsius
GrainTemp5,2024-06-19 08:00:00,Silo2,graintemperature,9.1,celsius
GrainTemp6,2024-06-19 08:00:00,Silo2,graintemperature,8.6,celsius
GrainTemp4,2024-06-19 09:00:00,Silo2,graintemperature,7.3,celsius
GrainTemp5,2024-06-19 09:00:00,Silo2,graintemperature,8.6,celsius
GrainTemp6,2024-06-19 09:00:00,Silo2,graintemperature,10.1,celsius
GrainTemp4,2024-06-19 10:00:00,Silo2,graintemperature,5.7,celsius
GrainTemp5,2024-06-19 10:00:00,Silo2,graintemperature,7.4,celsius
GrainTemp6,2024-06-19 10:00:00,Silo2,graintemperature,9.4,celsius
GrainTemp4,2024-06-19 11:00:00,Silo2,graintemperature,13.7,celsius
GrainTemp5,2024-06-19 11:00:00,Silo2,graintemperature,10.6,celsius
GrainTemp6,2024-06-19 11:00:00,Silo2,graintemperature,7.1,celsius
GrainTemp4,2024-06-19 12:00:00,Silo2,graintemperature,11.7,celsius
GrainTemp5,2024-06-19 12:00:00,Silo2,graintemperature,3.7,celsius
GrainTemp6,2024-06-19 12:00:00,Silo2,graintemperature,6.7,celsius
GrainTemp4,2024-06-19 13:00:00,Silo2,graintemperature,12.5,celsius
GrainTemp5,2024-06-19 13:00:00,Silo2,graintemperature,8.1,celsius
GrainTemp6,2024-06-19 13:00:00,Silo2,graintemperature,4.0,celsius
GrainTemp4,2024-06-19 14:00:00,Silo2,graintemperature,2.8,celsius
GrainTemp5,2024-06-19 14:00:00,Silo2,graintemperature,1.3,celsius
GrainTemp6,2024-06-19 14:00:00,Silo2,graintemperature,11.1,celsius
GrainTemp4,2024-06-19 15:00:00,Silo2,graintemperature,6.7,celsius
GrainTemp5,2024-06-19 15:00:00,Silo2,graintemperature,2.4,celsius
GrainTemp6,2024-06-19 15:00:00,Silo2,graintemperature,8.2,celsius
GrainTemp4,2024-06-19 16:00:00,Silo2,graintemperature,5.0,celsius
GrainTemp5,2024-06-19 16:00:00,Silo2,graintemperature,14.3,celsius
GrainTemp6,2024-06-19 16:00:00,Silo2,graintemperature,8.6,celsius
GrainTemp4,2024-06-19 17:00:00,Silo2,graintemperature,10.2,celsius
GrainTemp5,2024-06-19 17:00:00,Silo2,graintemperature,5.5,celsius
GrainTemp6,2024-06-19 17:00:00,Silo2,graintemperature,1.6,celsius
Temp2,2024-06-20 08:00:00,Silo2,temperature,8.1,celsius
Humd2,2024-06-20 08:00:00,Silo2,humidity,32.3,percentage
InTemp2,2024-06-20 08:00:00,Silo2,intemperature,15.6,celsius
Temp2,2024-06-20 14:00:00,Silo2,temperature,8.5,celsius
Humd2,2024-06-20 14:00:00,Silo2,humidity,6.7,percentage
InTemp2,2024-06-20 14:00:00,Silo2,intemperature,23.1,celsius
GrainTemp4,2024-06-20 08:00:00,Silo2,graintemperature,6.0,celsius
GrainTemp5,2024-06-20 08:00:00,Silo2,graintemperature,12.9,celsius
GrainTemp6,2024-06-20 08:00:00,Silo2,graintemperature,1.0,celsius
GrainTemp4,2024-06-20 09:00:00,Silo2,graintemperature,2.5,celsius
GrainTemp5,2024-06-20 09:00:00,Silo2,graintemperature,13.5,celsius
GrainTemp6,2024-06-20 09:00:00,Silo2,graintemperature,14.2,celsius
GrainTemp4,2024-06-20 10:00:00,Silo2,graintemperature,4.7,celsius
GrainTemp5,2024-06-20 10:00:00,Silo2,graintemperature,6.1,celsius
GrainTemp6,2024-06-20 10:00:00,Silo2,graintemperature,5.6,celsius
GrainTemp4,2024-06-20 11:00:00,Silo2,graintemperature,13.4,celsius
GrainTemp5,2024-06-20 11:00:00,Silo2,graintemperature,6.8,celsius
GrainTemp6,2024-06-20 11:00:00,Silo2,graintemperature,9.2,celsius
GrainTemp4,2024-06-20 12:00:00,Silo2,graintemperature,8.6,celsius
GrainTemp5,2024-06-20 12:00:00,Silo2,graintemperature,5.2,celsius
GrainTemp6,2024-06-20 12:00:00,Silo2,graintemperature,5.4,celsius
GrainTemp4,2024-06-20 13:00:00,Silo2,graintemperature,6.1,celsius
GrainTemp5,2024-06-20 13:00:00,Silo2,graintemperature,11.1,celsius
GrainTemp6,2024-06-20 13:00:00,Silo2,graintemperature,8.5,celsius
GrainTemp4,2024-06-20 14:00:00,Silo2,graintemperature,4.4,celsius
GrainTemp5,2024-06-20 14:00:00,Silo2,graintemperature,14.8,celsius
GrainTemp6,2024-06-20 14:00:00,Silo2,graintemperature,9.5,celsius
GrainTemp4,2024-06-20 15:00:00,Silo2,graintemperature,2.1,celsius
GrainTemp5,2024-06-20 15:00:00,Silo2,graintemperature,10.2,celsius
GrainTemp6,2024-06-20 15:00:00,Silo2,graintemperature,12.9,celsius
GrainTemp4,2024-06-20 16:00:00,Silo2,graintemperature,4.5,celsius
GrainTemp5,2024-06-20 16:00:00,Silo2,graintemperature,12.2,celsius
GrainTemp6,2024-06-20 16:00:00,Silo2,graintemperature,6.3,celsius
GrainTemp4,2024-06-20 17:00:00,Silo2,graintemperature,13.9,celsius
GrainTemp5,2024-06-20 17:00:00,Silo2,graintemperature,12.5,celsius
GrainTemp6,2024-06-20 17:00:00,Silo2,graintemperature,12.6,celsius
Temp2,2024-06-21 08:00:00,Silo2,temperature,16.2,celsius
Humd2,2024-06-21 08:00:00,Silo2,humidity,14.0,percentage
InTemp2,2024-06-21 08:00:00,Silo2,intemperature,8.2,celsius
Temp2,2024-06-21 14:00:00,Silo2,temperature,15.6,celsius
Humd2,2024-06-21 14:00:00,Silo2,humidity,5.5,percentage
InTemp2,2024-06-21 14:00:00,Silo2,intemperature,16.6,celsius
GrainTemp4,2024-06-21 08:00:00,Silo2,graintemperature,2.6,celsius
GrainTemp5,2024-06-21 08:00:00,Silo2,graintemperature,6.7,celsius
GrainTemp6,2024-06-21 08:00:00,Silo2,graintemperature,7.2,celsius
GrainTemp4,2024-06-21 09:00:00,Silo2,graintemperature,12.7,celsius
GrainTemp5,2024-06-21 09:00:00,Silo2,graintemperature,7.1,celsius
GrainTemp6,2024-06-21 09:00:00,Silo2,graintemperature,11.2,celsius
GrainTemp4,2024-06-21 10:00:00,Silo2,graintemperature,4.6,celsius
GrainTemp5,2024-06-21 10:00:00,Silo2,graintemperature,9.2,celsius
GrainTemp6,2024-06-21 10:00:00,Silo2,graintemperature,14.7,celsius
GrainTemp4,2024-06-21 11:00:00,Silo2,graintemperature,7.4,celsius
GrainTemp5,2024-06-21 11:00:00,Silo2,graintemperature,4.2,celsius
GrainTemp6,2024-06-21 11:00:00,Silo2,graintemperature,4.5,celsius
GrainTemp4,2024-06-21 12:00:00,Silo2,graintemperature,3.0,celsius
GrainTemp5,2024-06-21 12:00:00,Silo2,graintemperature,8.2,celsius
GrainTemp6,2024-06-21 12:00:00,Silo2,graintemperature,2.8,celsius
GrainTemp4,2024-06-21 13:00:00,Silo2,graintemperature,3.1,celsius
