Event_id,Timestamp,Activity
input_tally_sheettr42,2024-05-10 15:21:44,Input the Tally Sheet
weigh_loaded_trucktr4,2024-05-10 15:36:26,Weigh the Loaded Truck
eval_trs_exittr42_Pcp4,2024-05-10 15:54:47,Evaluate the Truck Exit
weigh_loaded_trucktr11,2024-05-10 15:55:18,Weigh the Loaded Truck
print_w_tickettr19,2024-05-10 16:02:38,Print the Weighing Ticket
input_tally_sheettr19,2024-05-10 16:02:38,Input the Tally Sheet
weigh_empty_trucktr25,2024-05-10 16:25:11,Weigh the Empty Truck
load_trucktr41,2024-05-10 16:25:39,Load Truck
print_w_tickettr21,2024-05-10 16:26:13,Print the Weighing Ticket
input_tally_sheettr21,2024-05-10 16:26:13,Input the Tally Sheet
load_trucktr25,2024-05-10 16:34:33,Load Truck
print_w_tickettr49,2024-05-10 16:41:50,Print the Weighing Ticket
input_tally_sheettr49,2024-05-10 16:41:50,Input the Tally Sheet
weigh_empty_trucktr6,2024-05-10 16:46:21,Weigh the Empty Truck
eval_trs_exittr19_Pcp8,2024-05-10 16:50:39,Evaluate the Truck Exit
load_trucktr6,2024-05-10 16:53:41,Load Truck
weigh_loaded_trucktr50,2024-05-10 17:04:17,Weigh the Loaded Truck
assign_trs_Pcp3,2024-05-10 17:08:47,Assign Truck
print_w_tickettr4,2024-05-10 17:21:38,Print the Weighing Ticket
input_tally_sheettr4,2024-05-10 17:21:38,Input the Tally Sheet
assign_trs_Pcp5,2024-05-10 17:30:11,Assign Truck
weigh_loaded_trucktr46,2024-05-10 17:31:55,Weigh the Loaded Truck
assign_trs_Pcp3,2024-05-10 17:47:45,Assign Truck
eval_trs_exittr21_Pcp5,2024-05-10 17:56:25,Evaluate the Truck Exit
weigh_loaded_trucktr15,2024-05-10 18:08:56,Weigh the Loaded Truck
weigh_empty_trucktr37,2024-05-10 18:33:08,Weigh the Empty Truck
assign_trs_Pcp8,2024-05-10 18:36:43,Assign Truck
print_w_tickettr11,2024-05-10 18:50:43,Print the Weighing Ticket
input_tally_sheettr11,2024-05-10 18:50:43,Input the Tally Sheet
input_tally_sheettr36,2024-05-10 22:04:50,Input the Tally Sheet
print_w_tickettr36,2024-05-10 22:04:50,Print the Weighing Ticket
weigh_loaded_trucktr47,2024-05-13 07:24:46,Weigh the Loaded Truck
eval_trs_exittr4_Pcp3,2024-05-13 07:35:10,Evaluate the Truck Exit
eval_trs_exittr49_Pcp7,2024-05-13 07:49:09,Evaluate the Truck Exit
eval_trs_exittr11_Pcp9,2024-05-13 08:09:25,Evaluate the Truck Exit
load_trucktr37,2024-05-13 08:15:20,Load Truck
weigh_empty_trucktr17,2024-05-13 08:23:05,Weigh the Empty Truck
eval_trs_exittr36_Pcp10,2024-05-13 08:25:05,Evaluate the Truck Exit
input_tally_sheettr50,2024-05-13 08:25:59,Input the Tally Sheet
print_w_tickettr50,2024-05-13 08:25:59,Print the Weighing Ticket
load_trucktr17,2024-05-13 08:38:14,Load Truck
input_tally_sheettr46,2024-05-13 08:46:57,Input the Tally Sheet
print_w_tickettr46,2024-05-13 08:46:57,Print the Weighing Ticket
assign_trs_Pcp5,2024-05-13 09:05:47,Assign Truck
weigh_loaded_trucktr26,2024-05-13 09:32:29,Weigh the Loaded Truck
weigh_empty_trucktr8,2024-05-13 09:39:18,Weigh the Empty Truck
eval_trs_exittr50_Pcp10,2024-05-13 09:42:40,Evaluate the Truck Exit
weigh_empty_trucktr9,2024-05-13 09:50:01,Weigh the Empty Truck
assign_trs_Pcp4,2024-05-13 09:50:07,Assign Truck
load_trucktr8,2024-05-13 09:57:10,Load Truck
input_tally_sheettr26,2024-05-13 10:03:22,Input the Tally Sheet
print_w_tickettr26,2024-05-13 10:03:22,Print the Weighing Ticket
eval_trs_exittr46_Pcp5,2024-05-13 10:04:16,Evaluate the Truck Exit
eval_trs_exittr26_Pcp9,2024-05-13 10:12:18,Evaluate the Truck Exit
input_tally_sheettr47,2024-05-13 10:18:04,Input the Tally Sheet
print_w_tickettr47,2024-05-13 10:18:04,Print the Weighing Ticket
weigh_empty_trucktr2,2024-05-13 10:20:13,Weigh the Empty Truck
weigh_loaded_trucktr3,2024-05-13 10:25:27,Weigh the Loaded Truck
load_trucktr2,2024-05-13 10:27:04,Load Truck
print_w_tickettr3,2024-05-13 10:41:37,Print the Weighing Ticket
input_tally_sheettr3,2024-05-13 10:41:37,Input the Tally Sheet
eval_trs_exittr47_Pcp1,2024-05-13 10:44:22,Evaluate the Truck Exit
weigh_empty_trucktr42,2024-05-13 11:17:15,Weigh the Empty Truck
load_trucktr42,2024-05-13 11:23:44,Load Truck
weigh_loaded_trucktr23,2024-05-13 11:29:16,Weigh the Loaded Truck
weigh_loaded_trucktr31,2024-05-13 11:31:51,Weigh the Loaded Truck
weigh_loaded_trucktr14,2024-05-13 11:33:11,Weigh the Loaded Truck
load_trucktr9,2024-05-13 11:40:41,Load Truck
input_tally_sheettr23,2024-05-13 11:42:52,Input the Tally Sheet
print_w_tickettr23,2024-05-13 11:42:52,Print the Weighing Ticket
assign_trs_Pcp3,2024-05-13 11:44:49,Assign Truck
eval_trs_exittr3_Pcp9,2024-05-13 11:56:16,Evaluate the Truck Exit
input_tally_sheettr31,2024-05-13 12:08:19,Input the Tally Sheet
print_w_tickettr31,2024-05-13 12:08:19,Print the Weighing Ticket
assign_trs_Pcp10,2024-05-13 12:10:50,Assign Truck
weigh_loaded_trucktr32,2024-05-13 12:13:30,Weigh the Loaded Truck
assign_trs_Pcp7,2024-05-13 12:15:21,Assign Truck
weigh_loaded_trucktr38,2024-05-13 12:15:53,Weigh the Loaded Truck
assign_trs_Pcp5,2024-05-13 12:19:58,Assign Truck
weigh_empty_trucktr40,2024-05-13 12:41:16,Weigh the Empty Truck
eval_trs_exittr31_Pcp10,2024-05-13 13:26:59,Evaluate the Truck Exit
assign_trs_Pcp2,2024-05-13 13:30:22,Assign Truck
weigh_loaded_trucktr29,2024-05-13 13:30:58,Weigh the Loaded Truck
weigh_loaded_trucktr10,2024-05-13 13:32:44,Weigh the Loaded Truck
input_tally_sheettr14,2024-05-13 13:41:43,Input the Tally Sheet
print_w_tickettr14,2024-05-13 13:41:43,Print the Weighing Ticket
eval_trs_exittr23_Pcp1,2024-05-13 13:48:30,Evaluate the Truck Exit
assign_trs_Pcp7,2024-05-13 13:53:34,Assign Truck
input_tally_sheettr29,2024-05-13 13:53:48,Input the Tally Sheet
print_w_tickettr29,2024-05-13 13:53:48,Print the Weighing Ticket
print_w_tickettr10,2024-05-13 13:54:28,Print the Weighing Ticket
input_tally_sheettr10,2024-05-13 13:54:28,Input the Tally Sheet
weigh_empty_trucktr44,2024-05-13 13:56:31,Weigh the Empty Truck
weigh_loaded_trucktr39,2024-05-13 13:57:23,Weigh the Loaded Truck
assign_trs_Pcp2,2024-05-13 14:01:35,Assign Truck
load_trucktr40,2024-05-13 14:02:56,Load Truck
weigh_empty_trucktr27,2024-05-13 14:42:07,Weigh the Empty Truck
print_w_tickettr38,2024-05-13 14:42:15,Print the Weighing Ticket
input_tally_sheettr38,2024-05-13 14:42:15,Input the Tally Sheet
eval_trs_exittr14_Pcp3,2024-05-13 14:45:35,Evaluate the Truck Exit
weigh_loaded_trucktr28,2024-05-13 14:46:10,Weigh the Loaded Truck
print_w_tickettr32,2024-05-13 14:52:45,Print the Weighing Ticket
input_tally_sheettr32,2024-05-13 14:52:45,Input the Tally Sheet
load_trucktr27,2024-05-13 14:55:56,Load Truck
eval_trs_exittr38_Pcp10,2024-05-13 14:57:04,Evaluate the Truck Exit
eval_trs_exittr10_Pcp5,2024-05-13 14:58:56,Evaluate the Truck Exit
eval_trs_exittr29_Pcp7,2024-05-13 14:59:56,Evaluate the Truck Exit
load_trucktr44,2024-05-13 15:01:44,Load Truck
weigh_empty_trucktr16,2024-05-13 15:02:39,Weigh the Empty Truck
load_trucktr16,2024-05-13 15:24:59,Load Truck
assign_trs_Pcp3,2024-05-13 15:28:02,Assign Truck
assign_trs_Pcp7,2024-05-13 15:31:50,Assign Truck
weigh_empty_trucktr48,2024-05-13 15:49:03,Weigh the Empty Truck
assign_trs_Pcp1,2024-05-13 15:54:23,Assign Truck
input_tally_sheettr28,2024-05-13 15:55:29,Input the Tally Sheet
print_w_tickettr28,2024-05-13 15:55:29,Print the Weighing Ticket
eval_trs_exittr32_Pcp4,2024-05-13 15:57:52,Evaluate the Truck Exit
weigh_loaded_trucktr25,2024-05-13 16:11:59,Weigh the Loaded Truck
print_w_tickettr39,2024-05-13 16:21:57,Print the Weighing Ticket
input_tally_sheettr39,2024-05-13 16:21:57,Input the Tally Sheet
assign_trs_Pcp8,2024-05-13 16:23:58,Assign Truck
eval_trs_exittr39_Pcp8,2024-05-13 16:38:08,Evaluate the Truck Exit
assign_trs_Pcp10,2024-05-13 16:43:54,Assign Truck
weigh_empty_trucktr47,2024-05-13 16:51:20,Weigh the Empty Truck
load_trucktr48,2024-05-13 16:55:48,Load Truck
weigh_empty_trucktr5,2024-05-13 17:00:09,Weigh the Empty Truck
eval_trs_exittr28_Pcp10,2024-05-13 17:07:20,Evaluate the Truck Exit
weigh_empty_trucktr4,2024-05-13 17:26:03,Weigh the Empty Truck
load_trucktr5,2024-05-13 17:29:56,Load Truck
weigh_empty_trucktr20,2024-05-13 17:33:08,Weigh the Empty Truck
assign_trs_Pcp8,2024-05-13 17:40:26,Assign Truck
input_tally_sheettr25,2024-05-13 17:45:01,Input the Tally Sheet
print_w_tickettr25,2024-05-13 17:45:01,Print the Weighing Ticket
weigh_loaded_trucktr12,2024-05-13 17:59:22,Weigh the Loaded Truck
load_trucktr47,2024-05-13 18:05:32,Load Truck
load_trucktr4,2024-05-13 18:37:03,Load Truck
load_trucktr20,2024-05-13 18:40:47,Load Truck
assign_trs_Pcp9,2024-05-13 18:55:12,Assign Truck
assign_trs_Pcp8,2024-05-13 19:03:36,Assign Truck
weigh_loaded_trucktr22,2024-05-13 19:40:08,Weigh the Loaded Truck
assign_trs_Pcp8,2024-05-14 07:21:11,Assign Truck
eval_trs_exittr25_Pcp3,2024-05-14 07:59:10,Evaluate the Truck Exit
weigh_empty_trucktr36,2024-05-14 08:10:55,Weigh the Empty Truck
assign_trs_Pcp8,2024-05-14 08:15:06,Assign Truck
weigh_empty_trucktr21,2024-05-14 08:25:26,Weigh the Empty Truck
weigh_loaded_trucktr33,2024-05-14 08:37:04,Weigh the Loaded Truck
load_trucktr21,2024-05-14 08:43:58,Load Truck
weigh_empty_trucktr23,2024-05-14 08:52:24,Weigh the Empty Truck
load_trucktr36,2024-05-14 09:20:35,Load Truck
weigh_empty_trucktr11,2024-05-14 09:31:35,Weigh the Empty Truck
load_trucktr11,2024-05-14 09:35:39,Load Truck
weigh_empty_trucktr31,2024-05-14 09:39:23,Weigh the Empty Truck
weigh_loaded_trucktr43,2024-05-14 10:01:34,Weigh the Loaded Truck
input_tally_sheettr33,2024-05-14 10:02:20,Input the Tally Sheet
print_w_tickettr33,2024-05-14 10:02:20,Print the Weighing Ticket
eval_trs_exittr33_Pcp7,2024-05-14 10:11:32,Evaluate the Truck Exit
load_trucktr23,2024-05-14 10:19:29,Load Truck
input_tally_sheettr43,2024-05-14 10:25:10,Input the Tally Sheet
print_w_tickettr43,2024-05-14 10:25:10,Print the Weighing Ticket
assign_trs_Pcp5,2024-05-14 10:26:41,Assign Truck
eval_trs_exittr43_Pcp7,2024-05-14 10:33:59,Evaluate the Truck Exit
assign_trs_Pcp8,2024-05-14 10:39:37,Assign Truck
weigh_empty_trucktr19,2024-05-14 10:53:00,Weigh the Empty Truck
weigh_empty_trucktr50,2024-05-14 10:53:09,Weigh the Empty Truck
assign_trs_Pcp3,2024-05-14 10:58:16,Assign Truck
load_trucktr31,2024-05-14 10:59:23,Load Truck
weigh_loaded_trucktr9,2024-05-14 11:08:38,Weigh the Loaded Truck
weigh_empty_trucktr46,2024-05-14 11:14:22,Weigh the Empty Truck
assign_trs_Pcp7,2024-05-14 11:20:52,Assign Truck
print_w_tickettr9,2024-05-14 11:36:26,Print the Weighing Ticket
input_tally_sheettr9,2024-05-14 11:36:26,Input the Tally Sheet
load_trucktr46,2024-05-14 11:38:23,Load Truck
weigh_empty_trucktr3,2024-05-14 11:46:19,Weigh the Empty Truck
weigh_loaded_trucktr30,2024-05-14 11:51:32,Weigh the Loaded Truck
weigh_empty_trucktr10,2024-05-14 11:56:32,Weigh the Empty Truck
load_trucktr3,2024-05-14 11:56:49,Load Truck
eval_trs_exittr9_Pcp9,2024-05-14 11:56:51,Evaluate the Truck Exit
assign_trs_Pcp3,2024-05-14 12:06:51,Assign Truck
weigh_loaded_trucktr34,2024-05-14 12:06:54,Weigh the Loaded Truck
load_trucktr50,2024-05-14 12:23:58,Load Truck
load_trucktr19,2024-05-14 12:24:37,Load Truck
assign_trs_Pcp9,2024-05-14 12:27:43,Assign Truck
weigh_empty_trucktr28,2024-05-14 13:32:08,Weigh the Empty Truck
load_trucktr28,2024-05-14 13:58:18,Load Truck
weigh_loaded_trucktr6,2024-05-14 13:59:26,Weigh the Loaded Truck
weigh_empty_trucktr38,2024-05-14 14:05:38,Weigh the Empty Truck
weigh_empty_trucktr43,2024-05-14 14:08:38,Weigh the Empty Truck
load_trucktr38,2024-05-14 14:08:59,Load Truck
load_trucktr43,2024-05-14 14:19:13,Load Truck
weigh_loaded_trucktr44,2024-05-14 14:33:54,Weigh the Loaded Truck
load_trucktr10,2024-05-14 14:39:30,Load Truck
weigh_empty_trucktr14,2024-05-14 14:44:24,Weigh the Empty Truck
weigh_empty_trucktr39,2024-05-14 14:45:16,Weigh the Empty Truck
load_trucktr39,2024-05-14 14:48:49,Load Truck
input_tally_sheettr44,2024-05-14 14:50:05,Input the Tally Sheet
print_w_tickettr44,2024-05-14 14:50:05,Print the Weighing Ticket
weigh_empty_trucktr25,2024-05-14 15:00:00,Weigh the Empty Truck
print_w_tickettr34,2024-05-14 15:08:24,Print the Weighing Ticket
input_tally_sheettr34,2024-05-14 15:08:24,Input the Tally Sheet
weigh_loaded_trucktr7,2024-05-14 15:14:36,Weigh the Loaded Truck
weigh_empty_trucktr33,2024-05-14 15:16:59,Weigh the Empty Truck
eval_trs_exittr34_Pcp7,2024-05-14 15:24:57,Evaluate the Truck Exit
load_trucktr33,2024-05-14 15:29:18,Load Truck
weigh_empty_trucktr29,2024-05-14 15:32:17,Weigh the Empty Truck
weigh_empty_trucktr49,2024-05-14 15:33:59,Weigh the Empty Truck
load_trucktr25,2024-05-14 15:40:18,Load Truck
weigh_loaded_trucktr1,2024-05-14 15:49:12,Weigh the Loaded Truck
print_w_tickettr7,2024-05-14 15:51:38,Print the Weighing Ticket
input_tally_sheettr7,2024-05-14 15:51:38,Input the Tally Sheet
eval_trs_exittr44_Pcp4,2024-05-14 15:52:14,Evaluate the Truck Exit
load_trucktr49,2024-05-14 15:52:39,Load Truck
load_trucktr14,2024-05-14 15:56:42,Load Truck
print_w_tickettr1,2024-05-14 16:00:19,Print the Weighing Ticket
input_tally_sheettr1,2024-05-14 16:00:19,Input the Tally Sheet
weigh_empty_trucktr26,2024-05-14 16:02:36,Weigh the Empty Truck
weigh_empty_trucktr32,2024-05-14 16:05:48,Weigh the Empty Truck
input_tally_sheettr6,2024-05-14 16:15:37,Input the Tally Sheet
print_w_tickettr6,2024-05-14 16:15:37,Print the Weighing Ticket
load_trucktr32,2024-05-14 16:21:40,Load Truck
load_trucktr26,2024-05-14 16:22:01,Load Truck
eval_trs_exittr1_Pcp3,2024-05-14 16:26:14,Evaluate the Truck Exit
assign_trs_Pcp10,2024-05-14 16:29:53,Assign Truck
load_trucktr29,2024-05-14 16:35:01,Load Truck
input_tally_sheettr30,2024-05-14 16:36:39,Input the Tally Sheet
print_w_tickettr30,2024-05-14 16:36:39,Print the Weighing Ticket
eval_trs_exittr6_Pcp4,2024-05-14 16:41:47,Evaluate the Truck Exit
weigh_loaded_trucktr8,2024-05-14 16:48:35,Weigh the Loaded Truck
eval_trs_exittr30_Pcp9,2024-05-14 16:54:21,Evaluate the Truck Exit
eval_trs_exittr7_Pcp8,2024-05-14 17:18:35,Evaluate the Truck Exit
assign_trs_Pcp9,2024-05-14 17:34:04,Assign Truck
weigh_loaded_trucktr17,2024-05-14 18:54:02,Weigh the Loaded Truck
input_tally_sheettr8,2024-05-14 19:07:22,Input the Tally Sheet
print_w_tickettr8,2024-05-14 19:07:22,Print the Weighing Ticket
input_tally_sheettr22,2024-05-14 20:21:41,Input the Tally Sheet
print_w_tickettr22,2024-05-14 20:21:41,Print the Weighing Ticket
input_tally_sheettr12,2024-05-14 23:16:14,Input the Tally Sheet
print_w_tickettr12,2024-05-14 23:16:14,Print the Weighing Ticket
weigh_loaded_trucktr16,2024-05-15 07:38:54,Weigh the Loaded Truck
eval_trs_exittr12_Pcp9,2024-05-15 07:42:51,Evaluate the Truck Exit
weigh_loaded_trucktr2,2024-05-15 07:44:49,Weigh the Loaded Truck
eval_trs_exittr22_Pcp2,2024-05-15 07:58:42,Evaluate the Truck Exit
eval_trs_exittr8_Pcp3,2024-05-15 08:09:00,Evaluate the Truck Exit
weigh_loaded_trucktr47,2024-05-15 08:14:44,Weigh the Loaded Truck
weigh_loaded_trucktr27,2024-05-15 08:29:32,Weigh the Loaded Truck
weigh_loaded_trucktr36,2024-05-15 08:29:33,Weigh the Loaded Truck
weigh_empty_trucktr9,2024-05-15 08:40:39,Weigh the Empty Truck
print_w_tickettr36,2024-05-15 08:55:29,Print the Weighing Ticket
input_tally_sheettr36,2024-05-15 08:55:29,Input the Tally Sheet
print_w_tickettr27,2024-05-15 09:01:39,Print the Weighing Ticket
input_tally_sheettr27,2024-05-15 09:01:39,Input the Tally Sheet
eval_trs_exittr27_Pcp3,2024-05-15 09:08:01,Evaluate the Truck Exit
weigh_loaded_trucktr18,2024-05-15 09:14:00,Weigh the Loaded Truck
assign_trs_Pcp3,2024-05-15 09:14:42,Assign Truck
print_w_tickettr18,2024-05-15 09:34:37,Print the Weighing Ticket
input_tally_sheettr18,2024-05-15 09:34:37,Input the Tally Sheet
print_w_tickettr47,2024-05-15 09:35:45,Print the Weighing Ticket
input_tally_sheettr47,2024-05-15 09:35:45,Input the Tally Sheet
weigh_loaded_trucktr23,2024-05-15 09:41:51,Weigh the Loaded Truck
load_trucktr9,2024-05-15 09:44:23,Load Truck
weigh_loaded_trucktr13,2024-05-15 09:51:04,Weigh the Loaded Truck
eval_trs_exittr18_Pcp9,2024-05-15 09:53:19,Evaluate the Truck Exit
assign_trs_Pcp3,2024-05-15 10:07:25,Assign Truck
eval_trs_exittr36_Pcp5,2024-05-15 10:07:59,Evaluate the Truck Exit
weigh_loaded_trucktr35,2024-05-15 10:29:24,Weigh the Loaded Truck
assign_trs_Pcp10,2024-05-15 10:32:25,Assign Truck
assign_trs_Pcp2,2024-05-15 10:42:14,Assign Truck
eval_trs_exittr47_Pcp2,2024-05-15 10:51:13,Evaluate the Truck Exit
print_w_tickettr16,2024-05-15 10:59:37,Print the Weighing Ticket
input_tally_sheettr16,2024-05-15 10:59:37,Input the Tally Sheet
print_w_tickettr35,2024-05-15 11:02:13,Print the Weighing Ticket
input_tally_sheettr35,2024-05-15 11:02:13,Input the Tally Sheet
input_tally_sheettr23,2024-05-15 11:04:39,Input the Tally Sheet
print_w_tickettr23,2024-05-15 11:04:39,Print the Weighing Ticket
input_tally_sheettr2,2024-05-15 11:10:54,Input the Tally Sheet
print_w_tickettr2,2024-05-15 11:10:54,Print the Weighing Ticket
weigh_loaded_trucktr40,2024-05-15 11:14:34,Weigh the Loaded Truck
eval_trs_exittr35_Pcp9,2024-05-15 11:14:54,Evaluate the Truck Exit
assign_trs_Pcp2,2024-05-15 11:15:18,Assign Truck
assign_trs_Pcp1,2024-05-15 11:22:09,Assign Truck
weigh_loaded_trucktr41,2024-05-15 11:27:15,Weigh the Loaded Truck
eval_trs_exittr2_Pcp8,2024-05-15 11:28:02,Evaluate the Truck Exit
eval_trs_exittr23_Pcp8,2024-05-15 11:40:58,Evaluate the Truck Exit
input_tally_sheettr40,2024-05-15 11:50:39,Input the Tally Sheet
print_w_tickettr40,2024-05-15 11:50:39,Print the Weighing Ticket
weigh_loaded_trucktr3,2024-05-15 11:52:57,Weigh the Loaded Truck
weigh_loaded_trucktr24,2024-05-15 11:55:14,Weigh the Loaded Truck
weigh_loaded_trucktr37,2024-05-15 12:02:22,Weigh the Loaded Truck
weigh_loaded_trucktr42,2024-05-15 12:05:57,Weigh the Loaded Truck
assign_trs_Pcp3,2024-05-15 12:08:45,Assign Truck
input_tally_sheettr13,2024-05-15 12:10:52,Input the Tally Sheet
print_w_tickettr13,2024-05-15 12:10:52,Print the Weighing Ticket
eval_trs_exittr16_Pcp3,2024-05-15 12:12:37,Evaluate the Truck Exit
weigh_loaded_trucktr46,2024-05-15 12:22:09,Weigh the Loaded Truck
assign_trs_Pcp2,2024-05-15 12:26:42,Assign Truck
eval_trs_exittr13_Pcp5,2024-05-15 13:36:24,Evaluate the Truck Exit
assign_trs_Pcp1,2024-05-15 13:45:34,Assign Truck
assign_trs_Pcp4,2024-05-15 13:51:52,Assign Truck
assign_trs_Pcp3,2024-05-15 13:55:09,Assign Truck
eval_trs_exittr40_Pcp8,2024-05-15 14:05:02,Evaluate the Truck Exit
assign_trs_Pcp1,2024-05-15 14:18:16,Assign Truck
weigh_loaded_trucktr48,2024-05-15 14:24:52,Weigh the Loaded Truck
weigh_empty_trucktr36,2024-05-15 14:45:52,Weigh the Empty Truck
weigh_loaded_trucktr10,2024-05-15 14:52:59,Weigh the Loaded Truck
load_trucktr36,2024-05-15 14:55:15,Load Truck
print_w_tickettr37,2024-05-15 14:56:33,Print the Weighing Ticket
input_tally_sheettr37,2024-05-15 14:56:33,Input the Tally Sheet
print_w_tickettr48,2024-05-15 15:00:46,Print the Weighing Ticket
input_tally_sheettr48,2024-05-15 15:00:46,Input the Tally Sheet
weigh_loaded_trucktr19,2024-05-15 15:02:15,Weigh the Loaded Truck
weigh_loaded_trucktr50,2024-05-15 15:04:20,Weigh the Loaded Truck
weigh_empty_trucktr34,2024-05-15 15:15:02,Weigh the Empty Truck
print_w_tickettr42,2024-05-15 15:15:59,Print the Weighing Ticket
input_tally_sheettr42,2024-05-15 15:15:59,Input the Tally Sheet
weigh_empty_trucktr35,2024-05-15 15:16:13,Weigh the Empty Truck
load_trucktr34,2024-05-15 15:18:02,Load Truck
input_tally_sheettr50,2024-05-15 15:19:08,Input the Tally Sheet
print_w_tickettr50,2024-05-15 15:19:08,Print the Weighing Ticket
weigh_loaded_trucktr26,2024-05-15 15:20:42,Weigh the Loaded Truck
weigh_empty_trucktr30,2024-05-15 15:25:32,Weigh the Empty Truck
input_tally_sheettr46,2024-05-15 15:25:39,Input the Tally Sheet
print_w_tickettr46,2024-05-15 15:25:39,Print the Weighing Ticket
eval_trs_exittr48_Pcp5,2024-05-15 15:26:18,Evaluate the Truck Exit
assign_trs_Pcp4,2024-05-15 15:27:31,Assign Truck
load_trucktr35,2024-05-15 15:28:28,Load Truck
eval_trs_exittr42_Pcp5,2024-05-15 15:30:01,Evaluate the Truck Exit
weigh_empty_trucktr1,2024-05-15 15:34:09,Weigh the Empty Truck
assign_trs_Pcp1,2024-05-15 15:34:44,Assign Truck
input_tally_sheettr26,2024-05-15 15:34:54,Input the Tally Sheet
print_w_tickettr26,2024-05-15 15:34:54,Print the Weighing Ticket
print_w_tickettr41,2024-05-15 15:35:05,Print the Weighing Ticket
input_tally_sheettr41,2024-05-15 15:35:05,Input the Tally Sheet
eval_trs_exittr46_Pcp10,2024-05-15 15:37:02,Evaluate the Truck Exit
eval_trs_exittr50_Pcp7,2024-05-15 15:40:39,Evaluate the Truck Exit
load_trucktr1,2024-05-15 15:42:02,Load Truck
weigh_empty_trucktr8,2024-05-15 15:44:07,Weigh the Empty Truck
eval_trs_exittr26_Pcp1,2024-05-15 15:44:10,Evaluate the Truck Exit
load_trucktr30,2024-05-15 15:51:11,Load Truck
load_trucktr8,2024-05-15 15:52:17,Load Truck
weigh_loaded_trucktr25,2024-05-15 15:53:56,Weigh the Loaded Truck
assign_trs_Pcp2,2024-05-15 15:53:59,Assign Truck
input_tally_sheettr19,2024-05-15 15:59:03,Input the Tally Sheet
print_w_tickettr19,2024-05-15 15:59:03,Print the Weighing Ticket
eval_trs_exittr41_Pcp9,2024-05-15 15:59:27,Evaluate the Truck Exit
input_tally_sheettr10,2024-05-15 16:00:28,Input the Tally Sheet
print_w_tickettr10,2024-05-15 16:00:28,Print the Weighing Ticket
print_w_tickettr24,2024-05-15 16:07:53,Print the Weighing Ticket
input_tally_sheettr24,2024-05-15 16:07:53,Input the Tally Sheet
input_tally_sheettr3,2024-05-15 16:11:04,Input the Tally Sheet
print_w_tickettr3,2024-05-15 16:11:04,Print the Weighing Ticket
eval_trs_exittr24_Pcp7,2024-05-15 16:16:09,Evaluate the Truck Exit
eval_trs_exittr37_Pcp8,2024-05-15 16:18:22,Evaluate the Truck Exit
eval_trs_exittr3_Pcp10,2024-05-15 16:22:12,Evaluate the Truck Exit
eval_trs_exittr10_Pcp8,2024-05-15 16:31:47,Evaluate the Truck Exit
assign_trs_Pcp1,2024-05-15 16:32:15,Assign Truck
assign_trs_Pcp8,2024-05-15 16:57:21,Assign Truck
eval_trs_exittr19_Pcp3,2024-05-15 17:18:21,Evaluate the Truck Exit
assign_trs_Pcp4,2024-05-15 17:28:09,Assign Truck
assign_trs_Pcp7,2024-05-15 17:30:49,Assign Truck
weigh_loaded_trucktr20,2024-05-15 17:34:18,Weigh the Loaded Truck
weigh_loaded_trucktr31,2024-05-15 17:42:21,Weigh the Loaded Truck
weigh_empty_trucktr47,2024-05-15 18:10:33,Weigh the Empty Truck
input_tally_sheettr25,2024-05-15 18:37:52,Input the Tally Sheet
print_w_tickettr25,2024-05-15 18:37:52,Print the Weighing Ticket
print_w_tickettr31,2024-05-15 19:08:11,Print the Weighing Ticket
input_tally_sheettr31,2024-05-15 19:08:11,Input the Tally Sheet
input_tally_sheettr15,2024-05-15 20:48:19,Input the Tally Sheet
print_w_tickettr15,2024-05-15 20:48:19,Print the Weighing Ticket
print_w_tickettr17,2024-05-15 21:41:26,Print the Weighing Ticket
input_tally_sheettr17,2024-05-15 21:41:26,Input the Tally Sheet
load_trucktr47,2024-05-16 07:32:05,Load Truck
eval_trs_exittr25_Pcp3,2024-05-16 08:00:44,Evaluate the Truck Exit
weigh_empty_trucktr23,2024-05-16 08:01:00,Weigh the Empty Truck
assign_trs_Pcp10,2024-05-16 08:02:50,Assign Truck
assign_trs_Pcp4,2024-05-16 08:03:50,Assign Truck
eval_trs_exittr31_Pcp8,2024-05-16 08:09:54,Evaluate the Truck Exit
weigh_empty_trucktr44,2024-05-16 08:14:04,Weigh the Empty Truck
weigh_empty_trucktr7,2024-05-16 08:25:38,Weigh the Empty Truck
input_tally_sheettr20,2024-05-16 08:31:37,Input the Tally Sheet
print_w_tickettr20,2024-05-16 08:31:37,Print the Weighing Ticket
load_trucktr44,2024-05-16 08:34:12,Load Truck
load_trucktr23,2024-05-16 08:35:48,Load Truck
load_trucktr7,2024-05-16 08:45:21,Load Truck
eval_trs_exittr17_Pcp3,2024-05-16 08:49:41,Evaluate the Truck Exit
weigh_loaded_trucktr39,2024-05-16 08:59:33,Weigh the Loaded Truck
assign_trs_Pcp8,2024-05-16 09:00:58,Assign Truck
eval_trs_exittr15_Pcp9,2024-05-16 09:06:53,Evaluate the Truck Exit
assign_trs_Pcp9,2024-05-16 09:13:14,Assign Truck
weigh_empty_trucktr10,2024-05-16 09:25:43,Weigh the Empty Truck
weigh_empty_trucktr16,2024-05-16 09:37:09,Weigh the Empty Truck
