Event_id,Object_id,E2O_qualifier
arrive_at_Silo11,Silo11,Silo for truck load
eval_trs_exittr33_Pcp4,tr33,Exit evaluation for truck
trs_entrytr9,tr9,Entry evaluation for truck
fail_weightr36,tr36,Truck failed to be weighed
weigh_empty_trucktr9,tr9,Empty truck weighed
assign_trs_Pcp3,tr32,Pickup plan trucks assignment
eval_trs_exittr46_Pcp6,tr46,Exit evaluation for truck
check_abnormalitytr9,tr9,truck exmained for empty weight abnormality
weigh_loaded_trucktr6,tr6,Truck weighed
trs_entrytr37,tr37,Entry evaluation for truck
arrive_at_Silo10,Silo10,Silo for truck load
load_trucktr44,tr44,cargo load for truck
trs_entrytr48,tr48,Entry evaluation for truck
weigh_empty_trucktr37,tr37,Empty truck weighed
assign_trs_Pcp8,tr27,Pickup plan trucks assignment
weigh_loaded_trucktr7,tr7,Truck weighed
input_tally_sheettr24,tr24,Tally Sheet for pickup plan
print_w_tickettr24,tr24,Printed weighing ticket for pickup plan
print_w_tickettr6,tr6,Printed weighing ticket for pickup plan
input_tally_sheettr6,tr6,Tally Sheet for pickup plan
determine_continuanceSilo11,Silo11,silo evaluated for pickup continuance
print_w_tickettr47,tr47,Printed weighing ticket for pickup plan
input_tally_sheettr47,tr47,Tally Sheet for pickup plan
assign_trs_Pcp5,tr34,Pickup plan trucks assignment
trs_entrytr16,tr16,Entry evaluation for truck
trs_entrytr39,tr39,Entry evaluation for truck
eval_trs_exittr24_Pcp9,tr24,Exit evaluation for truck
eval_trs_exittr6_Pcp8,tr6,Exit evaluation for truck
load_trucktr1,tr1,cargo load for truck
weigh_loaded_trucktr17,tr17,Truck weighed
assign_trs_Pcp5,tr2,Pickup plan trucks assignment
assign_trs_Pcp1,tr18,Pickup plan trucks assignment
weigh_empty_trucktr16,tr16,Empty truck weighed
weigh_empty_trucktr39,tr39,Empty truck weighed
fail_weightr9,tr9,Truck failed to be weighed
weigh_loaded_trucktr20,tr20,Truck weighed
fail_weightr28,tr28,Truck failed to be weighed
determine_continuanceSilo10,Silo10,silo evaluated for pickup continuance
assign_trs_Pcp2,tr19,Pickup plan trucks assignment
arrive_at_Silo18,Silo18,Silo for truck load
check_abnormalitytr37,tr37,truck exmained for empty weight abnormality
weigh_empty_trucktr48,tr48,Empty truck weighed
print_w_tickettr17,tr17,Printed weighing ticket for pickup plan
input_tally_sheettr17,tr17,Tally Sheet for pickup plan
assign_trs_Pcp5,tr33,Pickup plan trucks assignment
weigh_loaded_trucktr30,tr30,Truck weighed
check_abnormalitytr48,tr48,truck exmained for empty weight abnormality
eval_trs_exittr47_Pcp3,tr47,Exit evaluation for truck
print_w_tickettr7,tr7,Printed weighing ticket for pickup plan
input_tally_sheettr7,tr7,Tally Sheet for pickup plan
assign_trs_Pcp10,tr11,Pickup plan trucks assignment
check_abnormalitytr16,tr16,truck exmained for empty weight abnormality
load_trucktr43,tr43,cargo load for truck
check_abnormalitytr39,tr39,truck exmained for empty weight abnormality
assign_trs_Pcp7,tr46,Pickup plan trucks assignment
determine_continuanceSilo18,Silo18,silo evaluated for pickup continuance
print_w_tickettr23,tr23,Printed weighing ticket for pickup plan
input_tally_sheettr23,tr23,Tally Sheet for pickup plan
eval_trs_exittr23_Pcp4,tr23,Exit evaluation for truck
eval_trs_exittr17_Pcp5,tr17,Exit evaluation for truck
load_trucktr5,tr5,cargo load for truck
eval_trs_exittr7_Pcp5,tr7,Exit evaluation for truck
fail_weightr16,tr16,Truck failed to be weighed
print_w_tickettr30,tr30,Printed weighing ticket for pickup plan
input_tally_sheettr30,tr30,Tally Sheet for pickup plan
arrive_at_Silo11,Silo11,Silo for truck load
fail_weightr48,tr48,Truck failed to be weighed
fail_weightr37,tr37,Truck failed to be weighed
trs_entrytr8,tr8,Entry evaluation for truck
assign_trs_Pcp10,tr28,Pickup plan trucks assignment
assign_trs_Pcp5,tr24,Pickup plan trucks assignment
input_tally_sheettr20,tr20,Tally Sheet for pickup plan
print_w_tickettr20,tr20,Printed weighing ticket for pickup plan
eval_trs_exittr20_Pcp10,tr20,Exit evaluation for truck
weigh_loaded_trucktr14,tr14,Truck weighed
trs_entrytr45,tr45,Entry evaluation for truck
weigh_loaded_trucktr29,tr29,Truck weighed
determine_continuanceSilo11,Silo11,silo evaluated for pickup continuance
eval_trs_exittr30_Pcp1,tr30,Exit evaluation for truck
load_trucktr39,tr39,cargo load for truck
weigh_empty_trucktr8,tr8,Empty truck weighed
assign_trs_Pcp10,tr47,Pickup plan trucks assignment
input_tally_sheettr29,tr29,Tally Sheet for pickup plan
print_w_tickettr29,tr29,Printed weighing ticket for pickup plan
assign_trs_Pcp6,tr7,Pickup plan trucks assignment
weigh_empty_trucktr45,tr45,Empty truck weighed
assign_trs_Pcp8,tr6,Pickup plan trucks assignment
trs_entrytr25,tr25,Entry evaluation for truck
assign_trs_Pcp10,tr23,Pickup plan trucks assignment
weigh_loaded_trucktr38,tr38,Truck weighed
check_abnormalitytr8,tr8,truck exmained for empty weight abnormality
assign_trs_Pcp5,tr36,Pickup plan trucks assignment
assign_trs_Pcp5,tr48,Pickup plan trucks assignment
trs_entrytr15,tr15,Entry evaluation for truck
eval_trs_exittr29_Pcp1,tr29,Exit evaluation for truck
weigh_empty_trucktr15,tr15,Empty truck weighed
check_abnormalitytr45,tr45,truck exmained for empty weight abnormality
trs_entrytr3,tr3,Entry evaluation for truck
assign_trs_Pcp8,tr9,Pickup plan trucks assignment
weigh_empty_trucktr25,tr25,Empty truck weighed
input_tally_sheettr14,tr14,Tally Sheet for pickup plan
print_w_tickettr14,tr14,Printed weighing ticket for pickup plan
assign_trs_Pcp7,tr16,Pickup plan trucks assignment
fail_weightr8,tr8,Truck failed to be weighed
weigh_loaded_trucktr50,tr50,Truck weighed
weigh_empty_trucktr3,tr3,Empty truck weighed
input_tally_sheettr38,tr38,Tally Sheet for pickup plan
print_w_tickettr38,tr38,Printed weighing ticket for pickup plan
eval_trs_exittr14_Pcp8,tr14,Exit evaluation for truck
eval_trs_exittr38_Pcp6,tr38,Exit evaluation for truck
check_abnormalitytr3,tr3,truck exmained for empty weight abnormality
check_abnormalitytr25,tr25,truck exmained for empty weight abnormality
check_abnormalitytr15,tr15,truck exmained for empty weight abnormality
fail_weightr45,tr45,Truck failed to be weighed
trs_entrytr22,tr22,Entry evaluation for truck
weigh_empty_trucktr22,tr22,Empty truck weighed
fail_weightr15,tr15,Truck failed to be weighed
assign_trs_Pcp4,tr30,Pickup plan trucks assignment
check_abnormalitytr22,tr22,truck exmained for empty weight abnormality
assign_trs_Pcp1,tr29,Pickup plan trucks assignment
assign_trs_Pcp1,tr20,Pickup plan trucks assignment
assign_trs_Pcp1,tr37,Pickup plan trucks assignment
print_w_tickettr50,tr50,Printed weighing ticket for pickup plan
input_tally_sheettr50,tr50,Tally Sheet for pickup plan
weigh_loaded_trucktr26,tr26,Truck weighed
assign_trs_Pcp1,tr17,Pickup plan trucks assignment
weigh_loaded_trucktr21,tr21,Truck weighed
assign_trs_Pcp8,tr8,Pickup plan trucks assignment
print_w_tickettr26,tr26,Printed weighing ticket for pickup plan
input_tally_sheettr26,tr26,Tally Sheet for pickup plan
print_w_tickettr21,tr21,Printed weighing ticket for pickup plan
input_tally_sheettr21,tr21,Tally Sheet for pickup plan
assign_trs_Pcp3,tr14,Pickup plan trucks assignment
arrive_at_Silo19,Silo19,Silo for truck load
eval_trs_exittr50_Pcp10,tr50,Exit evaluation for truck
weigh_loaded_trucktr1,tr1,Truck weighed
trs_entrytr33,tr33,Entry evaluation for truck
assign_trs_Pcp4,tr38,Pickup plan trucks assignment
trs_entrytr18,tr18,Entry evaluation for truck
weigh_empty_trucktr33,tr33,Empty truck weighed
input_tally_sheettr1,tr1,Tally Sheet for pickup plan
print_w_tickettr1,tr1,Printed weighing ticket for pickup plan
arrive_at_Silo11,Silo11,Silo for truck load
eval_trs_exittr21_Pcp8,tr21,Exit evaluation for truck
fail_weightr22,tr22,Truck failed to be weighed
eval_trs_exittr26_Pcp2,tr26,Exit evaluation for truck
determine_continuanceSilo19,Silo19,silo evaluated for pickup continuance
weigh_loaded_trucktr43,tr43,Truck weighed
assign_trs_Pcp10,tr45,Pickup plan trucks assignment
load_trucktr25,tr25,cargo load for truck
eval_trs_exittr1_Pcp10,tr1,Exit evaluation for truck
check_abnormalitytr33,tr33,truck exmained for empty weight abnormality
determine_continuanceSilo11,Silo11,silo evaluated for pickup continuance
weigh_empty_trucktr18,tr18,Empty truck weighed
trs_entrytr10,tr10,Entry evaluation for truck
load_trucktr3,tr3,cargo load for truck
weigh_loaded_trucktr31,tr31,Truck weighed
trs_entrytr16,tr16,Entry evaluation for truck
trs_entrytr24,tr24,Entry evaluation for truck
trs_entrytr23,tr23,Entry evaluation for truck
weigh_empty_trucktr24,tr24,Empty truck weighed
input_tally_sheettr31,tr31,Tally Sheet for pickup plan
print_w_tickettr31,tr31,Printed weighing ticket for pickup plan
print_w_tickettr43,tr43,Printed weighing ticket for pickup plan
input_tally_sheettr43,tr43,Tally Sheet for pickup plan
weigh_empty_trucktr10,tr10,Empty truck weighed
check_abnormalitytr24,tr24,truck exmained for empty weight abnormality
trs_entrytr36,tr36,Entry evaluation for truck
weigh_empty_trucktr36,tr36,Empty truck weighed
check_abnormalitytr18,tr18,truck exmained for empty weight abnormality
assign_trs_Pcp1,tr22,Pickup plan trucks assignment
trs_entrytr11,tr11,Entry evaluation for truck
weigh_empty_trucktr16,tr16,Empty truck weighed
weigh_loaded_trucktr44,tr44,Truck weighed
weigh_empty_trucktr11,tr11,Empty truck weighed
weigh_empty_trucktr23,tr23,Empty truck weighed
assign_trs_Pcp7,tr26,Pickup plan trucks assignment
check_abnormalitytr36,tr36,truck exmained for empty weight abnormality
assign_trs_Pcp10,tr50,Pickup plan trucks assignment
trs_entrytr41,tr41,Entry evaluation for truck
weigh_loaded_trucktr5,tr5,Truck weighed
check_abnormalitytr10,tr10,truck exmained for empty weight abnormality
check_abnormalitytr23,tr23,truck exmained for empty weight abnormality
print_w_tickettr44,tr44,Printed weighing ticket for pickup plan
input_tally_sheettr44,tr44,Tally Sheet for pickup plan
eval_trs_exittr31_Pcp1,tr31,Exit evaluation for truck
weigh_loaded_trucktr4,tr4,Truck weighed
assign_trs_Pcp7,tr21,Pickup plan trucks assignment
eval_trs_exittr43_Pcp4,tr43,Exit evaluation for truck
weigh_loaded_trucktr40,tr40,Truck weighed
assign_trs_Pcp7,tr1,Pickup plan trucks assignment
print_w_tickettr40,tr40,Printed weighing ticket for pickup plan
input_tally_sheettr40,tr40,Tally Sheet for pickup plan
trs_entrytr49,tr49,Entry evaluation for truck
trs_entrytr2,tr2,Entry evaluation for truck
fail_weightr18,tr18,Truck failed to be weighed
check_abnormalitytr16,tr16,truck exmained for empty weight abnormality
check_abnormalitytr11,tr11,truck exmained for empty weight abnormality
assign_trs_Pcp3,tr15,Pickup plan trucks assignment
arrive_at_Silo19,Silo19,Silo for truck load
determine_continuanceSilo19,Silo19,silo evaluated for pickup continuance
trs_entrytr7,tr7,Entry evaluation for truck
weigh_empty_trucktr41,tr41,Empty truck weighed
trs_entrytr8,tr8,Entry evaluation for truck
input_tally_sheettr5,tr5,Tally Sheet for pickup plan
print_w_tickettr5,tr5,Printed weighing ticket for pickup plan
fail_weightr36,tr36,Truck failed to be weighed
eval_trs_exittr44_Pcp6,tr44,Exit evaluation for truck
arrive_at_Silo19,Silo19,Silo for truck load
fail_weightr23,tr23,Truck failed to be weighed
eval_trs_exittr5_Pcp3,tr5,Exit evaluation for truck
weigh_empty_trucktr8,tr8,Empty truck weighed
eval_trs_exittr40_Pcp7,tr40,Exit evaluation for truck
weigh_empty_trucktr49,tr49,Empty truck weighed
weigh_empty_trucktr2,tr2,Empty truck weighed
check_abnormalitytr41,tr41,truck exmained for empty weight abnormality
check_abnormalitytr8,tr8,truck exmained for empty weight abnormality
fail_weightr11,tr11,Truck failed to be weighed
load_trucktr33,tr33,cargo load for truck
trs_entrytr9,tr9,Entry evaluation for truck
fail_weightr10,tr10,Truck failed to be weighed
input_tally_sheettr4,tr4,Tally Sheet for pickup plan
print_w_tickettr4,tr4,Printed weighing ticket for pickup plan
assign_trs_Pcp10,tr43,Pickup plan trucks assignment
fail_weightr16,tr16,Truck failed to be weighed
weigh_empty_trucktr7,tr7,Empty truck weighed
trs_entrytr13,tr13,Entry evaluation for truck
trs_entrytr30,tr30,Entry evaluation for truck
trs_entrytr37,tr37,Entry evaluation for truck
determine_continuanceSilo19,Silo19,silo evaluated for pickup continuance
trs_entrytr28,tr28,Entry evaluation for truck
eval_trs_exittr4_Pcp4,tr4,Exit evaluation for truck
assign_trs_Pcp3,tr36,Pickup plan trucks assignment
weigh_empty_trucktr9,tr9,Empty truck weighed
weigh_empty_trucktr37,tr37,Empty truck weighed
load_trucktr24,tr24,cargo load for truck
assign_trs_Pcp2,tr31,Pickup plan trucks assignment
check_abnormalitytr2,tr2,truck exmained for empty weight abnormality
weigh_empty_trucktr13,tr13,Empty truck weighed
weigh_empty_trucktr30,tr30,Empty truck weighed
check_abnormalitytr7,tr7,truck exmained for empty weight abnormality
check_abnormalitytr49,tr49,truck exmained for empty weight abnormality
trs_entrytr46,tr46,Entry evaluation for truck
assign_trs_Pcp4,tr10,Pickup plan trucks assignment
weigh_empty_trucktr46,tr46,Empty truck weighed
assign_trs_Pcp2,tr16,Pickup plan trucks assignment
fail_weightr41,tr41,Truck failed to be weighed
trs_entrytr34,tr34,Entry evaluation for truck
trs_entrytr45,tr45,Entry evaluation for truck
check_abnormalitytr46,tr46,truck exmained for empty weight abnormality
weigh_empty_trucktr28,tr28,Empty truck weighed
check_abnormalitytr9,tr9,truck exmained for empty weight abnormality
check_abnormalitytr28,tr28,truck exmained for empty weight abnormality
weigh_empty_trucktr34,tr34,Empty truck weighed
assign_trs_Pcp6,tr5,Pickup plan trucks assignment
assign_trs_Pcp7,tr18,Pickup plan trucks assignment
weigh_empty_trucktr45,tr45,Empty truck weighed
check_abnormalitytr13,tr13,truck exmained for empty weight abnormality
fail_weightr7,tr7,Truck failed to be weighed
check_abnormalitytr30,tr30,truck exmained for empty weight abnormality
check_abnormalitytr37,tr37,truck exmained for empty weight abnormality
fail_weightr49,tr49,Truck failed to be weighed
arrive_at_Silo19,Silo19,Silo for truck load
trs_entrytr38,tr38,Entry evaluation for truck
trs_entrytr32,tr32,Entry evaluation for truck
determine_continuanceSilo19,Silo19,silo evaluated for pickup continuance
weigh_empty_trucktr32,tr32,Empty truck weighed
assign_trs_Pcp2,tr11,Pickup plan trucks assignment
fail_weightr30,tr30,Truck failed to be weighed
load_trucktr2,tr2,cargo load for truck
weigh_empty_trucktr38,tr38,Empty truck weighed
trs_entrytr6,tr6,Entry evaluation for truck
arrive_at_Silo17,Silo17,Silo for truck load
fail_weightr28,tr28,Truck failed to be weighed
check_abnormalitytr34,tr34,truck exmained for empty weight abnormality
trs_entrytr17,tr17,Entry evaluation for truck
trs_entrytr42,tr42,Entry evaluation for truck
weigh_loaded_trucktr35,tr35,Truck weighed
check_abnormalitytr45,tr45,truck exmained for empty weight abnormality
fail_weightr9,tr9,Truck failed to be weighed
weigh_empty_trucktr42,tr42,Empty truck weighed
fail_weightr46,tr46,Truck failed to be weighed
assign_trs_Pcp1,tr23,Pickup plan trucks assignment
arrive_at_Silo8,Silo8,Silo for truck load
weigh_empty_trucktr17,tr17,Empty truck weighed
check_abnormalitytr42,tr42,truck exmained for empty weight abnormality
determine_continuanceSilo8,Silo8,silo evaluated for pickup continuance
check_abnormalitytr17,tr17,truck exmained for empty weight abnormality
print_w_tickettr35,tr35,Printed weighing ticket for pickup plan
input_tally_sheettr35,tr35,Tally Sheet for pickup plan
fail_weightr13,tr13,Truck failed to be weighed
load_trucktr37,tr37,cargo load for truck
assign_trs_Pcp5,tr7,Pickup plan trucks assignment
trs_entrytr47,tr47,Entry evaluation for truck
weigh_empty_trucktr6,tr6,Empty truck weighed
assign_trs_Pcp4,tr40,Pickup plan trucks assignment
assign_trs_Pcp10,tr49,Pickup plan trucks assignment
assign_trs_Pcp7,tr4,Pickup plan trucks assignment
trs_entrytr26,tr26,Entry evaluation for truck
check_abnormalitytr6,tr6,truck exmained for empty weight abnormality
trs_entrytr19,tr19,Entry evaluation for truck
determine_continuanceSilo17,Silo17,silo evaluated for pickup continuance
check_abnormalitytr38,tr38,truck exmained for empty weight abnormality
check_abnormalitytr32,tr32,truck exmained for empty weight abnormality
load_trucktr8,tr8,cargo load for truck
weigh_empty_trucktr19,tr19,Empty truck weighed
eval_trs_exittr35_Pcp1,tr35,Exit evaluation for truck
weigh_empty_trucktr47,tr47,Empty truck weighed
trs_entrytr14,tr14,Entry evaluation for truck
weigh_empty_trucktr26,tr26,Empty truck weighed
fail_weightr34,tr34,Truck failed to be weighed
check_abnormalitytr26,tr26,truck exmained for empty weight abnormality
assign_trs_Pcp2,tr44,Pickup plan trucks assignment
arrive_at_Silo11,Silo11,Silo for truck load
trs_entrytr20,tr20,Entry evaluation for truck
check_abnormalitytr47,tr47,truck exmained for empty weight abnormality
fail_weightr32,tr32,Truck failed to be weighed
assign_trs_Pcp6,tr41,Pickup plan trucks assignment
fail_weightr38,tr38,Truck failed to be weighed
fail_weightr47,tr47,Truck failed to be weighed
weigh_empty_trucktr14,tr14,Empty truck weighed
assign_trs_Pcp5,tr46,Pickup plan trucks assignment
fail_weightr42,tr42,Truck failed to be weighed
fail_weightr17,tr17,Truck failed to be weighed
arrive_at_Silo17,Silo17,Silo for truck load
determine_continuanceSilo11,Silo11,silo evaluated for pickup continuance
check_abnormalitytr19,tr19,truck exmained for empty weight abnormality
load_trucktr45,tr45,cargo load for truck
determine_continuanceSilo17,Silo17,silo evaluated for pickup continuance
assign_trs_Pcp10,tr13,Pickup plan trucks assignment
fail_weightr26,tr26,Truck failed to be weighed
trs_entrytr1,tr1,Entry evaluation for truck
load_trucktr6,tr6,cargo load for truck
weigh_empty_trucktr20,tr20,Empty truck weighed
weigh_empty_trucktr1,tr1,Empty truck weighed
assign_trs_Pcp7,tr42,Pickup plan trucks assignment
assign_trs_Pcp2,tr30,Pickup plan trucks assignment
check_abnormalitytr1,tr1,truck exmained for empty weight abnormality
weigh_loaded_trucktr12,tr12,Truck weighed
assign_trs_Pcp7,tr28,Pickup plan trucks assignment
assign_trs_Pcp10,tr35,Pickup plan trucks assignment
trs_entrytr31,tr31,Entry evaluation for truck
trs_entrytr27,tr27,Entry evaluation for truck
assign_trs_Pcp4,tr17,Pickup plan trucks assignment
weigh_empty_trucktr31,tr31,Empty truck weighed
input_tally_sheettr12,tr12,Tally Sheet for pickup plan
print_w_tickettr12,tr12,Printed weighing ticket for pickup plan
arrive_at_Silo6,Silo6,Silo for truck load
trs_entrytr16,tr16,Entry evaluation for truck
check_abnormalitytr14,tr14,truck exmained for empty weight abnormality
weigh_empty_trucktr27,tr27,Empty truck weighed
weigh_empty_trucktr16,tr16,Empty truck weighed
eval_trs_exittr12_Pcp6,tr12,Exit evaluation for truck
check_abnormalitytr31,tr31,truck exmained for empty weight abnormality
assign_trs_Pcp3,tr32,Pickup plan trucks assignment
trs_entrytr5,tr5,Entry evaluation for truck
weigh_loaded_trucktr39,tr39,Truck weighed
check_abnormalitytr20,tr20,truck exmained for empty weight abnormality
print_w_tickettr39,tr39,Printed weighing ticket for pickup plan
input_tally_sheettr39,tr39,Tally Sheet for pickup plan
trs_entrytr21,tr21,Entry evaluation for truck
eval_trs_exittr39_Pcp10,tr39,Exit evaluation for truck
trs_entrytr29,tr29,Entry evaluation for truck
assign_trs_Pcp5,tr26,Pickup plan trucks assignment
assign_trs_Pcp6,tr9,Pickup plan trucks assignment
determine_continuanceSilo6,Silo6,silo evaluated for pickup continuance
weigh_empty_trucktr21,tr21,Empty truck weighed
assign_trs_Pcp7,tr47,Pickup plan trucks assignment
check_abnormalitytr21,tr21,truck exmained for empty weight abnormality
fail_weightr20,tr20,Truck failed to be weighed
assign_trs_Pcp10,tr34,Pickup plan trucks assignment
fail_weightr1,tr1,Truck failed to be weighed
weigh_empty_trucktr29,tr29,Empty truck weighed
check_abnormalitytr27,tr27,truck exmained for empty weight abnormality
load_trucktr19,tr19,cargo load for truck
check_abnormalitytr16,tr16,truck exmained for empty weight abnormality
weigh_empty_trucktr5,tr5,Empty truck weighed
trs_entrytr4,tr4,Entry evaluation for truck
assign_trs_Pcp4,tr38,Pickup plan trucks assignment
fail_weightr14,tr14,Truck failed to be weighed
fail_weightr31,tr31,Truck failed to be weighed
trs_entrytr7,tr7,Entry evaluation for truck
weigh_empty_trucktr4,tr4,Empty truck weighed
check_abnormalitytr5,tr5,truck exmained for empty weight abnormality
check_abnormalitytr4,tr4,truck exmained for empty weight abnormality
check_abnormalitytr29,tr29,truck exmained for empty weight abnormality
trs_entrytr10,tr10,Entry evaluation for truck
fail_weightr16,tr16,Truck failed to be weighed
weigh_empty_trucktr10,tr10,Empty truck weighed
weigh_empty_trucktr7,tr7,Empty truck weighed
weigh_loaded_trucktr33,tr33,Truck weighed
arrive_at_Silo16,Silo16,Silo for truck load
check_abnormalitytr10,tr10,truck exmained for empty weight abnormality
trs_entrytr22,tr22,Entry evaluation for truck
assign_trs_Pcp1,tr1,Pickup plan trucks assignment
trs_entrytr48,tr48,Entry evaluation for truck
check_abnormalitytr7,tr7,truck exmained for empty weight abnormality
determine_continuanceSilo16,Silo16,silo evaluated for pickup continuance
assign_trs_Pcp3,tr39,Pickup plan trucks assignment
weigh_empty_trucktr48,tr48,Empty truck weighed
trs_entrytr15,tr15,Entry evaluation for truck
load_trucktr21,tr21,cargo load for truck
assign_trs_Pcp5,tr31,Pickup plan trucks assignment
trs_entrytr40,tr40,Entry evaluation for truck
assign_trs_Pcp10,tr12,Pickup plan trucks assignment
weigh_empty_trucktr22,tr22,Empty truck weighed
fail_weightr5,tr5,Truck failed to be weighed
trs_entrytr13,tr13,Entry evaluation for truck
weigh_empty_trucktr13,tr13,Empty truck weighed
fail_weightr4,tr4,Truck failed to be weighed
check_abnormalitytr13,tr13,truck exmained for empty weight abnormality
trs_entrytr44,tr44,Entry evaluation for truck
weigh_empty_trucktr44,tr44,Empty truck weighed
fail_weightr29,tr29,Truck failed to be weighed
assign_trs_Pcp8,tr16,Pickup plan trucks assignment
trs_entrytr41,tr41,Entry evaluation for truck
check_abnormalitytr44,tr44,truck exmained for empty weight abnormality
weigh_empty_trucktr41,tr41,Empty truck weighed
trs_entrytr23,tr23,Entry evaluation for truck
weigh_empty_trucktr15,tr15,Empty truck weighed
assign_trs_Pcp6,tr5,Pickup plan trucks assignment
arrive_at_Silo17,Silo17,Silo for truck load
print_w_tickettr33,tr33,Printed weighing ticket for pickup plan
input_tally_sheettr33,tr33,Tally Sheet for pickup plan
assign_trs_Pcp3,tr14,Pickup plan trucks assignment
check_abnormalitytr22,tr22,truck exmained for empty weight abnormality
weigh_loaded_trucktr24,tr24,Truck weighed
weigh_empty_trucktr40,tr40,Empty truck weighed
check_abnormalitytr48,tr48,truck exmained for empty weight abnormality
eval_trs_exittr33_Pcp5,tr33,Exit evaluation for truck
arrive_at_Silo11,Silo11,Silo for truck load
input_tally_sheettr24,tr24,Tally Sheet for pickup plan
print_w_tickettr24,tr24,Printed weighing ticket for pickup plan
determine_continuanceSilo11,Silo11,silo evaluated for pickup continuance
arrive_at_Silo10,Silo10,Silo for truck load
check_abnormalitytr15,tr15,truck exmained for empty weight abnormality
trs_entrytr36,tr36,Entry evaluation for truck
determine_continuanceSilo17,Silo17,silo evaluated for pickup continuance
weigh_empty_trucktr23,tr23,Empty truck weighed
trs_entrytr26,tr26,Entry evaluation for truck
assign_trs_Pcp10,tr29,Pickup plan trucks assignment
check_abnormalitytr41,tr41,truck exmained for empty weight abnormality
check_abnormalitytr40,tr40,truck exmained for empty weight abnormality
fail_weightr48,tr48,Truck failed to be weighed
load_trucktr27,tr27,cargo load for truck
check_abnormalitytr23,tr23,truck exmained for empty weight abnormality
trs_entrytr49,tr49,Entry evaluation for truck
load_trucktr13,tr13,cargo load for truck
arrive_at_Silo19,Silo19,Silo for truck load
arrive_at_Silo8,Silo8,Silo for truck load
determine_continuanceSilo10,Silo10,silo evaluated for pickup continuance
trs_entrytr42,tr42,Entry evaluation for truck
weigh_empty_trucktr36,tr36,Empty truck weighed
weigh_empty_trucktr26,tr26,Empty truck weighed
eval_trs_exittr24_Pcp5,tr24,Exit evaluation for truck
determine_continuanceSilo19,Silo19,silo evaluated for pickup continuance
load_trucktr10,tr10,cargo load for truck
weigh_empty_trucktr42,tr42,Empty truck weighed
check_abnormalitytr42,tr42,truck exmained for empty weight abnormality
fail_weightr15,tr15,Truck failed to be weighed
trs_entrytr11,tr11,Entry evaluation for truck
load_trucktr7,tr7,cargo load for truck
assign_trs_Pcp1,tr20,Pickup plan trucks assignment
check_abnormalitytr26,tr26,truck exmained for empty weight abnormality
determine_continuanceSilo8,Silo8,silo evaluated for pickup continuance
load_trucktr22,tr22,cargo load for truck
arrive_at_Silo6,Silo6,Silo for truck load
weigh_empty_trucktr49,tr49,Empty truck weighed
check_abnormalitytr36,tr36,truck exmained for empty weight abnormality
determine_continuanceSilo6,Silo6,silo evaluated for pickup continuance
weigh_empty_trucktr11,tr11,Empty truck weighed
assign_trs_Pcp1,tr4,Pickup plan trucks assignment
fail_weightr41,tr41,Truck failed to be weighed
arrive_at_Silo10,Silo10,Silo for truck load
trs_entrytr46,tr46,Entry evaluation for truck
determine_continuanceSilo10,Silo10,silo evaluated for pickup continuance
fail_weightr23,tr23,Truck failed to be weighed
load_trucktr40,tr40,cargo load for truck
weigh_empty_trucktr46,tr46,Empty truck weighed
trs_entrytr28,tr28,Entry evaluation for truck
assign_trs_Pcp5,tr24,Pickup plan trucks assignment
check_abnormalitytr46,tr46,truck exmained for empty weight abnormality
load_trucktr44,tr44,cargo load for truck
weigh_empty_trucktr28,tr28,Empty truck weighed
assign_trs_Pcp8,tr48,Pickup plan trucks assignment
check_abnormalitytr11,tr11,truck exmained for empty weight abnormality
fail_weightr46,tr46,Truck failed to be weighed
check_abnormalitytr49,tr49,truck exmained for empty weight abnormality
fail_weightr42,tr42,Truck failed to be weighed
arrive_at_Silo19,Silo19,Silo for truck load
assign_trs_Pcp3,tr15,Pickup plan trucks assignment
assign_trs_Pcp8,tr41,Pickup plan trucks assignment
trs_entrytr12,tr12,Entry evaluation for truck
trs_entrytr35,tr35,Entry evaluation for truck
trs_entrytr43,tr43,Entry evaluation for truck
fail_weightr36,tr36,Truck failed to be weighed
weigh_empty_trucktr35,tr35,Empty truck weighed
determine_continuanceSilo19,Silo19,silo evaluated for pickup continuance
weigh_empty_trucktr12,tr12,Empty truck weighed
weigh_empty_trucktr43,tr43,Empty truck weighed
trs_entrytr1,tr1,Entry evaluation for truck
load_trucktr26,tr26,cargo load for truck
weigh_empty_trucktr1,tr1,Empty truck weighed
assign_trs_Pcp8,tr23,Pickup plan trucks assignment
assign_trs_Pcp10,tr33,Pickup plan trucks assignment
check_abnormalitytr28,tr28,truck exmained for empty weight abnormality
weigh_loaded_trucktr25,tr25,Truck weighed
trs_entrytr38,tr38,Entry evaluation for truck
check_abnormalitytr43,tr43,truck exmained for empty weight abnormality
weigh_empty_trucktr38,tr38,Empty truck weighed
trs_entrytr50,tr50,Entry evaluation for truck
arrive_at_Silo6,Silo6,Silo for truck load
arrive_at_Silo11,Silo11,Silo for truck load
check_abnormalitytr35,tr35,truck exmained for empty weight abnormality
determine_continuanceSilo6,Silo6,silo evaluated for pickup continuance
check_abnormalitytr12,tr12,truck exmained for empty weight abnormality
load_trucktr11,tr11,cargo load for truck
check_abnormalitytr1,tr1,truck exmained for empty weight abnormality
assign_trs_Pcp1,tr36,Pickup plan trucks assignment
