ocel_source_id;ocel_target_id;ocel_qualifier;ocel_time
tr6;Pcp7;Assigned truck for pickup plan;2024-05-16 12:19:08
tr47;Pcp3;Assigned truck for pickup plan;2024-05-16 13:35:16
tr19;Pcp3;Assigned truck for pickup plan;2024-05-16 13:54:48
tr32;Pcp3;Assigned truck for pickup plan;2024-05-16 14:02:58
tr48;Pcp1;Assigned truck for pickup plan;2024-05-16 14:18:42
Silo6;tr42;Aranged silo for truck;2024-05-16 14:48:36
tr4;Pcp2;Assigned truck for pickup plan;2024-05-16 14:53:20
tr36;Pcp7;Assigned truck for pickup plan;2024-05-16 14:54:34
tr26;Pcp8;Assigned truck for pickup plan;2024-05-16 15:03:12
tr38;Pcp7;Assigned truck for pickup plan;2024-05-16 15:04:51
Silo7;tr24;Aranged silo for truck;2024-05-16 15:11:52
tr15;Pcp7;Dropped truck from pickup plan;2024-05-16 15:30:14
tr40;Pcp4;Dropped truck from pickup plan;2024-05-16 15:51:46
Silo8;tr7;Aranged silo for truck;2024-05-16 15:52:45
tr17;Pcp10;Dropped truck from pickup plan;2024-05-16 17:02:51
tr30;Pcp8;Dropped truck from pickup plan;2024-05-16 17:28:10
tr15;Pcp1;Assigned truck for pickup plan;2024-05-16 17:37:27
tr20;Pcp1;Dropped truck from pickup plan;2024-05-16 17:51:58
Silo15;tr46;Aranged silo for truck;2024-05-17 07:47:03
tr1;Pcp10;Assigned truck for pickup plan;2024-05-17 08:48:02
tr22;Pcp3;Dropped truck from pickup plan;2024-05-17 09:10:00
tr41;Pcp6;Assigned truck for pickup plan;2024-05-17 09:21:17
tr49;Pcp1;Assigned truck for pickup plan;2024-05-17 09:53:31
Silo1;tr33;Aranged silo for truck;2024-05-17 10:01:03
tr40;Pcp3;Assigned truck for pickup plan;2024-05-17 10:24:53
tr45;Pcp2;Assigned truck for pickup plan;2024-05-17 10:50:41
tr17;Pcp3;Assigned truck for pickup plan;2024-05-17 11:28:26
tr14;Pcp1;Dropped truck from pickup plan;2024-05-17 11:30:04
Silo10;tr50;Aranged silo for truck;2024-05-17 11:43:23
Silo8;tr6;Aranged silo for truck;2024-05-17 11:43:48
tr30;Pcp9;Assigned truck for pickup plan;2024-05-17 12:51:36
tr29;Pcp6;Dropped truck from pickup plan;2024-05-17 13:29:37
tr37;Pcp8;Assigned truck for pickup plan;2024-05-17 13:56:54
tr35;Pcp4;Dropped truck from pickup plan;2024-05-17 14:23:47
tr22;Pcp10;Assigned truck for pickup plan;2024-05-17 14:30:18
tr14;Pcp9;Assigned truck for pickup plan;2024-05-17 14:40:02
tr43;Pcp8;Assigned truck for pickup plan;2024-05-17 14:40:18
tr20;Pcp10;Assigned truck for pickup plan;2024-05-17 14:50:33
tr9;Pcp6;Dropped truck from pickup plan;2024-05-17 15:40:32
Silo16;tr26;Aranged silo for truck;2024-05-17 15:56:20
tr29;Pcp2;Assigned truck for pickup plan;2024-05-17 16:04:28
tr32;Pcp4;Assigned truck for pickup plan;2024-05-17 16:17:07
tr28;Pcp9;Dropped truck from pickup plan;2024-05-17 16:28:51
tr23;Pcp8;Dropped truck from pickup plan;2024-05-17 16:46:21
tr10;Pcp9;Assigned truck for pickup plan;2024-05-17 17:35:32
tr44;Pcp3;Assigned truck for pickup plan;2024-05-20 07:22:01
tr18;Pcp7;Assigned truck for pickup plan;2024-05-20 07:42:55
Silo2;tr21;Aranged silo for truck;2024-05-20 07:51:21
Silo15;tr48;Aranged silo for truck;2024-05-20 08:54:53
tr9;Pcp2;Assigned truck for pickup plan;2024-05-20 09:44:58
tr4;Pcp9;Assigned truck for pickup plan;2024-05-20 10:02:44
tr28;Pcp8;Assigned truck for pickup plan;2024-05-20 10:05:49
tr23;Pcp1;Assigned truck for pickup plan;2024-05-20 10:35:20
tr35;Pcp4;Assigned truck for pickup plan;2024-05-20 10:42:35
tr3;Pcp9;Assigned truck for pickup plan;2024-05-20 10:54:17
tr38;Pcp3;Assigned truck for pickup plan;2024-05-20 11:29:31
tr45;Pcp2;Assigned truck for pickup plan;2024-05-20 11:39:23
tr16;Pcp7;Assigned truck for pickup plan;2024-05-20 11:54:26
tr36;Pcp3;Assigned truck for pickup plan;2024-05-20 11:57:10
tr2;Pcp9;Dropped truck from pickup plan;2024-05-20 12:08:52
Silo3;tr39;Aranged silo for truck;2024-05-20 13:50:10
tr7;Pcp7;Dropped truck from pickup plan;2024-05-20 14:02:41
tr25;Pcp3;Dropped truck from pickup plan;2024-05-20 14:20:39
tr41;Pcp2;Assigned truck for pickup plan;2024-05-20 14:22:08
tr15;Pcp10;Assigned truck for pickup plan;2024-05-20 14:34:53
Silo3;tr47;Aranged silo for truck;2024-05-20 14:49:36
Silo16;tr12;Aranged silo for truck;2024-05-20 15:33:20
Silo7;tr30;Aranged silo for truck;2024-05-20 15:58:05
tr34;Pcp9;Assigned truck for pickup plan;2024-05-20 16:03:49
tr25;Pcp8;Assigned truck for pickup plan;2024-05-20 16:17:10
Silo7;tr10;Aranged silo for truck;2024-05-20 16:49:42
Silo16;tr43;Aranged silo for truck;2024-05-20 16:54:06
tr22;Pcp1;Assigned truck for pickup plan;2024-05-20 17:55:05
tr24;Pcp9;Dropped truck from pickup plan;2024-05-20 18:03:53
tr50;Pcp10;Dropped truck from pickup plan;2024-05-20 18:13:47
tr13;Pcp10;Assigned truck for pickup plan;2024-05-21 07:22:16
Silo3;tr44;Aranged silo for truck;2024-05-21 07:43:13
tr7;Pcp2;Assigned truck for pickup plan;2024-05-21 07:47:50
tr37;Pcp4;Assigned truck for pickup plan;2024-05-21 08:02:26
tr1;Pcp9;Assigned truck for pickup plan;2024-05-21 08:44:08
Silo16;tr28;Aranged silo for truck;2024-05-21 08:46:38
tr5;Pcp9;Assigned truck for pickup plan;2024-05-21 09:13:27
Silo3;tr17;Aranged silo for truck;2024-05-21 09:21:27
tr6;Pcp7;Dropped truck from pickup plan;2024-05-21 09:52:13
tr2;Pcp2;Assigned truck for pickup plan;2024-05-21 10:38:31
tr27;Pcp4;Assigned truck for pickup plan;2024-05-21 10:44:12
tr19;Pcp2;Assigned truck for pickup plan;2024-05-21 11:23:33
tr23;Pcp1;Assigned truck for pickup plan;2024-05-21 11:34:33
tr21;Pcp6;Dropped truck from pickup plan;2024-05-21 11:55:01
tr14;Pcp6;Assigned truck for pickup plan;2024-05-21 12:14:42
tr20;Pcp6;Assigned truck for pickup plan;2024-05-21 12:25:35
tr24;Pcp4;Assigned truck for pickup plan;2024-05-21 13:36:13
tr49;Pcp2;Assigned truck for pickup plan;2024-05-21 14:18:52
tr50;Pcp4;Assigned truck for pickup plan;2024-05-21 14:48:46
Silo3;tr38;Aranged silo for truck;2024-05-21 14:58:32
tr6;Pcp4;Assigned truck for pickup plan;2024-05-21 14:59:46
tr33;Pcp4;Dropped truck from pickup plan;2024-05-21 15:35:30
Silo1;tr32;Aranged silo for truck;2024-05-21 15:52:38
tr26;Pcp8;Dropped truck from pickup plan;2024-05-21 15:54:16
tr18;Pcp9;Assigned truck for pickup plan;2024-05-21 16:24:20
tr29;Pcp8;Assigned truck for pickup plan;2024-05-21 16:38:12
Silo16;tr25;Aranged silo for truck;2024-05-21 17:04:42
tr33;Pcp1;Assigned truck for pickup plan;2024-05-21 17:33:37
Silo10;tr13;Aranged silo for truck;2024-05-21 17:42:52
tr21;Pcp6;Assigned truck for pickup plan;2024-05-21 19:13:06
tr48;Pcp1;Dropped truck from pickup plan;2024-05-22 07:16:44
tr46;Pcp1;Dropped truck from pickup plan;2024-05-22 07:50:43
tr12;Pcp8;Dropped truck from pickup plan;2024-05-22 08:00:17
tr10;Pcp9;Dropped truck from pickup plan;2024-05-22 08:19:54
Silo10;tr15;Aranged silo for truck;2024-05-22 08:43:58
Silo7;tr4;Aranged silo for truck;2024-05-22 09:24:24
tr40;Pcp8;Assigned truck for pickup plan;2024-05-22 09:48:52
tr26;Pcp2;Assigned truck for pickup plan;2024-05-22 09:59:00
tr1;Pcp8;Assigned truck for pickup plan;2024-05-22 10:07:46
tr48;Pcp4;Assigned truck for pickup plan;2024-05-22 10:07:50
tr45;Pcp8;Assigned truck for pickup plan;2024-05-22 10:17:40
tr22;Pcp10;Assigned truck for pickup plan;2024-05-22 10:25:41
tr12;Pcp8;Assigned truck for pickup plan;2024-05-22 10:31:15
tr10;Pcp6;Assigned truck for pickup plan;2024-05-22 10:55:31
tr8;Pcp4;Dropped truck from pickup plan;2024-05-22 11:17:48
tr9;Pcp10;Assigned truck for pickup plan;2024-05-22 11:20:10
tr47;Pcp3;Dropped truck from pickup plan;2024-05-22 11:20:56
Silo3;tr36;Aranged silo for truck;2024-05-22 11:38:21
Silo7;tr34;Aranged silo for truck;2024-05-22 11:54:46
tr28;Pcp8;Dropped truck from pickup plan;2024-05-22 12:09:23
tr2;Pcp6;Assigned truck for pickup plan;2024-05-22 12:28:17
tr46;Pcp1;Assigned truck for pickup plan;2024-05-22 13:36:33
tr8;Pcp7;Assigned truck for pickup plan;2024-05-22 13:55:54
tr3;Pcp8;Assigned truck for pickup plan;2024-05-22 14:03:13
tr35;Pcp1;Assigned truck for pickup plan;2024-05-22 14:24:00
tr16;Pcp2;Assigned truck for pickup plan;2024-05-22 15:11:19
tr47;Pcp1;Assigned truck for pickup plan;2024-05-22 15:20:30
tr11;Pcp9;Dropped truck from pickup plan;2024-05-22 15:37:45
Silo15;tr23;Aranged silo for truck;2024-05-22 15:44:30
tr28;Pcp1;Assigned truck for pickup plan;2024-05-22 15:48:56
tr43;Pcp8;Dropped truck from pickup plan;2024-05-22 15:57:50
tr7;Pcp4;Assigned truck for pickup plan;2024-05-22 16:01:14
tr31;Pcp9;Dropped truck from pickup plan;2024-05-22 16:30:58
tr42;Pcp2;Dropped truck from pickup plan;2024-05-22 16:39:19
tr5;Pcp4;Assigned truck for pickup plan;2024-05-22 17:02:05
Silo1;tr27;Aranged silo for truck;2024-05-22 17:02:06
tr41;Pcp6;Assigned truck for pickup plan;2024-05-22 17:14:06
tr11;Pcp6;Assigned truck for pickup plan;2024-05-22 17:29:41
Silo1;tr50;Aranged silo for truck;2024-05-22 17:43:38
tr43;Pcp6;Assigned truck for pickup plan;2024-05-23 08:20:36
Silo2;tr14;Aranged silo for truck;2024-05-23 08:54:01
tr45;Pcp7;Assigned truck for pickup plan;2024-05-23 09:09:55
tr38;Pcp3;Dropped truck from pickup plan;2024-05-23 09:53:35
tr31;Pcp6;Assigned truck for pickup plan;2024-05-23 10:08:57
tr19;Pcp8;Assigned truck for pickup plan;2024-05-23 10:28:37
tr26;Pcp10;Assigned truck for pickup plan;2024-05-23 11:24:50
Silo2;tr10;Aranged silo for truck;2024-05-23 11:35:28
tr13;Pcp10;Dropped truck from pickup plan;2024-05-23 11:35:53
tr25;Pcp8;Dropped truck from pickup plan;2024-05-23 11:36:32
tr20;Pcp7;Assigned truck for pickup plan;2024-05-23 11:37:39
tr22;Pcp10;Assigned truck for pickup plan;2024-05-23 11:48:17
tr37;Pcp2;Assigned truck for pickup plan;2024-05-23 12:14:55
tr42;Pcp7;Assigned truck for pickup plan;2024-05-23 12:29:03
tr17;Pcp3;Dropped truck from pickup plan;2024-05-23 14:40:38
tr38;Pcp6;Assigned truck for pickup plan;2024-05-23 14:41:44
tr15;Pcp10;Dropped truck from pickup plan;2024-05-23 14:45:22
Silo2;tr21;Aranged silo for truck;2024-05-23 14:49:12
tr12;Pcp6;Assigned truck for pickup plan;2024-05-23 15:21:28
tr29;Pcp6;Assigned truck for pickup plan;2024-05-23 15:23:53
tr1;Pcp6;Assigned truck for pickup plan;2024-05-23 15:51:22
tr25;Pcp10;Assigned truck for pickup plan;2024-05-23 15:52:13
Silo10;tr9;Aranged silo for truck;2024-05-23 15:56:35
tr33;Pcp10;Assigned truck for pickup plan;2024-05-23 16:04:31
tr46;Pcp2;Assigned truck for pickup plan;2024-05-23 16:11:37
Silo6;tr49;Aranged silo for truck;2024-05-23 16:19:29
tr24;Pcp6;Assigned truck for pickup plan;2024-05-23 16:21:30
Silo7;tr18;Aranged silo for truck;2024-05-23 16:44:25
tr13;Pcp8;Assigned truck for pickup plan;2024-05-23 16:58:05
tr41;Pcp7;Assigned truck for pickup plan;2024-05-23 17:00:11
tr6;Pcp6;Assigned truck for pickup plan;2024-05-23 17:12:38
tr39;Pcp3;Dropped truck from pickup plan;2024-05-23 17:58:10
tr17;Pcp7;Assigned truck for pickup plan;2024-05-23 18:35:32
tr47;Pcp4;Assigned truck for pickup plan;2024-05-24 08:25:16
tr48;Pcp6;Assigned truck for pickup plan;2024-05-24 08:34:37
tr15;Pcp8;Assigned truck for pickup plan;2024-05-24 09:03:40
tr8;Pcp6;Assigned truck for pickup plan;2024-05-24 09:14:39
tr4;Pcp9;Dropped truck from pickup plan;2024-05-24 09:33:55
tr16;Pcp8;Assigned truck for pickup plan;2024-05-24 11:08:48
tr39;Pcp7;Assigned truck for pickup plan;2024-05-24 11:18:36
Silo15;tr28;Aranged silo for truck;2024-05-24 11:32:15
tr43;Pcp7;Assigned truck for pickup plan;2024-05-24 11:47:17
tr45;Pcp2;Assigned truck for pickup plan;2024-05-24 11:52:23
tr44;Pcp3;Dropped truck from pickup plan;2024-05-24 12:09:12
tr32;Pcp4;Dropped truck from pickup plan;2024-05-24 12:11:42
tr34;Pcp9;Dropped truck from pickup plan;2024-05-24 12:30:42
tr2;Pcp10;Assigned truck for pickup plan;2024-05-24 12:39:00
tr30;Pcp9;Dropped truck from pickup plan;2024-05-24 14:12:42
tr4;Pcp8;Assigned truck for pickup plan;2024-05-24 15:12:41
tr31;Pcp2;Assigned truck for pickup plan;2024-05-24 15:28:35
tr44;Pcp4;Assigned truck for pickup plan;2024-05-24 15:35:46
tr11;Pcp10;Assigned truck for pickup plan;2024-05-24 15:42:33
tr20;Pcp4;Assigned truck for pickup plan;2024-05-24 16:03:24
tr27;Pcp4;Dropped truck from pickup plan;2024-05-24 16:24:53
tr35;Pcp4;Assigned truck for pickup plan;2024-05-24 16:28:09
tr34;Pcp10;Assigned truck for pickup plan;2024-05-24 16:56:48
tr33;Pcp4;Assigned truck for pickup plan;2024-05-24 17:00:25
Silo10;tr25;Aranged silo for truck;2024-05-24 17:22:30
tr30;Pcp7;Assigned truck for pickup plan;2024-05-24 17:44:37
tr32;Pcp10;Assigned truck for pickup plan;2024-05-27 08:02:56
tr40;Pcp10;Assigned truck for pickup plan;2024-05-27 08:12:45
tr7;Pcp4;Assigned truck for pickup plan;2024-05-27 08:18:35
tr3;Pcp8;Assigned truck for pickup plan;2024-05-27 09:07:34
tr23;Pcp1;Dropped truck from pickup plan;2024-05-27 09:15:10
tr24;Pcp10;Assigned truck for pickup plan;2024-05-27 09:17:04
Silo10;tr26;Aranged silo for truck;2024-05-27 10:33:36
tr48;Pcp8;Assigned truck for pickup plan;2024-05-27 11:02:43
Silo2;tr8;Aranged silo for truck;2024-05-27 11:19:07
Silo16;tr13;Aranged silo for truck;2024-05-27 11:19:59
tr37;Pcp6;Assigned truck for pickup plan;2024-05-27 11:22:47
tr46;Pcp8;Assigned truck for pickup plan;2024-05-27 11:23:53
tr27;Pcp4;Assigned truck for pickup plan;2024-05-27 11:37:42
tr14;Pcp6;Dropped truck from pickup plan;2024-05-27 11:48:07
Silo2;tr1;Aranged silo for truck;2024-05-27 11:48:26
tr23;Pcp8;Assigned truck for pickup plan;2024-05-27 12:18:02
Silo8;tr39;Aranged silo for truck;2024-05-27 13:56:19
tr41;Pcp8;Assigned truck for pickup plan;2024-05-27 14:55:51
tr28;Pcp1;Dropped truck from pickup plan;2024-05-27 15:24:38
tr38;Pcp2;Assigned truck for pickup plan;2024-05-27 15:25:46
tr18;Pcp9;Dropped truck from pickup plan;2024-05-27 15:46:00
tr14;Pcp2;Assigned truck for pickup plan;2024-05-27 16:25:16
tr36;Pcp3;Dropped truck from pickup plan;2024-05-27 16:42:21
Silo6;tr45;Aranged silo for truck;2024-05-27 16:59:51
tr2;Pcp6;Assigned truck for pickup plan;2024-05-27 17:08:33
tr49;Pcp2;Dropped truck from pickup plan;2024-05-27 17:26:40
Silo2;tr12;Aranged silo for truck;2024-05-27 18:20:07
tr5;Pcp7;Assigned truck for pickup plan;2024-05-27 18:29:23
tr22;Pcp7;Assigned truck for pickup plan;2024-05-27 18:46:25
tr31;Pcp7;Assigned truck for pickup plan;2024-05-27 19:18:10
Silo8;tr42;Aranged silo for truck;2024-05-28 07:52:28
tr16;Pcp10;Assigned truck for pickup plan;2024-05-28 08:08:45
tr18;Pcp8;Assigned truck for pickup plan;2024-05-28 08:15:00
tr19;Pcp8;Assigned truck for pickup plan;2024-05-28 08:29:11
Silo10;tr24;Aranged silo for truck;2024-05-28 09:21:05
Silo1;tr47;Aranged silo for truck;2024-05-28 09:35:16
tr35;Pcp2;Assigned truck for pickup plan;2024-05-28 10:12:36
tr11;Pcp7;Assigned truck for pickup plan;2024-05-28 10:28:44
Silo1;tr33;Aranged silo for truck;2024-05-28 10:58:55
tr36;Pcp7;Assigned truck for pickup plan;2024-05-28 11:13:15
tr28;Pcp7;Assigned truck for pickup plan;2024-05-28 11:25:49
Silo2;tr37;Aranged silo for truck;2024-05-28 11:36:36
Silo10;tr32;Aranged silo for truck;2024-05-28 11:53:43
tr44;Pcp6;Assigned truck for pickup plan;2024-05-28 14:01:49
tr4;Pcp7;Assigned truck for pickup plan;2024-05-28 14:20:18
Silo10;tr34;Aranged silo for truck;2024-05-28 14:22:17
tr29;Pcp8;Assigned truck for pickup plan;2024-05-28 14:32:25
Silo1;tr27;Aranged silo for truck;2024-05-28 14:33:42
tr49;Pcp7;Assigned truck for pickup plan;2024-05-28 14:35:00
Silo2;tr6;Aranged silo for truck;2024-05-28 15:19:23
tr3;Pcp8;Assigned truck for pickup plan;2024-05-28 15:54:05
tr17;Pcp10;Assigned truck for pickup plan;2024-05-28 16:01:55
tr50;Pcp4;Dropped truck from pickup plan;2024-05-28 16:36:40
tr10;Pcp6;Dropped truck from pickup plan;2024-05-28 16:48:34
tr31;Pcp8;Assigned truck for pickup plan;2024-05-28 16:57:07
tr7;Pcp2;Assigned truck for pickup plan;2024-05-28 17:03:01
Silo16;tr46;Aranged silo for truck;2024-05-29 07:59:30
tr19;Pcp2;Assigned truck for pickup plan;2024-05-29 08:14:22
tr43;Pcp7;Assigned truck for pickup plan;2024-05-29 08:44:13
tr20;Pcp8;Assigned truck for pickup plan;2024-05-29 08:50:01
Silo16;tr23;Aranged silo for truck;2024-05-29 09:44:06
tr10;Pcp6;Assigned truck for pickup plan;2024-05-29 09:52:26
tr16;Pcp10;Assigned truck for pickup plan;2024-05-29 10:02:48
tr41;Pcp8;Assigned truck for pickup plan;2024-05-29 10:07:40
tr47;Pcp4;Dropped truck from pickup plan;2024-05-29 10:16:43
tr50;Pcp8;Assigned truck for pickup plan;2024-05-29 10:31:42
Silo8;tr30;Aranged silo for truck;2024-05-29 10:45:27
tr45;Pcp2;Dropped truck from pickup plan;2024-05-29 11:03:29
tr40;Pcp6;Assigned truck for pickup plan;2024-05-29 11:28:56
tr15;Pcp10;Assigned truck for pickup plan;2024-05-29 11:32:10
Silo8;tr11;Aranged silo for truck;2024-05-29 12:05:46
tr47;Pcp8;Assigned truck for pickup plan;2024-05-29 12:31:16
tr36;Pcp8;Assigned truck for pickup plan;2024-05-29 12:31:45
Silo16;tr48;Aranged silo for truck;2024-05-29 13:34:21
Silo8;tr5;Aranged silo for truck;2024-05-29 13:45:55
tr12;Pcp6;Dropped truck from pickup plan;2024-05-29 13:50:45
Silo16;tr18;Aranged silo for truck;2024-05-29 13:52:37
tr45;Pcp7;Assigned truck for pickup plan;2024-05-29 14:50:30
tr2;Pcp8;Assigned truck for pickup plan;2024-05-29 15:16:46
tr42;Pcp7;Dropped truck from pickup plan;2024-05-29 15:54:06
tr33;Pcp4;Dropped truck from pickup plan;2024-05-29 16:10:38
Silo2;tr44;Aranged silo for truck;2024-05-29 16:12:07
tr12;Pcp6;Assigned truck for pickup plan;2024-05-29 16:43:00
tr49;Pcp8;Assigned truck for pickup plan;2024-05-29 17:44:23
tr38;Pcp10;Assigned truck for pickup plan;2024-05-29 18:46:57
tr42;Pcp6;Assigned truck for pickup plan;2024-05-29 19:58:13
tr9;Pcp10;Dropped truck from pickup plan;2024-05-30 07:34:17
tr26;Pcp10;Dropped truck from pickup plan;2024-05-30 07:37:43
tr8;Pcp6;Dropped truck from pickup plan;2024-05-30 07:40:37
tr33;Pcp6;Assigned truck for pickup plan;2024-05-30 08:01:26
tr21;Pcp6;Dropped truck from pickup plan;2024-05-30 08:23:39
tr13;Pcp8;Dropped truck from pickup plan;2024-05-30 08:24:34
tr35;Pcp7;Assigned truck for pickup plan;2024-05-30 08:41:44
tr25;Pcp10;Dropped truck from pickup plan;2024-05-30 08:48:20
tr46;Pcp8;Dropped truck from pickup plan;2024-05-30 08:56:39
Silo8;tr28;Aranged silo for truck;2024-05-30 09:19:28
tr17;Pcp7;Assigned truck for pickup plan;2024-05-30 09:37:08
tr32;Pcp10;Dropped truck from pickup plan;2024-05-30 09:48:51
tr26;Pcp8;Assigned truck for pickup plan;2024-05-30 10:14:42
Silo16;tr3;Aranged silo for truck;2024-05-30 10:17:08
tr37;Pcp6;Dropped truck from pickup plan;2024-05-30 10:28:47
tr13;Pcp6;Assigned truck for pickup plan;2024-05-30 10:35:20
tr8;Pcp6;Assigned truck for pickup plan;2024-05-30 10:40:07
Silo16;tr41;Aranged silo for truck;2024-05-30 10:43:16
tr24;Pcp10;Dropped truck from pickup plan;2024-05-30 10:47:33
tr10;Pcp6;Assigned truck for pickup plan;2024-05-30 10:50:51
tr32;Pcp8;Assigned truck for pickup plan;2024-05-30 11:39:22
tr29;Pcp6;Assigned truck for pickup plan;2024-05-30 11:53:07
tr15;Pcp10;Assigned truck for pickup plan;2024-05-30 11:57:31
tr14;Pcp7;Assigned truck for pickup plan;2024-05-30 12:04:18
tr9;Pcp8;Assigned truck for pickup plan;2024-05-30 12:14:11
tr4;Pcp6;Assigned truck for pickup plan;2024-05-30 12:15:18
tr21;Pcp7;Assigned truck for pickup plan;2024-05-30 12:20:39
tr25;Pcp8;Assigned truck for pickup plan;2024-05-30 12:23:09
Silo8;tr45;Aranged silo for truck;2024-05-30 13:49:19
tr16;Pcp7;Assigned truck for pickup plan;2024-05-30 14:22:01
tr46;Pcp7;Assigned truck for pickup plan;2024-05-30 14:32:27
tr37;Pcp8;Assigned truck for pickup plan;2024-05-30 14:34:20
tr27;Pcp4;Dropped truck from pickup plan;2024-05-30 14:37:38
tr18;Pcp8;Dropped truck from pickup plan;2024-05-30 14:40:24
tr11;Pcp7;Dropped truck from pickup plan;2024-05-30 14:45:40
tr22;Pcp10;Assigned truck for pickup plan;2024-05-30 15:23:10
tr48;Pcp8;Dropped truck from pickup plan;2024-05-30 15:43:12
tr27;Pcp8;Assigned truck for pickup plan;2024-05-30 16:25:06
Silo16;tr2;Aranged silo for truck;2024-05-30 16:39:25
tr7;Pcp6;Assigned truck for pickup plan;2024-05-30 16:44:07
Silo6;tr19;Aranged silo for truck;2024-05-30 16:51:57
tr24;Pcp7;Assigned truck for pickup plan;2024-05-30 16:53:17
tr31;Pcp10;Assigned truck for pickup plan;2024-05-30 16:55:29
tr18;Pcp10;Assigned truck for pickup plan;2024-05-30 17:00:28
tr34;Pcp10;Dropped truck from pickup plan;2024-05-30 17:19:04
tr11;Pcp10;Assigned truck for pickup plan;2024-05-30 18:07:06
tr48;Pcp10;Assigned truck for pickup plan;2024-05-30 18:38:06
tr39;Pcp7;Dropped truck from pickup plan;2024-05-31 07:25:26
Silo8;tr35;Aranged silo for truck;2024-05-31 09:10:57
tr44;Pcp6;Dropped truck from pickup plan;2024-05-31 09:32:44
tr43;Pcp8;Assigned truck for pickup plan;2024-05-31 09:51:58
Silo2;tr33;Aranged silo for truck;2024-05-31 10:01:48
Silo2;tr13;Aranged silo for truck;2024-05-31 10:18:40
tr40;Pcp8;Assigned truck for pickup plan;2024-05-31 10:38:11
tr34;Pcp8;Assigned truck for pickup plan;2024-05-31 11:59:02
tr44;Pcp7;Assigned truck for pickup plan;2024-05-31 12:09:03
tr39;Pcp8;Assigned truck for pickup plan;2024-05-31 12:12:53
tr23;Pcp8;Dropped truck from pickup plan;2024-05-31 13:54:08
tr1;Pcp6;Dropped truck from pickup plan;2024-05-31 14:28:41
tr49;Pcp10;Assigned truck for pickup plan;2024-05-31 14:32:02
tr36;Pcp8;Assigned truck for pickup plan;2024-05-31 14:47:52
tr42;Pcp10;Assigned truck for pickup plan;2024-05-31 15:48:09
tr47;Pcp10;Assigned truck for pickup plan;2024-05-31 15:58:26
tr28;Pcp7;Dropped truck from pickup plan;2024-05-31 15:58:53
tr16;Pcp8;Assigned truck for pickup plan;2024-05-31 15:59:11
tr20;Pcp7;Assigned truck for pickup plan;2024-05-31 16:21:29
tr50;Pcp8;Assigned truck for pickup plan;2024-05-31 16:47:54
tr21;Pcp8;Assigned truck for pickup plan;2024-05-31 16:50:16
tr6;Pcp6;Dropped truck from pickup plan;2024-05-31 17:02:23
tr46;Pcp10;Assigned truck for pickup plan;2024-05-31 17:32:12
tr1;Pcp8;Assigned truck for pickup plan;2024-05-31 18:08:37
Silo10;tr38;Aranged silo for truck;2024-06-03 07:54:52
tr3;Pcp8;Dropped truck from pickup plan;2024-06-03 08:00:27
Silo2;tr4;Aranged silo for truck;2024-06-03 08:03:47
Silo16;tr26;Aranged silo for truck;2024-06-03 08:41:43
tr23;Pcp10;Assigned truck for pickup plan;2024-06-03 10:03:17
Silo8;tr14;Aranged silo for truck;2024-06-03 10:05:03
Silo16;tr27;Aranged silo for truck;2024-06-03 11:03:01
Silo16;tr32;Aranged silo for truck;2024-06-03 15:11:26
Silo2;tr8;Aranged silo for truck;2024-06-03 16:51:19
tr45;Pcp7;Dropped truck from pickup plan;2024-06-03 16:56:28
Silo16;tr1;Aranged silo for truck;2024-06-03 17:56:34
Silo10;tr15;Aranged silo for truck;2024-06-04 07:28:07
tr5;Pcp7;Dropped truck from pickup plan;2024-06-04 07:51:51
Silo8;tr24;Aranged silo for truck;2024-06-04 08:51:56
Silo10;tr11;Aranged silo for truck;2024-06-04 09:28:03
Silo16;tr16;Aranged silo for truck;2024-06-04 09:43:09
tr33;Pcp6;Dropped truck from pickup plan;2024-06-04 09:46:52
tr30;Pcp7;Dropped truck from pickup plan;2024-06-04 09:47:25
Silo10;tr18;Aranged silo for truck;2024-06-04 10:43:41
Silo10;tr23;Aranged silo for truck;2024-06-04 12:21:37
Silo16;tr43;Aranged silo for truck;2024-06-04 14:13:08
Silo16;tr21;Aranged silo for truck;2024-06-04 15:38:26
Silo8;tr44;Aranged silo for truck;2024-06-04 16:58:30
tr27;Pcp8;Dropped truck from pickup plan;2024-06-04 17:16:01
tr1;Pcp8;Dropped truck from pickup plan;2024-06-05 07:59:53
tr26;Pcp8;Dropped truck from pickup plan;2024-06-05 08:23:12
tr41;Pcp8;Dropped truck from pickup plan;2024-06-05 09:57:58
tr14;Pcp7;Dropped truck from pickup plan;2024-06-05 11:40:42
tr35;Pcp7;Dropped truck from pickup plan;2024-06-05 11:44:05
tr23;Pcp10;Dropped truck from pickup plan;2024-06-05 14:12:20
tr16;Pcp8;Dropped truck from pickup plan;2024-06-05 15:26:00
tr43;Pcp8;Dropped truck from pickup plan;2024-06-05 15:57:18
tr24;Pcp7;Dropped truck from pickup plan;2024-06-05 15:58:02
tr15;Pcp10;Dropped truck from pickup plan;2024-06-05 16:06:59
tr11;Pcp10;Dropped truck from pickup plan;2024-06-05 16:20:09
tr18;Pcp10;Dropped truck from pickup plan;2024-06-05 17:53:09
tr19;Pcp2;Dropped truck from pickup plan;2024-06-06 07:29:51
