Object_id,Timestamp,Ocel_changed_field,RFID tag,PickupPlanID,CargoID,LPT,Axles,Scheduled Pickup Weight,Truck Status,Truck Weight,Is_normal
tr27,2024-05-09 15:59:31,Truck Status,,,,,,,Occupied,,
tr27,2024-05-09 15:59:31,Pickup Plan ID,,Pcp8,,,,,,,
tr27,2024-05-09 15:59:31,Scheduled Pickup Weight,,,,,,9311.5,,,
tr27,2024-05-09 15:59:31,Cargo ID,,,Cr4,,,,,,
tr7,2024-05-09 16:03:03,Truck Weight,,,,,,,,21966.3,
tr34,2024-05-09 16:20:18,Truck Status,,,,,,,Occupied,,
tr34,2024-05-09 16:20:18,Pickup Plan ID,,Pcp5,,,,,,,
tr34,2024-05-09 16:20:18,Scheduled Pickup Weight,,,,,,9381.0,,,
tr34,2024-05-09 16:20:18,Cargo ID,,,Cr9,,,,,,
tr24,2024-05-09 16:27:40,Truck Status,,,,,,,Available,,
tr6,2024-05-09 16:29:34,Truck Status,,,,,,,Available,,
tr17,2024-05-09 16:30:49,Truck Weight,,,,,,,,21886.5,
tr2,2024-05-09 16:35:57,Truck Status,,,,,,,Occupied,,
tr2,2024-05-09 16:35:57,Pickup Plan ID,,Pcp5,,,,,,,
tr2,2024-05-09 16:35:57,Scheduled Pickup Weight,,,,,,9439.8,,,
tr2,2024-05-09 16:35:57,Cargo ID,,,Cr9,,,,,,
tr18,2024-05-09 16:36:47,Truck Status,,,,,,,Occupied,,
tr18,2024-05-09 16:36:47,Pickup Plan ID,,Pcp1,,,,,,,
tr18,2024-05-09 16:36:47,Scheduled Pickup Weight,,,,,,9298.6,,,
tr18,2024-05-09 16:36:47,Cargo ID,,,Cr16,,,,,,
tr16,2024-05-09 16:37:17,Truck Weight,,,,,,,,15959.0,
tr39,2024-05-09 16:38:14,Truck Weight,,,,,,,,11994.1,
tr9,2024-05-09 16:38:17,Is_normal,,,,,,,,,abnormal
tr9,2024-05-09 16:38:17,Truck Status,,,,,,,Available,,
tr20,2024-05-09 16:46:00,Truck Weight,,,,,,,,20548.7,
tr28,2024-05-09 16:46:01,Is_normal,,,,,,,,,abnormal
tr28,2024-05-09 16:46:01,Truck Status,,,,,,,Available,,
tr19,2024-05-09 16:54:55,Truck Status,,,,,,,Occupied,,
tr19,2024-05-09 16:54:55,Pickup Plan ID,,Pcp2,,,,,,,
tr19,2024-05-09 16:54:55,Scheduled Pickup Weight,,,,,,9511.1,,,
tr19,2024-05-09 16:54:55,Cargo ID,,,Cr11,,,,,,
tr5,2024-05-09 16:58:04,Is_normal,,,,,,,,,normal
tr48,2024-05-09 17:10:30,Truck Weight,,,,,,,,15741.5,
tr33,2024-05-09 17:18:36,Truck Status,,,,,,,Occupied,,
tr33,2024-05-09 17:18:36,Pickup Plan ID,,Pcp5,,,,,,,
tr33,2024-05-09 17:18:36,Scheduled Pickup Weight,,,,,,9386.5,,,
tr33,2024-05-09 17:18:36,Cargo ID,,,Cr9,,,,,,
tr30,2024-05-09 17:19:48,Truck Weight,,,,,,,,21301.2,
tr47,2024-05-09 17:34:19,Truck Status,,,,,,,Available,,
tr11,2024-05-09 17:45:57,Truck Status,,,,,,,Occupied,,
tr11,2024-05-09 17:45:57,Pickup Plan ID,,Pcp10,,,,,,,
tr11,2024-05-09 17:45:57,Scheduled Pickup Weight,,,,,,9277.0,,,
tr11,2024-05-09 17:45:57,Cargo ID,,,Cr18,,,,,,
tr46,2024-05-09 18:23:33,Truck Status,,,,,,,Occupied,,
tr46,2024-05-09 18:23:33,Pickup Plan ID,,Pcp7,,,,,,,
tr46,2024-05-09 18:23:33,Scheduled Pickup Weight,,,,,,9318.5,,,
tr46,2024-05-09 18:23:33,Cargo ID,,,Cr10,,,,,,
tr23,2024-05-10 07:32:25,Truck Status,,,,,,,Available,,
tr17,2024-05-10 07:46:31,Truck Status,,,,,,,Available,,
tr7,2024-05-10 08:06:48,Truck Status,,,,,,,Available,,
tr16,2024-05-10 08:37:00,Is_normal,,,,,,,,,abnormal
tr16,2024-05-10 08:37:00,Truck Status,,,,,,,Available,,
tr39,2024-05-10 08:50:42,Is_normal,,,,,,,,,normal
tr48,2024-05-10 08:57:06,Is_normal,,,,,,,,,abnormal
tr48,2024-05-10 08:57:06,Truck Status,,,,,,,Available,,
tr37,2024-05-10 09:04:53,Is_normal,,,,,,,,,abnormal
tr37,2024-05-10 09:04:53,Truck Status,,,,,,,Available,,
tr28,2024-05-10 09:19:14,Truck Status,,,,,,,Occupied,,
tr28,2024-05-10 09:19:14,Pickup Plan ID,,Pcp10,,,,,,,
tr28,2024-05-10 09:19:14,Scheduled Pickup Weight,,,,,,9444.6,,,
tr28,2024-05-10 09:19:14,Cargo ID,,,Cr18,,,,,,
tr24,2024-05-10 09:46:00,Truck Status,,,,,,,Occupied,,
tr24,2024-05-10 09:46:00,Pickup Plan ID,,Pcp5,,,,,,,
tr24,2024-05-10 09:46:00,Scheduled Pickup Weight,,,,,,9505.8,,,
tr24,2024-05-10 09:46:00,Cargo ID,,,Cr9,,,,,,
tr20,2024-05-10 09:55:30,Truck Status,,,,,,,Available,,
tr14,2024-05-10 09:58:17,Truck Weight,,,,,,,,24085.5,
tr29,2024-05-10 10:09:01,Truck Weight,,,,,,,,20754.1,
tr30,2024-05-10 10:14:20,Truck Status,,,,,,,Available,,
tr8,2024-05-10 10:20:54,Truck Weight,,,,,,,,15063.3,
tr47,2024-05-10 10:30:18,Truck Status,,,,,,,Occupied,,
tr47,2024-05-10 10:30:18,Pickup Plan ID,,Pcp10,,,,,,,
tr47,2024-05-10 10:30:18,Scheduled Pickup Weight,,,,,,9276.8,,,
tr47,2024-05-10 10:30:18,Cargo ID,,,Cr18,,,,,,
tr7,2024-05-10 10:36:43,Truck Status,,,,,,,Occupied,,
tr7,2024-05-10 10:36:43,Pickup Plan ID,,Pcp6,,,,,,,
tr7,2024-05-10 10:36:43,Scheduled Pickup Weight,,,,,,9276.1,,,
tr7,2024-05-10 10:36:43,Cargo ID,,,Cr17,,,,,,
tr45,2024-05-10 10:43:13,Truck Weight,,,,,,,,14277.6,
tr6,2024-05-10 10:47:14,Truck Status,,,,,,,Occupied,,
tr6,2024-05-10 10:47:14,Pickup Plan ID,,Pcp8,,,,,,,
tr6,2024-05-10 10:47:14,Scheduled Pickup Weight,,,,,,9518.5,,,
tr6,2024-05-10 10:47:14,Cargo ID,,,Cr4,,,,,,
tr23,2024-05-10 10:56:12,Truck Status,,,,,,,Occupied,,
tr23,2024-05-10 10:56:12,Pickup Plan ID,,Pcp10,,,,,,,
tr23,2024-05-10 10:56:12,Scheduled Pickup Weight,,,,,,9349.7,,,
tr23,2024-05-10 10:56:12,Cargo ID,,,Cr18,,,,,,
tr38,2024-05-10 10:56:30,Truck Weight,,,,,,,,21230.1,
tr36,2024-05-10 11:13:08,Truck Status,,,,,,,Occupied,,
tr36,2024-05-10 11:13:08,Pickup Plan ID,,Pcp5,,,,,,,
tr36,2024-05-10 11:13:08,Scheduled Pickup Weight,,,,,,9422.0,,,
tr36,2024-05-10 11:13:08,Cargo ID,,,Cr9,,,,,,
tr48,2024-05-10 11:25:49,Truck Status,,,,,,,Occupied,,
tr48,2024-05-10 11:25:49,Pickup Plan ID,,Pcp5,,,,,,,
tr48,2024-05-10 11:25:49,Scheduled Pickup Weight,,,,,,9475.3,,,
tr48,2024-05-10 11:25:49,Cargo ID,,,Cr9,,,,,,
tr29,2024-05-10 11:35:52,Truck Status,,,,,,,Available,,
tr15,2024-05-10 11:56:11,Truck Weight,,,,,,,,15173.4,
tr9,2024-05-10 12:08:07,Truck Status,,,,,,,Occupied,,
tr9,2024-05-10 12:08:07,Pickup Plan ID,,Pcp8,,,,,,,
tr9,2024-05-10 12:08:07,Scheduled Pickup Weight,,,,,,9444.5,,,
tr9,2024-05-10 12:08:07,Cargo ID,,,Cr4,,,,,,
tr25,2024-05-10 12:16:23,Truck Weight,,,,,,,,11573.6,
tr16,2024-05-10 12:18:07,Truck Status,,,,,,,Occupied,,
tr16,2024-05-10 12:18:07,Pickup Plan ID,,Pcp7,,,,,,,
tr16,2024-05-10 12:18:07,Scheduled Pickup Weight,,,,,,9481.7,,,
tr16,2024-05-10 12:18:07,Cargo ID,,,Cr10,,,,,,
tr8,2024-05-10 12:22:43,Is_normal,,,,,,,,,abnormal
tr8,2024-05-10 12:22:43,Truck Status,,,,,,,Available,,
tr50,2024-05-10 12:24:12,Truck Weight,,,,,,,,22567.6,
tr3,2024-05-10 13:19:42,Truck Weight,,,,,,,,11220.8,
tr14,2024-05-10 13:34:30,Truck Status,,,,,,,Available,,
tr38,2024-05-10 13:42:21,Truck Status,,,,,,,Available,,
tr45,2024-05-10 14:35:40,Is_normal,,,,,,,,,abnormal
tr45,2024-05-10 14:35:40,Truck Status,,,,,,,Available,,
tr22,2024-05-10 14:48:45,Truck Weight,,,,,,,,15777.9,
tr15,2024-05-10 14:54:16,Is_normal,,,,,,,,,abnormal
tr15,2024-05-10 14:54:16,Truck Status,,,,,,,Available,,
tr30,2024-05-10 14:54:59,Truck Status,,,,,,,Occupied,,
tr30,2024-05-10 14:54:59,Pickup Plan ID,,Pcp4,,,,,,,
tr30,2024-05-10 14:54:59,Scheduled Pickup Weight,,,,,,9360.4,,,
tr30,2024-05-10 14:54:59,Cargo ID,,,Cr7,,,,,,
tr29,2024-05-10 15:06:03,Truck Status,,,,,,,Occupied,,
tr29,2024-05-10 15:06:03,Pickup Plan ID,,Pcp1,,,,,,,
tr29,2024-05-10 15:06:03,Scheduled Pickup Weight,,,,,,9341.7,,,
tr29,2024-05-10 15:06:03,Cargo ID,,,Cr16,,,,,,
tr20,2024-05-10 15:10:40,Truck Status,,,,,,,Occupied,,
tr20,2024-05-10 15:10:40,Pickup Plan ID,,Pcp1,,,,,,,
tr20,2024-05-10 15:10:40,Scheduled Pickup Weight,,,,,,9450.5,,,
tr20,2024-05-10 15:10:40,Cargo ID,,,Cr16,,,,,,
tr37,2024-05-10 15:19:16,Truck Status,,,,,,,Occupied,,
tr37,2024-05-10 15:19:16,Pickup Plan ID,,Pcp1,,,,,,,
tr37,2024-05-10 15:19:16,Scheduled Pickup Weight,,,,,,9303.9,,,
tr37,2024-05-10 15:19:16,Cargo ID,,,Cr16,,,,,,
tr26,2024-05-10 15:28:36,Truck Weight,,,,,,,,21219.0,
tr17,2024-05-10 15:28:52,Truck Status,,,,,,,Occupied,,
tr17,2024-05-10 15:28:52,Pickup Plan ID,,Pcp1,,,,,,,
tr17,2024-05-10 15:28:52,Scheduled Pickup Weight,,,,,,9389.2,,,
tr17,2024-05-10 15:28:52,Cargo ID,,,Cr16,,,,,,
tr21,2024-05-10 15:29:36,Truck Weight,,,,,,,,20808.7,
tr8,2024-05-10 15:31:48,Truck Status,,,,,,,Occupied,,
tr8,2024-05-10 15:31:48,Pickup Plan ID,,Pcp8,,,,,,,
tr8,2024-05-10 15:31:48,Scheduled Pickup Weight,,,,,,9417.5,,,
tr8,2024-05-10 15:31:48,Cargo ID,,,Cr4,,,,,,
tr14,2024-05-10 15:56:22,Truck Status,,,,,,,Occupied,,
tr14,2024-05-10 15:56:22,Pickup Plan ID,,Pcp3,,,,,,,
tr14,2024-05-10 15:56:22,Scheduled Pickup Weight,,,,,,9314.1,,,
tr14,2024-05-10 15:56:22,Cargo ID,,,Cr1,,,,,,
tr25,2024-05-10 15:58:28,Is_normal,,,,,,,,,normal
tr50,2024-05-10 15:58:39,Truck Status,,,,,,,Available,,
tr1,2024-05-10 16:14:06,Truck Weight,,,,,,,,21795.1,
tr38,2024-05-10 16:48:59,Truck Status,,,,,,,Occupied,,
tr38,2024-05-10 16:48:59,Pickup Plan ID,,Pcp4,,,,,,,
tr38,2024-05-10 16:48:59,Scheduled Pickup Weight,,,,,,9553.3,,,
tr38,2024-05-10 16:48:59,Cargo ID,,,Cr7,,,,,,
tr33,2024-05-10 16:58:42,Truck Weight,,,,,,,,11881.0,
tr3,2024-05-10 17:05:42,Is_normal,,,,,,,,,normal
tr21,2024-05-10 17:10:19,Truck Status,,,,,,,Available,,
tr22,2024-05-10 17:17:15,Is_normal,,,,,,,,,abnormal
tr22,2024-05-10 17:17:15,Truck Status,,,,,,,Available,,
tr26,2024-05-10 17:19:18,Truck Status,,,,,,,Available,,
tr43,2024-05-10 17:25:33,Truck Weight,,,,,,,,21535.6,
tr45,2024-05-10 17:26:20,Truck Status,,,,,,,Occupied,,
tr45,2024-05-10 17:26:20,Pickup Plan ID,,Pcp10,,,,,,,
tr45,2024-05-10 17:26:20,Scheduled Pickup Weight,,,,,,9357.3,,,
tr45,2024-05-10 17:26:20,Cargo ID,,,Cr18,,,,,,
tr1,2024-05-10 18:05:17,Truck Status,,,,,,,Available,,
tr18,2024-05-10 18:51:47,Truck Weight,,,,,,,,15480.6,
tr31,2024-05-13 08:13:01,Truck Weight,,,,,,,,22312.8,
tr24,2024-05-13 08:39:42,Truck Weight,,,,,,,,14276.7,
tr10,2024-05-13 08:51:10,Truck Weight,,,,,,,,14514.0,
tr36,2024-05-13 09:09:44,Truck Weight,,,,,,,,15616.4,
tr22,2024-05-13 09:24:31,Truck Status,,,,,,,Occupied,,
tr22,2024-05-13 09:24:31,Pickup Plan ID,,Pcp1,,,,,,,
tr22,2024-05-13 09:24:31,Scheduled Pickup Weight,,,,,,9425.3,,,
tr22,2024-05-13 09:24:31,Cargo ID,,,Cr16,,,,,,
tr16,2024-05-13 09:29:18,Truck Weight,,,,,,,,14037.8,
tr44,2024-05-13 09:29:52,Truck Weight,,,,,,,,22620.4,
tr11,2024-05-13 09:33:59,Truck Weight,,,,,,,,13222.9,
tr23,2024-05-13 09:34:10,Truck Weight,,,,,,,,14457.5,
tr26,2024-05-13 09:35:51,Truck Status,,,,,,,Occupied,,
tr26,2024-05-13 09:35:51,Pickup Plan ID,,Pcp7,,,,,,,
tr26,2024-05-13 09:35:51,Scheduled Pickup Weight,,,,,,9469.9,,,
tr26,2024-05-13 09:35:51,Cargo ID,,,Cr10,,,,,,
tr50,2024-05-13 09:47:02,Truck Status,,,,,,,Occupied,,
tr50,2024-05-13 09:47:02,Pickup Plan ID,,Pcp10,,,,,,,
tr50,2024-05-13 09:47:02,Scheduled Pickup Weight,,,,,,9232.7,,,
tr50,2024-05-13 09:47:02,Cargo ID,,,Cr18,,,,,,
tr5,2024-05-13 09:50:03,Truck Weight,,,,,,,,20555.4,
tr31,2024-05-13 09:56:36,Truck Status,,,,,,,Available,,
tr4,2024-05-13 09:58:26,Truck Weight,,,,,,,,21991.0,
tr21,2024-05-13 10:07:40,Truck Status,,,,,,,Occupied,,
tr21,2024-05-13 10:07:40,Pickup Plan ID,,Pcp7,,,,,,,
tr21,2024-05-13 10:07:40,Scheduled Pickup Weight,,,,,,9306.8,,,
tr21,2024-05-13 10:07:40,Cargo ID,,,Cr10,,,,,,
tr43,2024-05-13 10:08:02,Truck Status,,,,,,,Available,,
tr40,2024-05-13 10:09:52,Truck Weight,,,,,,,,21702.5,
tr1,2024-05-13 10:19:25,Truck Status,,,,,,,Occupied,,
tr1,2024-05-13 10:19:25,Pickup Plan ID,,Pcp7,,,,,,,
tr1,2024-05-13 10:19:25,Scheduled Pickup Weight,,,,,,9312.6,,,
tr1,2024-05-13 10:19:25,Cargo ID,,,Cr10,,,,,,
tr18,2024-05-13 10:41:08,Is_normal,,,,,,,,,abnormal
tr18,2024-05-13 10:41:08,Truck Status,,,,,,,Available,,
tr15,2024-05-13 10:46:28,Truck Status,,,,,,,Occupied,,
tr15,2024-05-13 10:46:28,Pickup Plan ID,,Pcp3,,,,,,,
tr15,2024-05-13 10:46:28,Scheduled Pickup Weight,,,,,,9427.4,,,
tr15,2024-05-13 10:46:28,Cargo ID,,,Cr1,,,,,,
tr33,2024-05-13 10:47:04,Is_normal,,,,,,,,,normal
tr41,2024-05-13 11:00:54,Truck Weight,,,,,,,,14216.4,
tr36,2024-05-13 11:20:45,Is_normal,,,,,,,,,abnormal
tr36,2024-05-13 11:20:45,Truck Status,,,,,,,Available,,
tr44,2024-05-13 11:26:09,Truck Status,,,,,,,Available,,
tr24,2024-05-13 11:31:13,Is_normal,,,,,,,,,normal
tr23,2024-05-13 11:31:16,Is_normal,,,,,,,,,abnormal
tr23,2024-05-13 11:31:16,Truck Status,,,,,,,Available,,
tr5,2024-05-13 11:32:19,Truck Status,,,,,,,Available,,
tr8,2024-05-13 11:36:46,Truck Weight,,,,,,,,12186.9,
tr40,2024-05-13 11:37:09,Truck Status,,,,,,,Available,,
tr49,2024-05-13 11:41:40,Truck Weight,,,,,,,,14894.2,
tr2,2024-05-13 11:47:34,Truck Weight,,,,,,,,11676.6,
tr11,2024-05-13 11:56:10,Is_normal,,,,,,,,,abnormal
tr11,2024-05-13 11:56:10,Truck Status,,,,,,,Available,,
tr10,2024-05-13 12:18:19,Is_normal,,,,,,,,,abnormal
tr10,2024-05-13 12:18:19,Truck Status,,,,,,,Available,,
tr43,2024-05-13 12:21:14,Truck Status,,,,,,,Occupied,,
tr43,2024-05-13 12:21:14,Pickup Plan ID,,Pcp10,,,,,,,
tr43,2024-05-13 12:21:14,Scheduled Pickup Weight,,,,,,9257.7,,,
tr43,2024-05-13 12:21:14,Cargo ID,,,Cr18,,,,,,
tr16,2024-05-13 12:23:13,Is_normal,,,,,,,,,abnormal
tr16,2024-05-13 12:23:13,Truck Status,,,,,,,Available,,
tr7,2024-05-13 12:23:54,Truck Weight,,,,,,,,15395.9,
tr4,2024-05-13 13:35:31,Truck Status,,,,,,,Available,,
tr36,2024-05-13 13:37:20,Truck Status,,,,,,,Occupied,,
tr36,2024-05-13 13:37:20,Pickup Plan ID,,Pcp3,,,,,,,
tr36,2024-05-13 13:37:20,Scheduled Pickup Weight,,,,,,9311.7,,,
tr36,2024-05-13 13:37:20,Cargo ID,,,Cr1,,,,,,
tr9,2024-05-13 13:37:47,Truck Weight,,,,,,,,13111.6,
tr37,2024-05-13 13:40:50,Truck Weight,,,,,,,,11442.4,
tr31,2024-05-13 13:45:12,Truck Status,,,,,,,Occupied,,
tr31,2024-05-13 13:45:12,Pickup Plan ID,,Pcp2,,,,,,,
tr31,2024-05-13 13:45:12,Scheduled Pickup Weight,,,,,,9450.0,,,
tr31,2024-05-13 13:45:12,Cargo ID,,,Cr11,,,,,,
tr13,2024-05-13 13:52:34,Truck Weight,,,,,,,,15191.8,
tr30,2024-05-13 13:55:42,Truck Weight,,,,,,,,13218.7,
tr10,2024-05-13 14:25:10,Truck Status,,,,,,,Occupied,,
tr10,2024-05-13 14:25:10,Pickup Plan ID,,Pcp4,,,,,,,
tr10,2024-05-13 14:25:10,Scheduled Pickup Weight,,,,,,9471.9,,,
tr10,2024-05-13 14:25:10,Cargo ID,,,Cr7,,,,,,
tr46,2024-05-13 14:26:26,Truck Weight,,,,,,,,13399.4,
tr16,2024-05-13 14:28:07,Truck Status,,,,,,,Occupied,,
tr16,2024-05-13 14:28:07,Pickup Plan ID,,Pcp2,,,,,,,
tr16,2024-05-13 14:28:07,Scheduled Pickup Weight,,,,,,9451.6,,,
tr16,2024-05-13 14:28:07,Cargo ID,,,Cr11,,,,,,
tr41,2024-05-13 14:28:49,Is_normal,,,,,,,,,abnormal
tr41,2024-05-13 14:28:49,Truck Status,,,,,,,Available,,
tr28,2024-05-13 14:34:48,Truck Weight,,,,,,,,15115.2,
tr34,2024-05-13 14:44:54,Truck Weight,,,,,,,,13585.2,
tr5,2024-05-13 14:48:03,Truck Status,,,,,,,Occupied,,
tr5,2024-05-13 14:48:03,Pickup Plan ID,,Pcp6,,,,,,,
tr5,2024-05-13 14:48:03,Scheduled Pickup Weight,,,,,,9189.6,,,
tr5,2024-05-13 14:48:03,Cargo ID,,,Cr17,,,,,,
tr18,2024-05-13 14:51:16,Truck Status,,,,,,,Occupied,,
tr18,2024-05-13 14:51:16,Pickup Plan ID,,Pcp7,,,,,,,
tr18,2024-05-13 14:51:16,Scheduled Pickup Weight,,,,,,9330.6,,,
tr18,2024-05-13 14:51:16,Cargo ID,,,Cr10,,,,,,
tr45,2024-05-13 14:55:11,Truck Weight,,,,,,,,11956.4,
tr7,2024-05-13 14:56:52,Is_normal,,,,,,,,,abnormal
tr7,2024-05-13 14:56:52,Truck Status,,,,,,,Available,,
tr49,2024-05-13 15:13:45,Is_normal,,,,,,,,,abnormal
tr49,2024-05-13 15:13:45,Truck Status,,,,,,,Available,,
tr2,2024-05-13 15:25:09,Is_normal,,,,,,,,,normal
tr32,2024-05-13 15:46:11,Truck Weight,,,,,,,,15237.8,
tr11,2024-05-13 15:46:12,Truck Status,,,,,,,Occupied,,
tr11,2024-05-13 15:46:12,Pickup Plan ID,,Pcp2,,,,,,,
tr11,2024-05-13 15:46:12,Scheduled Pickup Weight,,,,,,9541.8,,,
tr11,2024-05-13 15:46:12,Cargo ID,,,Cr11,,,,,,
tr30,2024-05-13 15:46:32,Is_normal,,,,,,,,,abnormal
tr30,2024-05-13 15:46:32,Truck Status,,,,,,,Available,,
tr38,2024-05-13 15:50:18,Truck Weight,,,,,,,,13863.7,
tr8,2024-05-13 15:52:18,Is_normal,,,,,,,,,normal
tr28,2024-05-13 15:53:25,Is_normal,,,,,,,,,abnormal
tr28,2024-05-13 15:53:25,Truck Status,,,,,,,Available,,
tr35,2024-05-13 16:05:25,Truck Weight,,,,,,,,22159.0,
tr9,2024-05-13 16:09:31,Is_normal,,,,,,,,,abnormal
tr9,2024-05-13 16:09:31,Truck Status,,,,,,,Available,,
tr42,2024-05-13 16:12:35,Truck Weight,,,,,,,,13599.1,
tr46,2024-05-13 16:12:50,Is_normal,,,,,,,,,abnormal
tr46,2024-05-13 16:12:50,Truck Status,,,,,,,Available,,
tr23,2024-05-13 16:23:43,Truck Status,,,,,,,Occupied,,
tr23,2024-05-13 16:23:43,Pickup Plan ID,,Pcp1,,,,,,,
tr23,2024-05-13 16:23:43,Scheduled Pickup Weight,,,,,,9279.7,,,
tr23,2024-05-13 16:23:43,Cargo ID,,,Cr16,,,,,,
tr37,2024-05-13 16:28:38,Is_normal,,,,,,,,,normal
tr17,2024-05-13 16:32:27,Truck Weight,,,,,,,,14869.1,
tr13,2024-05-13 16:43:32,Is_normal,,,,,,,,,abnormal
tr13,2024-05-13 16:43:32,Truck Status,,,,,,,Available,,
tr7,2024-05-13 16:55:57,Truck Status,,,,,,,Occupied,,
tr7,2024-05-13 16:55:57,Pickup Plan ID,,Pcp5,,,,,,,
tr7,2024-05-13 16:55:57,Scheduled Pickup Weight,,,,,,9345.5,,,
tr7,2024-05-13 16:55:57,Cargo ID,,,Cr9,,,,,,
tr6,2024-05-13 17:02:39,Truck Weight,,,,,,,,12749.2,
tr40,2024-05-13 17:06:27,Truck Status,,,,,,,Occupied,,
tr40,2024-05-13 17:06:27,Pickup Plan ID,,Pcp4,,,,,,,
tr40,2024-05-13 17:06:27,Scheduled Pickup Weight,,,,,,9397.1,,,
tr40,2024-05-13 17:06:27,Cargo ID,,,Cr7,,,,,,
tr49,2024-05-13 17:14:20,Truck Status,,,,,,,Occupied,,
tr49,2024-05-13 17:14:20,Pickup Plan ID,,Pcp10,,,,,,,
tr49,2024-05-13 17:14:20,Scheduled Pickup Weight,,,,,,9341.4,,,
tr49,2024-05-13 17:14:20,Cargo ID,,,Cr18,,,,,,
tr4,2024-05-13 17:21:52,Truck Status,,,,,,,Occupied,,
tr4,2024-05-13 17:21:52,Pickup Plan ID,,Pcp7,,,,,,,
tr4,2024-05-13 17:21:52,Scheduled Pickup Weight,,,,,,9343.3,,,
tr4,2024-05-13 17:21:52,Cargo ID,,,Cr10,,,,,,
tr19,2024-05-13 17:58:38,Truck Weight,,,,,,,,13129.7,
tr35,2024-05-13 18:06:44,Truck Status,,,,,,,Available,,
tr47,2024-05-13 18:17:26,Truck Weight,,,,,,,,14918.7,
tr26,2024-05-13 19:17:00,Truck Weight,,,,,,,,13480.3,
tr34,2024-05-14 07:20:56,Is_normal,,,,,,,,,abnormal
tr34,2024-05-14 07:20:56,Truck Status,,,,,,,Available,,
tr44,2024-05-14 07:50:13,Truck Status,,,,,,,Occupied,,
tr44,2024-05-14 07:50:13,Pickup Plan ID,,Pcp2,,,,,,,
tr44,2024-05-14 07:50:13,Scheduled Pickup Weight,,,,,,9422.0,,,
tr44,2024-05-14 07:50:13,Cargo ID,,,Cr11,,,,,,
tr45,2024-05-14 07:53:36,Is_normal,,,,,,,,,normal
tr32,2024-05-14 08:24:50,Is_normal,,,,,,,,,abnormal
tr32,2024-05-14 08:24:50,Truck Status,,,,,,,Available,,
tr41,2024-05-14 08:34:14,Truck Status,,,,,,,Occupied,,
tr41,2024-05-14 08:34:14,Pickup Plan ID,,Pcp6,,,,,,,
tr41,2024-05-14 08:34:14,Scheduled Pickup Weight,,,,,,9448.5,,,
tr41,2024-05-14 08:34:14,Cargo ID,,,Cr17,,,,,,
tr38,2024-05-14 08:35:54,Is_normal,,,,,,,,,abnormal
tr38,2024-05-14 08:35:54,Truck Status,,,,,,,Available,,
tr47,2024-05-14 08:47:12,Is_normal,,,,,,,,,abnormal
tr47,2024-05-14 08:47:12,Truck Status,,,,,,,Available,,
tr14,2024-05-14 08:54:29,Truck Weight,,,,,,,,16140.7,
tr46,2024-05-14 09:03:47,Truck Status,,,,,,,Occupied,,
tr46,2024-05-14 09:03:47,Pickup Plan ID,,Pcp5,,,,,,,
tr46,2024-05-14 09:03:47,Scheduled Pickup Weight,,,,,,9489.8,,,
tr46,2024-05-14 09:03:47,Cargo ID,,,Cr9,,,,,,
tr42,2024-05-14 09:03:52,Is_normal,,,,,,,,,abnormal
tr42,2024-05-14 09:03:52,Truck Status,,,,,,,Available,,
tr17,2024-05-14 09:05:13,Is_normal,,,,,,,,,abnormal
tr17,2024-05-14 09:05:13,Truck Status,,,,,,,Available,,
tr6,2024-05-14 09:16:11,Is_normal,,,,,,,,,normal
tr13,2024-05-14 09:32:21,Truck Status,,,,,,,Occupied,,
tr13,2024-05-14 09:32:21,Pickup Plan ID,,Pcp10,,,,,,,
tr13,2024-05-14 09:32:21,Scheduled Pickup Weight,,,,,,9335.0,,,
tr13,2024-05-14 09:32:21,Cargo ID,,,Cr18,,,,,,
tr26,2024-05-14 09:38:10,Is_normal,,,,,,,,,abnormal
tr26,2024-05-14 09:38:10,Truck Status,,,,,,,Available,,
tr20,2024-05-14 09:43:29,Truck Weight,,,,,,,,16431.9,
tr1,2024-05-14 09:49:40,Truck Weight,,,,,,,,15086.1,
tr42,2024-05-14 09:50:59,Truck Status,,,,,,,Occupied,,
tr42,2024-05-14 09:50:59,Pickup Plan ID,,Pcp7,,,,,,,
tr42,2024-05-14 09:50:59,Scheduled Pickup Weight,,,,,,9516.7,,,
tr42,2024-05-14 09:50:59,Cargo ID,,,Cr10,,,,,,
tr30,2024-05-14 09:53:02,Truck Status,,,,,,,Occupied,,
tr30,2024-05-14 09:53:02,Pickup Plan ID,,Pcp2,,,,,,,
tr30,2024-05-14 09:53:02,Scheduled Pickup Weight,,,,,,9411.3,,,
tr30,2024-05-14 09:53:02,Cargo ID,,,Cr11,,,,,,
tr12,2024-05-14 10:00:08,Truck Weight,,,,,,,,23304.9,
tr28,2024-05-14 10:15:47,Truck Status,,,,,,,Occupied,,
tr28,2024-05-14 10:15:47,Pickup Plan ID,,Pcp7,,,,,,,
tr28,2024-05-14 10:15:47,Scheduled Pickup Weight,,,,,,9440.8,,,
tr28,2024-05-14 10:15:47,Cargo ID,,,Cr10,,,,,,
tr35,2024-05-14 10:16:32,Truck Status,,,,,,,Occupied,,
tr35,2024-05-14 10:16:32,Pickup Plan ID,,Pcp10,,,,,,,
tr35,2024-05-14 10:16:32,Scheduled Pickup Weight,,,,,,9279.6,,,
tr35,2024-05-14 10:16:32,Cargo ID,,,Cr18,,,,,,
