ocel_IoTobject_id;ocel_object_id;ocel_qualifier;ocel_time
WS08;tr2;Weight sensor measuring loaded truck weight;2024-05-08 16:12:27
WS10;tr21;Weight sensor measuring loaded truck weight;2024-05-08 16:15:22
WS14;tr17;Weight sensor measuring empty truck weight;2024-05-08 16:30:43
WS07;tr47;Weight sensor measuring empty truck weight;2024-05-08 16:40:47
WS10;tr34;Weight sensor measuring loaded truck weight;2024-05-08 16:45:23
WS20;tr49;Weight sensor measuring loaded truck weight;2024-05-08 16:46:47
WS09;tr41;Weight sensor measuring empty truck weight;2024-05-08 16:50:46
WS01;tr1;Weight sensor measuring empty truck weight;2024-05-08 16:55:36
WS11;tr28;Weight sensor measuring loaded truck weight;2024-05-08 17:00:29
WS05;tr5;Weight sensor measuring empty truck weight;2024-05-08 17:32:34
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-08 19:47:39
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-08 19:47:39
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-08 19:47:39
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-08 19:47:39
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-08 19:47:39
Temp9;Silo9;Temperature sensor measuring silo temperature;2024-05-09 08:40:07
Humd9;Silo9;Humidity sensor measuring silo humidity;2024-05-09 08:40:07
GrainTemp25;Silo9;1st Grain Termperature sensor located in the silo;2024-05-09 08:40:07
GrainTemp26;Silo9;2nd Grain Termperature sensor located in the silo;2024-05-09 08:40:07
GrainTemp27;Silo9;3rd Grain Termperature sensor located in the silo;2024-05-09 08:40:07
WS19;tr31;Weight sensor measuring empty truck weight;2024-05-09 08:45:34
WS03;tr36;Weight sensor measuring empty truck weight;2024-05-09 09:03:56
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-09 09:10:03
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-09 09:10:03
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-09 09:10:03
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-09 09:10:03
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-09 09:10:03
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-09 09:30:15
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-09 09:30:15
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-09 09:30:15
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-09 09:30:15
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-09 09:30:15
WS08;tr27;Weight sensor measuring empty truck weight;2024-05-09 09:51:50
Temp14;Silo14;Temperature sensor measuring silo temperature;2024-05-09 09:57:50
Humd14;Silo14;Humidity sensor measuring silo humidity;2024-05-09 09:57:50
GrainTemp40;Silo14;1st Grain Termperature sensor located in the silo;2024-05-09 09:57:50
GrainTemp41;Silo14;2nd Grain Termperature sensor located in the silo;2024-05-09 09:57:50
GrainTemp42;Silo14;3rd Grain Termperature sensor located in the silo;2024-05-09 09:57:50
WS13;tr20;Weight sensor measuring empty truck weight;2024-05-09 10:35:55
WS07;tr4;Weight sensor measuring empty truck weight;2024-05-09 10:52:42
WS16;tr12;Weight sensor measuring empty truck weight;2024-05-09 10:54:44
WS09;tr35;Weight sensor measuring loaded truck weight;2024-05-09 11:08:59
WS18;tr42;Weight sensor measuring empty truck weight;2024-05-09 11:18:56
WS06;tr6;Weight sensor measuring empty truck weight;2024-05-09 11:22:21
WS15;tr16;Weight sensor measuring empty truck weight;2024-05-09 11:38:19
Temp11;Silo11;Temperature sensor measuring silo temperature;2024-05-09 11:47:39
Humd11;Silo11;Humidity sensor measuring silo humidity;2024-05-09 11:47:39
GrainTemp31;Silo11;1st Grain Termperature sensor located in the silo;2024-05-09 11:47:39
GrainTemp32;Silo11;2nd Grain Termperature sensor located in the silo;2024-05-09 11:47:39
GrainTemp33;Silo11;3rd Grain Termperature sensor located in the silo;2024-05-09 11:47:39
WS12;tr18;Weight sensor measuring empty truck weight;2024-05-09 11:48:41
WS04;tr13;Weight sensor measuring empty truck weight;2024-05-09 12:01:12
WS19;tr45;Weight sensor measuring loaded truck weight;2024-05-09 12:37:48
WS19;tr15;Weight sensor measuring empty truck weight;2024-05-09 13:46:02
WS11;tr11;Weight sensor measuring empty truck weight;2024-05-09 13:48:08
WS01;tr44;Weight sensor measuring empty truck weight;2024-05-09 13:50:10
WS08;tr8;Weight sensor measuring loaded truck weight;2024-05-09 14:30:22
Temp11;Silo11;Temperature sensor measuring silo temperature;2024-05-09 14:45:50
Humd11;Silo11;Humidity sensor measuring silo humidity;2024-05-09 14:45:50
GrainTemp31;Silo11;1st Grain Termperature sensor located in the silo;2024-05-09 14:45:50
GrainTemp32;Silo11;2nd Grain Termperature sensor located in the silo;2024-05-09 14:45:50
GrainTemp33;Silo11;3rd Grain Termperature sensor located in the silo;2024-05-09 14:45:50
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-09 14:46:34
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-09 14:46:34
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-09 14:46:34
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-09 14:46:34
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-09 14:46:34
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-09 14:47:23
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-09 14:47:23
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-09 14:47:23
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-09 14:47:23
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-09 14:47:23
WS16;tr50;Weight sensor measuring empty truck weight;2024-05-09 14:59:07
WS05;tr3;Weight sensor measuring loaded truck weight;2024-05-09 15:01:12
WS07;tr24;Weight sensor measuring loaded truck weight;2024-05-09 15:15:33
WS13;tr7;Weight sensor measuring loaded truck weight;2024-05-09 15:39:04
WS05;tr43;Weight sensor measuring empty truck weight;2024-05-09 15:40:41
WS02;tr9;Weight sensor measuring empty truck weight;2024-05-09 15:59:00
WS01;tr14;Weight sensor measuring empty truck weight;2024-05-09 17:28:54
Temp19;Silo19;Temperature sensor measuring silo temperature;2024-05-09 17:40:19
Humd19;Silo19;Humidity sensor measuring silo humidity;2024-05-09 17:40:19
GrainTemp55;Silo19;1st Grain Termperature sensor located in the silo;2024-05-09 17:40:19
GrainTemp56;Silo19;2nd Grain Termperature sensor located in the silo;2024-05-09 17:40:19
GrainTemp57;Silo19;3rd Grain Termperature sensor located in the silo;2024-05-09 17:40:19
WS04;tr32;Weight sensor measuring empty truck weight;2024-05-10 07:33:13
Temp4;Silo4;Temperature sensor measuring silo temperature;2024-05-10 07:53:21
Humd4;Silo4;Humidity sensor measuring silo humidity;2024-05-10 07:53:21
GrainTemp10;Silo4;1st Grain Termperature sensor located in the silo;2024-05-10 07:53:21
GrainTemp11;Silo4;2nd Grain Termperature sensor located in the silo;2024-05-10 07:53:21
GrainTemp12;Silo4;3rd Grain Termperature sensor located in the silo;2024-05-10 07:53:21
WS02;tr33;Weight sensor measuring empty truck weight;2024-05-10 07:54:46
WS16;tr10;Weight sensor measuring loaded truck weight;2024-05-10 08:12:12
WS08;tr19;Weight sensor measuring empty truck weight;2024-05-10 08:13:19
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-10 09:51:26
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-10 09:51:26
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-10 09:51:26
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-10 09:51:26
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-10 09:51:26
WS11;tr28;Weight sensor measuring empty truck weight;2024-05-10 09:51:36
WS05;tr26;Weight sensor measuring empty truck weight;2024-05-10 09:54:18
Temp9;Silo9;Temperature sensor measuring silo temperature;2024-05-10 10:21:24
Humd9;Silo9;Humidity sensor measuring silo humidity;2024-05-10 10:21:24
GrainTemp25;Silo9;1st Grain Termperature sensor located in the silo;2024-05-10 10:21:24
GrainTemp26;Silo9;2nd Grain Termperature sensor located in the silo;2024-05-10 10:21:24
GrainTemp27;Silo9;3rd Grain Termperature sensor located in the silo;2024-05-10 10:21:24
WS20;tr22;Weight sensor measuring empty truck weight;2024-05-10 10:30:39
WS17;tr37;Weight sensor measuring empty truck weight;2024-05-10 11:13:26
WS01;tr49;Weight sensor measuring empty truck weight;2024-05-10 11:27:55
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-10 11:33:28
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-10 11:33:28
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-10 11:33:28
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-10 11:33:28
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-10 11:33:28
WS18;tr2;Weight sensor measuring empty truck weight;2024-05-10 12:07:31
WS14;tr6;Weight sensor measuring empty truck weight;2024-05-10 13:46:42
WS13;tr1;Weight sensor measuring empty truck weight;2024-05-10 14:37:51
WS03;tr48;Weight sensor measuring empty truck weight;2024-05-10 14:45:05
WS05;tr23;Weight sensor measuring loaded truck weight;2024-05-10 14:48:18
WS06;tr36;Weight sensor measuring empty truck weight;2024-05-10 15:19:51
WS12;tr47;Weight sensor measuring loaded truck weight;2024-05-10 15:21:24
WS11;tr34;Weight sensor measuring empty truck weight;2024-05-10 15:30:57
Temp4;Silo4;Temperature sensor measuring silo temperature;2024-05-10 15:53:22
Humd4;Silo4;Humidity sensor measuring silo humidity;2024-05-10 15:53:22
GrainTemp10;Silo4;1st Grain Termperature sensor located in the silo;2024-05-10 15:53:22
GrainTemp11;Silo4;2nd Grain Termperature sensor located in the silo;2024-05-10 15:53:22
GrainTemp12;Silo4;3rd Grain Termperature sensor located in the silo;2024-05-10 15:53:22
WS09;tr29;Weight sensor measuring loaded truck weight;2024-05-10 16:08:46
WS01;tr13;Weight sensor measuring empty truck weight;2024-05-10 19:11:54
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-13 07:25:49
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-13 07:25:49
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-13 07:25:49
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-13 07:25:49
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-13 07:25:49
WS15;tr40;Weight sensor measuring empty truck weight;2024-05-13 07:37:20
WS18;tr39;Weight sensor measuring empty truck weight;2024-05-13 07:38:36
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-13 07:40:58
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-13 07:40:58
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-13 07:40:58
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-13 07:40:58
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-13 07:40:58
WS03;tr3;Weight sensor measuring empty truck weight;2024-05-13 08:22:02
WS13;tr21;Weight sensor measuring empty truck weight;2024-05-13 09:02:31
WS12;tr8;Weight sensor measuring empty truck weight;2024-05-13 09:41:21
Temp14;Silo14;Temperature sensor measuring silo temperature;2024-05-13 09:47:52
Humd14;Silo14;Humidity sensor measuring silo humidity;2024-05-13 09:47:52
GrainTemp40;Silo14;1st Grain Termperature sensor located in the silo;2024-05-13 09:47:52
GrainTemp41;Silo14;2nd Grain Termperature sensor located in the silo;2024-05-13 09:47:52
GrainTemp42;Silo14;3rd Grain Termperature sensor located in the silo;2024-05-13 09:47:52
WS10;tr35;Weight sensor measuring empty truck weight;2024-05-13 09:48:10
WS17;tr17;Weight sensor measuring loaded truck weight;2024-05-13 09:58:11
WS20;tr12;Weight sensor measuring empty truck weight;2024-05-13 10:01:21
WS05;tr32;Weight sensor measuring empty truck weight;2024-05-13 10:32:34
WS08;tr4;Weight sensor measuring empty truck weight;2024-05-13 10:35:16
WS18;tr45;Weight sensor measuring empty truck weight;2024-05-13 10:38:22
WS16;tr41;Weight sensor measuring loaded truck weight;2024-05-13 10:42:20
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-13 10:45:24
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-13 10:45:24
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-13 10:45:24
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-13 10:45:24
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-13 10:45:24
WS15;tr20;Weight sensor measuring loaded truck weight;2024-05-13 10:47:11
WS06;tr30;Weight sensor measuring loaded truck weight;2024-05-13 10:55:15
WS17;tr7;Weight sensor measuring empty truck weight;2024-05-13 10:58:02
WS07;tr24;Weight sensor measuring empty truck weight;2024-05-13 10:58:20
WS16;tr25;Weight sensor measuring empty truck weight;2024-05-13 11:31:17
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-13 11:43:12
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-13 11:43:12
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-13 11:43:12
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-13 11:43:12
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-13 11:43:12
WS01;tr38;Weight sensor measuring loaded truck weight;2024-05-13 12:41:08
Temp9;Silo9;Temperature sensor measuring silo temperature;2024-05-13 13:44:11
Humd9;Silo9;Humidity sensor measuring silo humidity;2024-05-13 13:44:11
GrainTemp25;Silo9;1st Grain Termperature sensor located in the silo;2024-05-13 13:44:11
GrainTemp26;Silo9;2nd Grain Termperature sensor located in the silo;2024-05-13 13:44:11
GrainTemp27;Silo9;3rd Grain Termperature sensor located in the silo;2024-05-13 13:44:11
WS01;tr9;Weight sensor measuring empty truck weight;2024-05-13 13:59:37
WS13;tr42;Weight sensor measuring empty truck weight;2024-05-13 14:23:44
WS19;tr50;Weight sensor measuring loaded truck weight;2024-05-13 15:03:38
WS06;tr23;Weight sensor measuring empty truck weight;2024-05-13 15:27:33
WS19;tr31;Weight sensor measuring empty truck weight;2024-05-13 15:31:01
WS04;tr47;Weight sensor measuring empty truck weight;2024-05-13 15:36:19
Temp4;Silo4;Temperature sensor measuring silo temperature;2024-05-13 16:16:14
Humd4;Silo4;Humidity sensor measuring silo humidity;2024-05-13 16:16:14
GrainTemp10;Silo4;1st Grain Termperature sensor located in the silo;2024-05-13 16:16:14
GrainTemp11;Silo4;2nd Grain Termperature sensor located in the silo;2024-05-13 16:16:14
GrainTemp12;Silo4;3rd Grain Termperature sensor located in the silo;2024-05-13 16:16:14
WS02;tr33;Weight sensor measuring loaded truck weight;2024-05-13 16:24:22
WS16;tr44;Weight sensor measuring loaded truck weight;2024-05-13 17:08:36
WS18;tr1;Weight sensor measuring empty truck weight;2024-05-14 07:18:06
WS19;tr3;Weight sensor measuring empty truck weight;2024-05-14 08:46:12
WS03;tr43;Weight sensor measuring empty truck weight;2024-05-14 08:48:22
WS04;tr29;Weight sensor measuring empty truck weight;2024-05-14 08:58:46
WS17;tr10;Weight sensor measuring empty truck weight;2024-05-14 09:26:57
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-14 09:29:18
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-14 09:29:18
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-14 09:29:18
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-14 09:29:18
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-14 09:29:18
WS10;tr18;Weight sensor measuring empty truck weight;2024-05-14 09:47:03
WS07;tr40;Weight sensor measuring empty truck weight;2024-05-14 09:52:33
WS09;tr15;Weight sensor measuring empty truck weight;2024-05-14 09:53:48
WS16;tr14;Weight sensor measuring loaded truck weight;2024-05-14 10:00:05
WS05;tr34;Weight sensor measuring loaded truck weight;2024-05-14 10:16:02
WS20;tr27;Weight sensor measuring loaded truck weight;2024-05-14 10:19:54
WS16;tr19;Weight sensor measuring empty truck weight;2024-05-14 10:20:08
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-14 10:53:26
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-14 10:53:26
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-14 10:53:26
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-14 10:53:26
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-14 10:53:26
Temp9;Silo9;Temperature sensor measuring silo temperature;2024-05-14 10:56:47
Humd9;Silo9;Humidity sensor measuring silo humidity;2024-05-14 10:56:47
GrainTemp25;Silo9;1st Grain Termperature sensor located in the silo;2024-05-14 10:56:47
GrainTemp26;Silo9;2nd Grain Termperature sensor located in the silo;2024-05-14 10:56:47
GrainTemp27;Silo9;3rd Grain Termperature sensor located in the silo;2024-05-14 10:56:47
WS18;tr16;Weight sensor measuring loaded truck weight;2024-05-14 11:37:28
WS17;tr13;Weight sensor measuring empty truck weight;2024-05-14 11:56:16
WS02;tr26;Weight sensor measuring empty truck weight;2024-05-14 13:28:03
WS14;tr8;Weight sensor measuring empty truck weight;2024-05-14 13:34:28
WS15;tr35;Weight sensor measuring loaded truck weight;2024-05-14 14:27:39
WS08;tr30;Weight sensor measuring empty truck weight;2024-05-14 14:32:22
WS01;tr28;Weight sensor measuring empty truck weight;2024-05-14 14:46:36
WS03;tr17;Weight sensor measuring empty truck weight;2024-05-14 15:26:07
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-14 15:32:24
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-14 15:32:24
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-14 15:32:24
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-14 15:32:24
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-14 15:32:24
WS07;tr25;Weight sensor measuring empty truck weight;2024-05-14 15:43:03
WS17;tr11;Weight sensor measuring loaded truck weight;2024-05-14 17:09:10
WS12;tr22;Weight sensor measuring empty truck weight;2024-05-14 17:33:54
WS08;tr33;Weight sensor measuring empty truck weight;2024-05-14 17:49:17
Temp9;Silo9;Temperature sensor measuring silo temperature;2024-05-14 17:54:41
Humd9;Silo9;Humidity sensor measuring silo humidity;2024-05-14 17:54:41
GrainTemp25;Silo9;1st Grain Termperature sensor located in the silo;2024-05-14 17:54:41
GrainTemp26;Silo9;2nd Grain Termperature sensor located in the silo;2024-05-14 17:54:41
GrainTemp27;Silo9;3rd Grain Termperature sensor located in the silo;2024-05-14 17:54:41
WS13;tr32;Weight sensor measuring empty truck weight;2024-05-14 18:15:30
WS17;tr21;Weight sensor measuring loaded truck weight;2024-05-14 18:42:52
WS02;tr20;Weight sensor measuring empty truck weight;2024-05-14 19:14:42
WS19;tr36;Weight sensor measuring loaded truck weight;2024-05-15 08:03:56
WS01;tr44;Weight sensor measuring empty truck weight;2024-05-15 08:27:37
Temp11;Silo11;Temperature sensor measuring silo temperature;2024-05-15 09:15:43
Humd11;Silo11;Humidity sensor measuring silo humidity;2024-05-15 09:15:43
GrainTemp31;Silo11;1st Grain Termperature sensor located in the silo;2024-05-15 09:15:43
GrainTemp32;Silo11;2nd Grain Termperature sensor located in the silo;2024-05-15 09:15:43
GrainTemp33;Silo11;3rd Grain Termperature sensor located in the silo;2024-05-15 09:15:43
WS03;tr45;Weight sensor measuring empty truck weight;2024-05-15 09:17:12
WS04;tr41;Weight sensor measuring empty truck weight;2024-05-15 09:21:45
WS16;tr7;Weight sensor measuring empty truck weight;2024-05-15 09:39:18
WS19;tr50;Weight sensor measuring empty truck weight;2024-05-15 09:47:03
WS18;tr4;Weight sensor measuring empty truck weight;2024-05-15 09:50:48
WS07;tr24;Weight sensor measuring loaded truck weight;2024-05-15 09:58:22
WS01;tr31;Weight sensor measuring empty truck weight;2024-05-15 10:13:10
WS07;tr49;Weight sensor measuring empty truck weight;2024-05-15 10:29:07
WS13;tr39;Weight sensor measuring loaded truck weight;2024-05-15 10:58:48
WS10;tr37;Weight sensor measuring empty truck weight;2024-05-15 11:00:04
WS14;tr43;Weight sensor measuring empty truck weight;2024-05-15 11:02:55
Temp19;Silo19;Temperature sensor measuring silo temperature;2024-05-15 11:49:36
Humd19;Silo19;Humidity sensor measuring silo humidity;2024-05-15 11:49:36
GrainTemp55;Silo19;1st Grain Termperature sensor located in the silo;2024-05-15 11:49:36
GrainTemp56;Silo19;2nd Grain Termperature sensor located in the silo;2024-05-15 11:49:36
GrainTemp57;Silo19;3rd Grain Termperature sensor located in the silo;2024-05-15 11:49:36
Temp19;Silo19;Temperature sensor measuring silo temperature;2024-05-15 11:52:30
Humd19;Silo19;Humidity sensor measuring silo humidity;2024-05-15 11:52:30
GrainTemp55;Silo19;1st Grain Termperature sensor located in the silo;2024-05-15 11:52:30
GrainTemp56;Silo19;2nd Grain Termperature sensor located in the silo;2024-05-15 11:52:30
GrainTemp57;Silo19;3rd Grain Termperature sensor located in the silo;2024-05-15 11:52:30
WS12;tr19;Weight sensor measuring empty truck weight;2024-05-15 11:55:38
WS04;tr2;Weight sensor measuring loaded truck weight;2024-05-15 11:58:14
WS03;tr48;Weight sensor measuring empty truck weight;2024-05-15 12:10:58
WS15;tr6;Weight sensor measuring loaded truck weight;2024-05-15 12:33:57
Temp4;Silo4;Temperature sensor measuring silo temperature;2024-05-15 13:23:50
Humd4;Silo4;Humidity sensor measuring silo humidity;2024-05-15 13:23:50
GrainTemp10;Silo4;1st Grain Termperature sensor located in the silo;2024-05-15 13:23:50
GrainTemp11;Silo4;2nd Grain Termperature sensor located in the silo;2024-05-15 13:23:50
GrainTemp12;Silo4;3rd Grain Termperature sensor located in the silo;2024-05-15 13:23:50
WS09;tr38;Weight sensor measuring empty truck weight;2024-05-15 13:40:45
Temp9;Silo9;Temperature sensor measuring silo temperature;2024-05-15 13:45:58
Humd9;Silo9;Humidity sensor measuring silo humidity;2024-05-15 13:45:58
GrainTemp25;Silo9;1st Grain Termperature sensor located in the silo;2024-05-15 13:45:58
GrainTemp26;Silo9;2nd Grain Termperature sensor located in the silo;2024-05-15 13:45:58
GrainTemp27;Silo9;3rd Grain Termperature sensor located in the silo;2024-05-15 13:45:58
WS07;tr12;Weight sensor measuring empty truck weight;2024-05-15 14:23:49
Temp9;Silo9;Temperature sensor measuring silo temperature;2024-05-15 14:52:46
Humd9;Silo9;Humidity sensor measuring silo humidity;2024-05-15 14:52:46
GrainTemp25;Silo9;1st Grain Termperature sensor located in the silo;2024-05-15 14:52:46
GrainTemp26;Silo9;2nd Grain Termperature sensor located in the silo;2024-05-15 14:52:46
GrainTemp27;Silo9;3rd Grain Termperature sensor located in the silo;2024-05-15 14:52:46
WS04;tr1;Weight sensor measuring empty truck weight;2024-05-15 14:53:41
WS14;tr29;Weight sensor measuring empty truck weight;2024-05-15 15:07:27
WS20;tr40;Weight sensor measuring empty truck weight;2024-05-15 15:10:34
WS02;tr46;Weight sensor measuring loaded truck weight;2024-05-15 15:21:29
WS03;tr8;Weight sensor measuring empty truck weight;2024-05-15 15:39:38
WS05;tr14;Weight sensor measuring empty truck weight;2024-05-15 15:51:19
WS06;tr23;Weight sensor measuring loaded truck weight;2024-05-15 16:06:12
WS06;tr15;Weight sensor measuring empty truck weight;2024-05-15 16:51:27
WS18;tr10;Weight sensor measuring loaded truck weight;2024-05-15 16:54:17
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-15 16:55:08
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-15 16:55:08
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-15 16:55:08
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-15 16:55:08
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-15 16:55:08
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-15 17:23:08
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-15 17:23:08
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-15 17:23:08
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-15 17:23:08
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-15 17:23:08
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-15 18:34:27
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-15 18:34:27
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-15 18:34:27
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-15 18:34:27
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-15 18:34:27
WS04;tr27;Weight sensor measuring empty truck weight;2024-05-16 07:27:16
WS14;tr9;Weight sensor measuring empty truck weight;2024-05-16 08:40:48
WS05;tr47;Weight sensor measuring loaded truck weight;2024-05-16 08:49:27
WS07;tr17;Weight sensor measuring loaded truck weight;2024-05-16 09:35:17
WS05;tr5;Weight sensor measuring loaded truck weight;2024-05-16 09:55:24
WS02;tr42;Weight sensor measuring empty truck weight;2024-05-16 10:07:36
WS03;tr16;Weight sensor measuring empty truck weight;2024-05-16 10:20:10
WS13;tr25;Weight sensor measuring empty truck weight;2024-05-16 10:39:13
WS06;tr11;Weight sensor measuring empty truck weight;2024-05-16 10:56:11
WS08;tr22;Weight sensor measuring empty truck weight;2024-05-16 10:56:29
WS18;tr41;Weight sensor measuring empty truck weight;2024-05-16 10:57:59
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-16 11:35:05
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-16 11:35:05
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-16 11:35:05
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-16 11:35:05
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-16 11:35:05
WS12;tr45;Weight sensor measuring empty truck weight;2024-05-16 12:01:58
WS10;tr35;Weight sensor measuring empty truck weight;2024-05-16 13:37:09
WS14;tr7;Weight sensor measuring loaded truck weight;2024-05-16 13:47:30
WS06;tr28;Weight sensor measuring empty truck weight;2024-05-16 14:16:12
WS03;tr18;Weight sensor measuring empty truck weight;2024-05-16 14:35:00
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-16 14:38:06
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-16 14:38:06
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-16 14:38:06
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-16 14:38:06
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-16 14:38:06
WS16;tr26;Weight sensor measuring loaded truck weight;2024-05-16 14:42:08
WS14;tr37;Weight sensor measuring empty truck weight;2024-05-16 15:08:17
WS05;tr44;Weight sensor measuring empty truck weight;2024-05-16 15:30:10
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-16 15:48:02
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-16 15:48:02
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-16 15:48:02
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-16 15:48:02
