event_id,activity,timestamp,ocel_object_id,ocel_IoT_object_id,RFID No,Cargo ID,LPT,Axles,Scheduled Pickup Weight,Truck Status,Truck Weight,Is_normal,pickup,Pickup Plan ID
load_trucktr2,Load Truck,2024-05-15 15:23:58,tr2,,,,,,,,,,99,Pcp9
weigh_loaded_trucktr2,Weigh the Loaded Truck,2024-05-20 09:43:27,tr2,WS12,,,,,,,21486.8,,99,Pcp9
input_tally_sheettr2,Input the Tally Sheet,2024-05-20 10:58:36,tr2,,,,,,,,,,99,Pcp9
print_w_tickettr2,Print the Weighing Ticket,2024-05-20 10:58:36,tr2,,,,,,,,,,99,Pcp9
eval_trs_exittr2_Pcp9,Evaluate the Truck Exit,2024-05-20 12:08:52,tr2,,,,,,,Available,,,99,Pcp9
assign_trs_Pcp2,Assign Trucks,2024-05-21 10:38:31,tr2,,,Cr4,,,9550.8,Occupied,,,100,Pcp2
trs_entrytr2,Enter the port,2024-05-21 17:25:25,tr2,rfidZPKIJB,,,,,,,,,100,Pcp2
weigh_empty_trucktr2,Weigh the Empty Truck,2024-05-21 19:23:07,tr2,WS08,,,,,,,13070.2,,100,Pcp2
check_abnormalitytr2,Check Empty Truck Weight Abnormality,2024-05-22 07:35:36,tr2,rfidZPKIJB,,,,,,,,,100,Pcp2
fail_weightr2,Fail to Weigh,2024-05-22 08:59:27,tr2,,,,,,,Available,,abnormal,100,Pcp2
assign_trs_Pcp6,Assign Trucks,2024-05-22 12:28:17,tr2,,,Cr18,,,9295.0,Occupied,,,101,Pcp6
trs_entrytr2,Enter the port,2024-05-23 16:29:07,tr2,rfidZPKIJB,,,,,,,,,101,Pcp6
weigh_empty_trucktr2,Weigh the Empty Truck,2024-05-23 16:42:47,tr2,WS10,,,,,,,15995.3,,101,Pcp6
check_abnormalitytr2,Check Empty Truck Weight Abnormality,2024-05-23 17:54:16,tr2,rfidZPKIJB,,,,,,,,,101,Pcp6
fail_weightr2,Fail to Weigh,2024-05-24 08:51:42,tr2,,,,,,,Available,,abnormal,101,Pcp6
assign_trs_Pcp10,Assign Trucks,2024-05-24 12:39:00,tr2,,,Cr6,,,9334.1,Occupied,,,102,Pcp10
trs_entrytr2,Enter the port,2024-05-27 14:16:58,tr2,rfidZPKIJB,,,,,,,,,102,Pcp10
weigh_empty_trucktr2,Weigh the Empty Truck,2024-05-27 14:26:00,tr2,WS01,,,,,,,14081.1,,102,Pcp10
check_abnormalitytr2,Check Empty Truck Weight Abnormality,2024-05-27 14:31:00,tr2,rfidZPKIJB,,,,,,,,,102,Pcp10
fail_weightr2,Fail to Weigh,2024-05-27 14:53:18,tr2,,,,,,,Available,,abnormal,102,Pcp10
assign_trs_Pcp6,Assign Trucks,2024-05-27 17:08:33,tr2,,,Cr18,,,9373.3,Occupied,,,103,Pcp6
trs_entrytr2,Enter the port,2024-05-29 07:10:53,tr2,rfidZPKIJB,,,,,,,,,103,Pcp6
weigh_empty_trucktr2,Weigh the Empty Truck,2024-05-29 07:41:42,tr2,WS13,,,,,,,12729.3,,103,Pcp6
check_abnormalitytr2,Check Empty Truck Weight Abnormality,2024-05-29 07:57:45,tr2,rfidZPKIJB,,,,,,,,,103,Pcp6
fail_weightr2,Fail to Weigh,2024-05-29 10:35:05,tr2,,,,,,,Available,,abnormal,103,Pcp6
assign_trs_Pcp8,Assign Trucks,2024-05-29 15:16:46,tr2,,,Cr13,,,9514.3,Occupied,,,104,Pcp8
trs_entrytr2,Enter the port,2024-05-30 14:21:55,tr2,rfidZPKIJB,,,,,,,,,104,Pcp8
weigh_empty_trucktr2,Weigh the Empty Truck,2024-05-30 14:36:11,tr2,WS03,,,,,,,11901.9,,104,Pcp8
check_abnormalitytr2,Check Empty Truck Weight Abnormality,2024-05-30 14:55:10,tr2,rfidZPKIJB,,,,,,,,,104,Pcp8
arrive_at_Silo16,Arrive at the Silo,2024-05-30 16:39:25,tr2,,,,,,,,,normal,104,Pcp8
load_trucktr2,Load Truck,2024-05-30 18:34:09,tr2,,,,,,,,,,104,Pcp8
weigh_loaded_trucktr2,Weigh the Loaded Truck,2024-05-31 19:19:29,tr2,WS08,,,,,,,21416.2,,104,Pcp8
print_w_tickettr2,Print the Weighing Ticket,2024-06-05 19:56:47,tr2,,,,,,,,,,104,Pcp8
input_tally_sheettr2,Input the Tally Sheet,2024-06-05 19:56:47,tr2,,,,,,,,,,104,Pcp8
eval_trs_exittr2_Pcp8,Evaluate the Truck Exit,2024-06-06 08:27:07,tr2,,,,,,,Available,,,104,Pcp8
assign_trs_Pcp5,Assign Trucks,2024-05-01 10:42:22,tr20,,,Cr2,,,9321.4,Occupied,,,105,Pcp5
trs_entrytr20,Enter the port,2024-05-02 07:42:35,tr20,rfidZIMVBU,,,,,,,,,105,Pcp5
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-02 08:46:31,tr20,WS01,,,,,,,12449.0,,105,Pcp5
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-02 10:08:48,tr20,rfidZIMVBU,,,,,,,,,105,Pcp5
arrive_at_Silo20,Arrive at the Silo,2024-05-02 10:59:00,tr20,,,,,,,,,normal,105,Pcp5
load_trucktr20,Load Truck,2024-05-02 13:24:18,tr20,,,,,,,,,,105,Pcp5
weigh_loaded_trucktr20,Weigh the Loaded Truck,2024-05-09 07:49:32,tr20,WS08,,,,,,,21770.4,,105,Pcp5
print_w_tickettr20,Print the Weighing Ticket,2024-05-09 10:57:48,tr20,,,,,,,,,,105,Pcp5
input_tally_sheettr20,Input the Tally Sheet,2024-05-09 10:57:48,tr20,,,,,,,,,,105,Pcp5
eval_trs_exittr20_Pcp5,Evaluate the Truck Exit,2024-05-09 12:01:54,tr20,,,,,,,Available,,,105,Pcp5
assign_trs_Pcp8,Assign Trucks,2024-05-09 16:06:59,tr20,,,Cr13,,,9530.2,Occupied,,,106,Pcp8
trs_entrytr20,Enter the port,2024-05-10 13:47:20,tr20,rfidZIMVBU,,,,,,,,,106,Pcp8
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-10 13:59:26,tr20,WS12,,,,,,,15561.5,,106,Pcp8
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-10 15:26:34,tr20,rfidZIMVBU,,,,,,,,,106,Pcp8
fail_weightr20,Fail to Weigh,2024-05-10 15:52:40,tr20,,,,,,,Available,,abnormal,106,Pcp8
assign_trs_Pcp1,Assign Trucks,2024-05-13 09:53:26,tr20,,,Cr20,,,9295.7,Occupied,,,107,Pcp1
trs_entrytr20,Enter the port,2024-05-13 17:52:53,tr20,rfidZIMVBU,,,,,,,,,107,Pcp1
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-14 08:04:43,tr20,WS13,,,,,,,11337.0,,107,Pcp1
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-14 09:28:01,tr20,rfidZIMVBU,,,,,,,,,107,Pcp1
arrive_at_Silo15,Arrive at the Silo,2024-05-14 11:37:28,tr20,,,,,,,,,normal,107,Pcp1
load_trucktr20,Load Truck,2024-05-14 13:54:47,tr20,,,,,,,,,,107,Pcp1
weigh_loaded_trucktr20,Weigh the Loaded Truck,2024-05-16 16:17:59,tr20,WS08,,,,,,,20632.7,,107,Pcp1
input_tally_sheettr20,Input the Tally Sheet,2024-05-16 16:34:56,tr20,,,,,,,,,,107,Pcp1
print_w_tickettr20,Print the Weighing Ticket,2024-05-16 16:34:56,tr20,,,,,,,,,,107,Pcp1
eval_trs_exittr20_Pcp1,Evaluate the Truck Exit,2024-05-16 17:51:58,tr20,,,,,,,Available,,,107,Pcp1
assign_trs_Pcp10,Assign Trucks,2024-05-17 14:50:33,tr20,,,Cr6,,,9279.1,Occupied,,,108,Pcp10
trs_entrytr20,Enter the port,2024-05-21 08:04:01,tr20,rfidZIMVBU,,,,,,,,,108,Pcp10
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-21 08:42:41,tr20,WS01,,,,,,,13682.1,,108,Pcp10
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-21 08:49:04,tr20,rfidZIMVBU,,,,,,,,,108,Pcp10
fail_weightr20,Fail to Weigh,2024-05-21 10:48:48,tr20,,,,,,,Available,,abnormal,108,Pcp10
assign_trs_Pcp6,Assign Trucks,2024-05-21 12:25:35,tr20,,,Cr18,,,9492.5,Occupied,,,109,Pcp6
trs_entrytr20,Enter the port,2024-05-22 18:53:01,tr20,rfidZIMVBU,,,,,,,,,109,Pcp6
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-23 08:15:51,tr20,WS03,,,,,,,16446.4,,109,Pcp6
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-23 08:27:43,tr20,rfidZIMVBU,,,,,,,,,109,Pcp6
fail_weightr20,Fail to Weigh,2024-05-23 09:45:43,tr20,,,,,,,Available,,abnormal,109,Pcp6
assign_trs_Pcp7,Assign Trucks,2024-05-23 11:37:39,tr20,,,Cr1,,,9452.0,Occupied,,,110,Pcp7
trs_entrytr20,Enter the port,2024-05-24 11:29:25,tr20,rfidZIMVBU,,,,,,,,,110,Pcp7
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-24 11:38:38,tr20,WS11,,,,,,,13524.1,,110,Pcp7
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-24 11:43:29,tr20,rfidZIMVBU,,,,,,,,,110,Pcp7
fail_weightr20,Fail to Weigh,2024-05-24 14:25:39,tr20,,,,,,,Available,,abnormal,110,Pcp7
assign_trs_Pcp4,Assign Trucks,2024-05-24 16:03:24,tr20,,,Cr17,,,9358.9,Occupied,,,111,Pcp4
trs_entrytr20,Enter the port,2024-05-28 11:33:15,tr20,rfidZIMVBU,,,,,,,,,111,Pcp4
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-28 11:38:58,tr20,WS16,,,,,,,16039.9,,111,Pcp4
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-28 11:42:41,tr20,rfidZIMVBU,,,,,,,,,111,Pcp4
fail_weightr20,Fail to Weigh,2024-05-28 14:16:39,tr20,,,,,,,Available,,abnormal,111,Pcp4
assign_trs_Pcp8,Assign Trucks,2024-05-29 08:50:01,tr20,,,Cr13,,,9339.2,Occupied,,,112,Pcp8
trs_entrytr20,Enter the port,2024-05-30 16:26:20,tr20,rfidZIMVBU,,,,,,,,,112,Pcp8
weigh_empty_trucktr20,Weigh the Empty Truck,2024-05-30 16:48:08,tr20,WS04,,,,,,,16144.2,,112,Pcp8
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-05-30 18:26:28,tr20,rfidZIMVBU,,,,,,,,,112,Pcp8
fail_weightr20,Fail to Weigh,2024-05-31 09:01:54,tr20,,,,,,,Available,,abnormal,112,Pcp8
assign_trs_Pcp7,Assign Trucks,2024-05-31 16:21:29,tr20,,,Cr1,,,9493.4,Occupied,,,113,Pcp7
trs_entrytr20,Enter the port,2024-06-03 14:35:47,tr20,rfidZIMVBU,,,,,,,,,113,Pcp7
weigh_empty_trucktr20,Weigh the Empty Truck,2024-06-03 14:42:58,tr20,WS09,,,,,,,15133.3,,113,Pcp7
check_abnormalitytr20,Check Empty Truck Weight Abnormality,2024-06-03 14:57:27,tr20,rfidZIMVBU,,,,,,,,,113,Pcp7
fail_weightr20,Fail to Weigh,2024-06-03 16:30:12,tr20,,,,,,,Available,,abnormal,113,Pcp7
assign_trs_Pcp5,Assign Trucks,2024-05-01 12:48:26,tr21,,,Cr2,,,9406.1,Occupied,,,114,Pcp5
trs_entrytr21,Enter the port,2024-05-03 11:37:36,tr21,rfidDXYTZF,,,,,,,,,114,Pcp5
weigh_empty_trucktr21,Weigh the Empty Truck,2024-05-03 11:55:23,tr21,WS03,,,,,,,13955.7,,114,Pcp5
check_abnormalitytr21,Check Empty Truck Weight Abnormality,2024-05-03 14:18:04,tr21,rfidDXYTZF,,,,,,,,,114,Pcp5
arrive_at_Silo20,Arrive at the Silo,2024-05-03 16:35:58,tr21,,,,,,,,,normal,114,Pcp5
load_trucktr21,Load Truck,2024-05-03 16:56:18,tr21,,,,,,,,,,114,Pcp5
weigh_loaded_trucktr21,Weigh the Loaded Truck,2024-05-08 11:08:27,tr21,WS19,,,,,,,23361.8,,114,Pcp5
print_w_tickettr21,Print the Weighing Ticket,2024-05-08 11:32:51,tr21,,,,,,,,,,114,Pcp5
input_tally_sheettr21,Input the Tally Sheet,2024-05-08 11:32:51,tr21,,,,,,,,,,114,Pcp5
eval_trs_exittr21_Pcp5,Evaluate the Truck Exit,2024-05-08 13:44:10,tr21,,,,,,,Available,,,114,Pcp5
assign_trs_Pcp1,Assign Trucks,2024-05-08 16:06:02,tr21,,,Cr20,,,9354.1,Occupied,,,115,Pcp1
trs_entrytr21,Enter the port,2024-05-09 15:31:39,tr21,rfidDXYTZF,,,,,,,,,115,Pcp1
weigh_empty_trucktr21,Weigh the Empty Truck,2024-05-09 15:47:10,tr21,WS02,,,,,,,11271.2,,115,Pcp1
check_abnormalitytr21,Check Empty Truck Weight Abnormality,2024-05-09 17:11:43,tr21,rfidDXYTZF,,,,,,,,,115,Pcp1
arrive_at_Silo15,Arrive at the Silo,2024-05-10 07:52:27,tr21,,,,,,,,,normal,115,Pcp1
load_trucktr21,Load Truck,2024-05-10 09:06:50,tr21,,,,,,,,,,115,Pcp1
weigh_loaded_trucktr21,Weigh the Loaded Truck,2024-05-13 08:35:17,tr21,WS19,,,,,,,20625.3,,115,Pcp1
input_tally_sheettr21,Input the Tally Sheet,2024-05-13 11:11:13,tr21,,,,,,,,,,115,Pcp1
print_w_tickettr21,Print the Weighing Ticket,2024-05-13 11:11:13,tr21,,,,,,,,,,115,Pcp1
eval_trs_exittr21_Pcp1,Evaluate the Truck Exit,2024-05-13 11:21:31,tr21,,,,,,,Available,,,115,Pcp1
assign_trs_Pcp2,Assign Trucks,2024-05-14 07:52:54,tr21,,,Cr4,,,9521.0,Occupied,,,116,Pcp2
trs_entrytr21,Enter the port,2024-05-15 11:28:00,tr21,rfidDXYTZF,,,,,,,,,116,Pcp2
weigh_empty_trucktr21,Weigh the Empty Truck,2024-05-15 11:41:46,tr21,WS07,,,,,,,16447.1,,116,Pcp2
check_abnormalitytr21,Check Empty Truck Weight Abnormality,2024-05-15 11:50:50,tr21,rfidDXYTZF,,,,,,,,,116,Pcp2
fail_weightr21,Fail to Weigh,2024-05-15 14:35:57,tr21,,,,,,,Available,,abnormal,116,Pcp2
assign_trs_Pcp6,Assign Trucks,2024-05-16 10:02:32,tr21,,,Cr18,,,9456.0,Occupied,,,117,Pcp6
trs_entrytr21,Enter the port,2024-05-17 15:24:27,tr21,rfidDXYTZF,,,,,,,,,117,Pcp6
weigh_empty_trucktr21,Weigh the Empty Truck,2024-05-17 15:40:16,tr21,WS20,,,,,,,11043.4,,117,Pcp6
check_abnormalitytr21,Check Empty Truck Weight Abnormality,2024-05-17 15:57:55,tr21,rfidDXYTZF,,,,,,,,,117,Pcp6
arrive_at_Silo2,Arrive at the Silo,2024-05-20 07:51:21,tr21,,,,,,,,,normal,117,Pcp6
load_trucktr21,Load Truck,2024-05-20 09:44:58,tr21,,,,,,,,,,117,Pcp6
weigh_loaded_trucktr21,Weigh the Loaded Truck,2024-05-21 11:21:40,tr21,WS12,,,,,,,20499.4,,117,Pcp6
print_w_tickettr21,Print the Weighing Ticket,2024-05-21 11:43:10,tr21,,,,,,,,,,117,Pcp6
input_tally_sheettr21,Input the Tally Sheet,2024-05-21 11:43:10,tr21,,,,,,,,,,117,Pcp6
eval_trs_exittr21_Pcp6,Evaluate the Truck Exit,2024-05-21 11:55:01,tr21,,,,,,,Available,,,117,Pcp6
assign_trs_Pcp6,Assign Trucks,2024-05-21 19:13:06,tr21,,,Cr18,,,9339.4,Occupied,,,118,Pcp6
trs_entrytr21,Enter the port,2024-05-23 09:40:30,tr21,rfidDXYTZF,,,,,,,,,118,Pcp6
weigh_empty_trucktr21,Weigh the Empty Truck,2024-05-23 09:50:01,tr21,WS17,,,,,,,11804.0,,118,Pcp6
check_abnormalitytr21,Check Empty Truck Weight Abnormality,2024-05-23 11:21:08,tr21,rfidDXYTZF,,,,,,,,,118,Pcp6
arrive_at_Silo2,Arrive at the Silo,2024-05-23 14:49:12,tr21,,,,,,,,,normal,118,Pcp6
load_trucktr21,Load Truck,2024-05-23 15:58:58,tr21,,,,,,,,,,118,Pcp6
weigh_loaded_trucktr21,Weigh the Loaded Truck,2024-05-24 19:52:19,tr21,WS07,,,,,,,21143.4,,118,Pcp6
input_tally_sheettr21,Input the Tally Sheet,2024-05-29 20:23:41,tr21,,,,,,,,,,118,Pcp6
print_w_tickettr21,Print the Weighing Ticket,2024-05-29 20:23:41,tr21,,,,,,,,,,118,Pcp6
eval_trs_exittr21_Pcp6,Evaluate the Truck Exit,2024-05-30 08:23:39,tr21,,,,,,,Available,,,118,Pcp6
assign_trs_Pcp7,Assign Trucks,2024-05-30 12:20:39,tr21,,,Cr1,,,9550.2,Occupied,,,119,Pcp7
trs_entrytr21,Enter the port,2024-05-31 10:53:18,tr21,rfidDXYTZF,,,,,,,,,119,Pcp7
weigh_empty_trucktr21,Weigh the Empty Truck,2024-05-31 11:56:18,tr21,WS08,,,,,,,15608.5,,119,Pcp7
check_abnormalitytr21,Check Empty Truck Weight Abnormality,2024-05-31 14:19:25,tr21,rfidDXYTZF,,,,,,,,,119,Pcp7
fail_weightr21,Fail to Weigh,2024-05-31 14:48:22,tr21,,,,,,,Available,,abnormal,119,Pcp7
assign_trs_Pcp8,Assign Trucks,2024-05-31 16:50:16,tr21,,,Cr13,,,9416.2,Occupied,,,120,Pcp8
trs_entrytr21,Enter the port,2024-06-04 12:17:24,tr21,rfidDXYTZF,,,,,,,,,120,Pcp8
weigh_empty_trucktr21,Weigh the Empty Truck,2024-06-04 13:24:46,tr21,WS16,,,,,,,11773.1,,120,Pcp8
check_abnormalitytr21,Check Empty Truck Weight Abnormality,2024-06-04 13:35:57,tr21,rfidDXYTZF,,,,,,,,,120,Pcp8
arrive_at_Silo16,Arrive at the Silo,2024-06-04 15:38:26,tr21,,,,,,,,,normal,120,Pcp8
load_trucktr21,Load Truck,2024-06-04 15:55:20,tr21,,,,,,,,,,120,Pcp8
weigh_loaded_trucktr21,Weigh the Loaded Truck,2024-06-07 11:57:15,tr21,WS11,,,,,,,21189.3,,120,Pcp8
print_w_tickettr21,Print the Weighing Ticket,2024-06-07 16:46:41,tr21,,,,,,,,,,120,Pcp8
input_tally_sheettr21,Input the Tally Sheet,2024-06-07 16:46:41,tr21,,,,,,,,,,120,Pcp8
eval_trs_exittr21_Pcp8,Evaluate the Truck Exit,2024-06-07 19:21:02,tr21,,,,,,,Available,,,120,Pcp8
assign_trs_Pcp5,Assign Trucks,2024-05-01 12:51:48,tr22,,,Cr2,,,9395.0,Occupied,,,121,Pcp5
trs_entrytr22,Enter the port,2024-05-03 08:36:50,tr22,rfidNJVBRP,,,,,,,,,121,Pcp5
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-03 08:49:52,tr22,WS05,,,,,,,11106.1,,121,Pcp5
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-03 09:54:56,tr22,rfidNJVBRP,,,,,,,,,121,Pcp5
arrive_at_Silo20,Arrive at the Silo,2024-05-03 11:56:13,tr22,,,,,,,,,normal,121,Pcp5
load_trucktr22,Load Truck,2024-05-03 14:17:54,tr22,,,,,,,,,,121,Pcp5
weigh_loaded_trucktr22,Weigh the Loaded Truck,2024-05-07 16:54:22,tr22,WS06,,,,,,,20501.1,,121,Pcp5
input_tally_sheettr22,Input the Tally Sheet,2024-05-08 09:26:18,tr22,,,,,,,,,,121,Pcp5
print_w_tickettr22,Print the Weighing Ticket,2024-05-08 09:26:18,tr22,,,,,,,,,,121,Pcp5
eval_trs_exittr22_Pcp5,Evaluate the Truck Exit,2024-05-08 09:35:32,tr22,,,,,,,Available,,,121,Pcp5
assign_trs_Pcp3,Assign Trucks,2024-05-08 14:38:21,tr22,,,Cr7,,,9467.3,Occupied,,,122,Pcp3
trs_entrytr22,Enter the port,2024-05-10 11:39:23,tr22,rfidNJVBRP,,,,,,,,,122,Pcp3
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-10 11:49:53,tr22,WS03,,,,,,,13556.4,,122,Pcp3
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-10 14:30:28,tr22,rfidNJVBRP,,,,,,,,,122,Pcp3
fail_weightr22,Fail to Weigh,2024-05-10 16:10:06,tr22,,,,,,,Available,,abnormal,122,Pcp3
assign_trs_Pcp3,Assign Trucks,2024-05-13 09:37:28,tr22,,,Cr7,,,9419.8,Occupied,,,123,Pcp3
trs_entrytr22,Enter the port,2024-05-14 15:42:33,tr22,rfidNJVBRP,,,,,,,,,123,Pcp3
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-14 15:52:46,tr22,WS07,,,,,,,11745.8,,123,Pcp3
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-14 17:45:09,tr22,rfidNJVBRP,,,,,,,,,123,Pcp3
arrive_at_Silo3,Arrive at the Silo,2024-05-15 09:27:09,tr22,,,,,,,,,normal,123,Pcp3
load_trucktr22,Load Truck,2024-05-15 09:50:05,tr22,,,,,,,,,,123,Pcp3
weigh_loaded_trucktr22,Weigh the Loaded Truck,2024-05-15 19:38:36,tr22,WS09,,,,,,,21165.6,,123,Pcp3
print_w_tickettr22,Print the Weighing Ticket,2024-05-16 21:52:19,tr22,,,,,,,,,,123,Pcp3
input_tally_sheettr22,Input the Tally Sheet,2024-05-16 21:52:19,tr22,,,,,,,,,,123,Pcp3
eval_trs_exittr22_Pcp3,Evaluate the Truck Exit,2024-05-17 09:10:00,tr22,,,,,,,Available,,,123,Pcp3
assign_trs_Pcp10,Assign Trucks,2024-05-17 14:30:18,tr22,,,Cr6,,,9390.2,Occupied,,,124,Pcp10
trs_entrytr22,Enter the port,2024-05-20 11:26:11,tr22,rfidNJVBRP,,,,,,,,,124,Pcp10
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-20 11:32:23,tr22,WS04,,,,,,,15974.4,,124,Pcp10
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-20 13:47:19,tr22,rfidNJVBRP,,,,,,,,,124,Pcp10
fail_weightr22,Fail to Weigh,2024-05-20 15:25:00,tr22,,,,,,,Available,,abnormal,124,Pcp10
assign_trs_Pcp1,Assign Trucks,2024-05-20 17:55:05,tr22,,,Cr20,,,9324.4,Occupied,,,125,Pcp1
trs_entrytr22,Enter the port,2024-05-21 14:30:12,tr22,rfidNJVBRP,,,,,,,,,125,Pcp1
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-21 14:49:22,tr22,WS10,,,,,,,13974.2,,125,Pcp1
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-21 15:56:13,tr22,rfidNJVBRP,,,,,,,,,125,Pcp1
fail_weightr22,Fail to Weigh,2024-05-21 17:51:00,tr22,,,,,,,Available,,abnormal,125,Pcp1
assign_trs_Pcp10,Assign Trucks,2024-05-22 10:25:41,tr22,,,Cr6,,,9431.7,Occupied,,,126,Pcp10
trs_entrytr22,Enter the port,2024-05-22 17:43:16,tr22,rfidNJVBRP,,,,,,,,,126,Pcp10
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-23 07:48:39,tr22,WS15,,,,,,,14306.9,,126,Pcp10
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-23 08:49:00,tr22,rfidNJVBRP,,,,,,,,,126,Pcp10
fail_weightr22,Fail to Weigh,2024-05-23 10:07:54,tr22,,,,,,,Available,,abnormal,126,Pcp10
assign_trs_Pcp10,Assign Trucks,2024-05-23 11:48:17,tr22,,,Cr6,,,9373.5,Occupied,,,127,Pcp10
trs_entrytr22,Enter the port,2024-05-27 09:59:41,tr22,rfidNJVBRP,,,,,,,,,127,Pcp10
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-27 11:30:10,tr22,WS05,,,,,,,13997.9,,127,Pcp10
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-27 11:58:58,tr22,rfidNJVBRP,,,,,,,,,127,Pcp10
fail_weightr22,Fail to Weigh,2024-05-27 14:56:14,tr22,,,,,,,Available,,abnormal,127,Pcp10
assign_trs_Pcp7,Assign Trucks,2024-05-27 18:46:25,tr22,,,Cr1,,,9538.2,Occupied,,,128,Pcp7
trs_entrytr22,Enter the port,2024-05-30 08:33:41,tr22,rfidNJVBRP,,,,,,,,,128,Pcp7
weigh_empty_trucktr22,Weigh the Empty Truck,2024-05-30 08:55:59,tr22,WS08,,,,,,,15727.7,,128,Pcp7
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-05-30 10:04:11,tr22,rfidNJVBRP,,,,,,,,,128,Pcp7
fail_weightr22,Fail to Weigh,2024-05-30 11:32:46,tr22,,,,,,,Available,,abnormal,128,Pcp7
assign_trs_Pcp10,Assign Trucks,2024-05-30 15:23:10,tr22,,,Cr6,,,9292.3,Occupied,,,129,Pcp10
trs_entrytr22,Enter the port,2024-06-04 09:01:25,tr22,rfidNJVBRP,,,,,,,,,129,Pcp10
weigh_empty_trucktr22,Weigh the Empty Truck,2024-06-04 09:09:13,tr22,WS15,,,,,,,16038.0,,129,Pcp10
check_abnormalitytr22,Check Empty Truck Weight Abnormality,2024-06-04 09:16:30,tr22,rfidNJVBRP,,,,,,,,,129,Pcp10
fail_weightr22,Fail to Weigh,2024-06-04 09:45:50,tr22,,,,,,,Available,,abnormal,129,Pcp10
assign_trs_Pcp5,Assign Trucks,2024-05-01 10:15:14,tr23,,,Cr2,,,9398.5,Occupied,,,130,Pcp5
trs_entrytr23,Enter the port,2024-05-01 15:22:37,tr23,rfidPBXSPB,,,,,,,,,130,Pcp5
weigh_empty_trucktr23,Weigh the Empty Truck,2024-05-01 15:47:26,tr23,WS09,,,,,,,11187.1,,130,Pcp5
check_abnormalitytr23,Check Empty Truck Weight Abnormality,2024-05-01 16:54:39,tr23,rfidPBXSPB,,,,,,,,,130,Pcp5
arrive_at_Silo20,Arrive at the Silo,2024-05-02 09:30:45,tr23,,,,,,,,,normal,130,Pcp5
load_trucktr23,Load Truck,2024-05-02 10:58:13,tr23,,,,,,,,,,130,Pcp5
weigh_loaded_trucktr23,Weigh the Loaded Truck,2024-05-06 15:51:01,tr23,WS20,,,,,,,20585.6,,130,Pcp5
input_tally_sheettr23,Input the Tally Sheet,2024-05-06 18:10:50,tr23,,,,,,,,,,130,Pcp5
print_w_tickettr23,Print the Weighing Ticket,2024-05-06 18:10:50,tr23,,,,,,,,,,130,Pcp5
eval_trs_exittr23_Pcp5,Evaluate the Truck Exit,2024-05-07 07:33:56,tr23,,,,,,,Available,,,130,Pcp5
assign_trs_Pcp9,Assign Trucks,2024-05-07 12:34:32,tr23,,,Cr9,,,9336.4,Occupied,,,131,Pcp9
trs_entrytr23,Enter the port,2024-05-08 07:37:39,tr23,rfidPBXSPB,,,,,,,,,131,Pcp9
weigh_empty_trucktr23,Weigh the Empty Truck,2024-05-08 08:42:24,tr23,WS09,,,,,,,15456.1,,131,Pcp9
check_abnormalitytr23,Check Empty Truck Weight Abnormality,2024-05-08 10:16:31,tr23,rfidPBXSPB,,,,,,,,,131,Pcp9
fail_weightr23,Fail to Weigh,2024-05-08 11:50:39,tr23,,,,,,,Available,,abnormal,131,Pcp9
assign_trs_Pcp6,Assign Trucks,2024-05-08 16:17:20,tr23,,,Cr18,,,9319.9,Occupied,,,132,Pcp6
trs_entrytr23,Enter the port,2024-05-09 11:58:39,tr23,rfidPBXSPB,,,,,,,,,132,Pcp6
weigh_empty_trucktr23,Weigh the Empty Truck,2024-05-09 14:22:26,tr23,WS02,,,,,,,14048.7,,132,Pcp6
